Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1676104290.057551,7298,1676104289,657575360,base_link,0.03330128263093726,0.07299415459488677,0.01662360213651539,-0.9966376337520754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0006074706325307488,0.0005121941212564707,-0.00015545915812253957,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4466437101364136,-0.6396429538726794,9.683826446533203,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0602393,7299,1676104289,677575360,base_link,0.03330261289084339,0.07299701794640748,0.016624571514031145,-0.9966374230178328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00150301621761173,-0.0005324452067725359,0.0005041890544816853,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.445481538772583,-0.632135748863219,9.675909996032715,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0604885,7300,1676104289,697575360,base_link,0.033299916809627704,0.07299389776252865,0.016626510269062655,-0.9966376758989238,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0016689366893842816,0.00039016641676425923,-0.0008198822615668178,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4501290321350098,-0.6229366064071643,9.688586235046387,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.061284,7301,1676104289,717578688,base_link,0.03328929975507001,0.07298834096397029,0.016622969933787778,-0.996638518835894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00027012673672288656,0.0018290739972144367,0.0012319113593548534,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4699103832244873,-0.6273120641708362,9.660943984985352,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0625856,7302,1676104289,737578688,base_link,0.03327356976095234,0.07298759154032021,0.01662533015730434,-0.9966390245980762,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0012878472916781902,0.0004919319180771708,0.0002693277492653578,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4322564601898193,-0.6472190618515002,9.672877311706543,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0676334,7303,1676104289,757578688,base_link,0.033279403148204045,0.07299320102243921,0.016623728577060976,-0.996638434542197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0016026496887207031,-0.0006824630545452237,0.00042564954492263507,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4502078294754028,-0.6479470133781421,9.67564582824707,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0676894,7304,1676104289,777578688,base_link,0.0332850995581981,0.07299158232003859,0.0166234335491214,-0.9966383923953486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.002073095180094242,-0.0007864806684665383,-0.0005555732641369103,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.4286754131317139,-0.6575601696968066,9.679792404174805,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0681925,7305,1676104289,797578688,base_link,0.033284439696601095,0.07299434952406113,0.016623222814878845,-0.996638181661106,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.002429263200610876,0.0009023197926580906,4.257951513864089e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.430718183517456,-0.6310748457908618,9.680948257446289,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.068213,7306,1676104289,817582528,base_link,0.03328224410921148,0.07299361590547923,0.016619556039058382,-0.9966383923953486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003153489902615547,0.001679191365838051,0.0017957568634301422,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.426215410232544,-0.6035282611846912,9.662585258483887,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1676104290.0682423,7307,1676104289,837582528,base_link,0.033272227647245065,0.07299834293795754,0.01661829163360305,-0.9966383923953486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0018426456954330206,-0.0008370576542802155,0.00014693770208396028,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,1.426814317703247,-0.6371167302131641,9.675677299499512,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
