Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1676104290.2580552,1963,1676104290,256943702,world,-0.36018872261047363,-0.6238923668861389,0.1392437219619751,-0.00817031692713499,0.012209080159664154,0.019096670672297478,-0.9997097253799438
1676104290.266965,1964,1676104290,266113519,world,-0.3601808547973633,-0.6239010691642761,0.13923640549182892,-0.008195562288165092,0.012295938096940517,0.0191140528768301,-0.9997081756591797
1676104290.2698424,1965,1676104290,268457412,world,-0.36018869280815125,-0.6239071488380432,0.13924524188041687,-0.008311220444738865,0.01228481624275446,0.019279515370726585,-0.999704122543335
1676104290.2862113,1967,1676104290,276233673,world,-0.36019137501716614,-0.6239116787910461,0.13924919068813324,-0.008005688898265362,0.012457084842026234,0.01908879540860653,-0.9997081756591797
1676104290.286851,1968,1676104290,285716295,world,-0.3601873815059662,-0.6238945722579956,0.13924790918827057,-0.00821442250162363,0.012231235392391682,0.019139688462018967,-0.9997082948684692
1676104290.2880368,1969,1676104290,287177562,world,-0.36017701029777527,-0.6238962411880493,0.1392369121313095,-0.008117237128317356,0.012322946451604366,0.019029181450605392,-0.9997100234031677
1676104290.2895625,1970,1676104290,288531780,world,-0.36018696427345276,-0.6238915324211121,0.1392323076725006,-0.008162756450474262,0.012190001085400581,0.019087092950940132,-0.9997102618217468
1676104290.2963786,1971,1676104290,294763326,world,-0.36018869280815125,-0.6239126324653625,0.13924483954906464,-0.008292664773762226,0.012213516049087048,0.019270826131105423,-0.9997053742408752
1676104290.296881,1972,1676104290,295917749,world,-0.3601837754249573,-0.6238893270492554,0.13924643397331238,-0.008419889956712723,0.012308990582823753,0.01902913488447666,-0.9997077584266663
1676104290.2998543,1973,1676104290,298075199,world,-0.3601808547973633,-0.623893141746521,0.13924595713615417,-0.008386663161218166,0.012238039635121822,0.01901305466890335,-0.9997091889381409
1676104290.30936,1974,1676104290,306689262,world,-0.36017704010009766,-0.623901903629303,0.1392333060503006,-0.008188102394342422,0.012319756671786308,0.019025808200240135,-0.9997096061706543
1676104290.3111322,1975,1676104290,309075117,world,-0.3601820468902588,-0.6238955855369568,0.13924112915992737,-0.008257030509412289,0.012283040210604668,0.019059045240283012,-0.999708890914917
1676104290.3168914,1976,1676104290,314524888,world,-0.36018213629722595,-0.6239030361175537,0.1392412781715393,-0.00827326625585556,0.012289882637560368,0.0191496629267931,-0.9997068643569946
