Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,group_mix,controls_0,controls_1,controls_2,controls_3,controls_4,controls_5,controls_6,controls_7
1676104290.0423446,4366,1676104289,278298208,,0,0.041359297931194305,-0.09425824135541916,-0.0037948049139231443,0.0,0.0,0.0,0.0,-1.0
1676104290.0481439,4367,1676104289,310773792,,0,0.041237715631723404,-0.09419381618499756,-0.003933275118470192,0.0,0.0,0.0,0.0,-1.0
1676104290.0509012,4368,1676104289,345746792,,0,0.041212256997823715,-0.09426740556955338,-0.0038734343834221363,0.0,0.0,0.0,0.0,-1.0
1676104290.0512311,4369,1676104289,378212792,,0,0.041188862174749374,-0.0941544696688652,-0.003756292164325714,0.0,0.0,0.0,0.0,-1.0
1676104290.0522292,4370,1676104289,410683144,,0,0.041144147515296936,-0.09412573277950287,-0.0038648133631795645,0.0,0.0,0.0,0.0,-1.0
1676104290.0572648,4371,1676104289,443151144,,0,0.04080388695001602,-0.09416282176971436,-0.004201478790491819,0.0,0.0,0.0,0.0,-1.0
1676104290.0573359,4372,1676104289,478123144,,0,0.04110174998641014,-0.09401774406433105,-0.0038780432660132647,0.0,0.0,0.0,0.0,-1.0
1676104290.0573726,4373,1676104289,510599496,,0,0.04094476252794266,-0.09404302388429642,-0.0037844334729015827,0.0,0.0,0.0,0.0,-1.0
1676104290.0574117,4374,1676104289,545588496,,0,0.04145069420337677,-0.09420677274465561,-0.0034285385627299547,0.0,0.0,0.0,0.0,-1.0
1676104290.0574515,4375,1676104289,578032496,,0,0.04093174636363983,-0.09415311366319656,-0.004133203532546759,0.0,0.0,0.0,0.0,-1.0
1676104290.0574872,4376,1676104289,613003360,,0,0.040797971189022064,-0.09409036487340927,-0.003842914942651987,0.0,0.0,0.0,0.0,-1.0
1676104290.0575151,4377,1676104289,645480360,,0,0.040730349719524384,-0.09395241737365723,-0.0037858595605939627,0.0,0.0,0.0,0.0,-1.0
1676104290.0586104,4378,1676104289,677950360,,0,0.04105686396360397,-0.0940956324338913,-0.0037069793324917555,0.0,0.0,0.0,0.0,-1.0
1676104290.0587778,4379,1676104289,710417688,,0,0.04104643315076828,-0.09393174201250076,-0.0037222951650619507,0.0,0.0,0.0,0.0,-1.0
1676104290.0588765,4380,1676104289,742885688,,0,0.04116806387901306,-0.09400103986263275,-0.003947070799767971,0.0,0.0,0.0,0.0,-1.0
1676104290.0589182,4381,1676104289,777863688,,0,0.04124737158417702,-0.09436340630054474,-0.003982640337198973,0.0,0.0,0.0,0.0,-1.0
