Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,attitude_status_flag,velocity_horiz_status_flag,velocity_vert_status_flag,pos_horiz_rel_status_flag,pos_horiz_abs_status_flag,pos_vert_abs_status_flag,pos_vert_agl_status_flag,const_pos_mode_status_flag,pred_pos_horiz_rel_status_flag,pred_pos_horiz_abs_status_flag,gps_glitch_status_flag,accel_error_status_flag
1676104305.8126552,810,1676104305,811436654,,True,True,True,True,True,True,False,False,True,True,False,False
1676104306.0110004,811,1676104306,10455327,,True,True,True,True,True,True,False,False,True,True,False,False
1676104306.2135377,812,1676104306,211634635,,True,True,True,True,True,True,False,False,True,True,False,False
1676104306.4114377,813,1676104306,410994851,,True,True,True,True,True,True,False,False,True,True,False,False
1676104306.6159782,814,1676104306,613312188,,True,True,True,True,True,True,False,False,True,True,False,False
1676104306.8133612,815,1676104306,812181066,,True,True,True,True,True,True,False,False,True,True,False,False
1676104307.0150287,816,1676104307,13518668,,True,True,True,True,True,True,False,False,True,True,False,False
1676104307.215395,817,1676104307,213344669,,True,True,True,True,True,True,False,False,True,True,False,False
1676104307.4119422,818,1676104307,411429950,,True,True,True,True,True,True,False,False,True,True,False,False
1676104307.6208806,819,1676104307,613557486,,True,True,True,True,True,True,False,False,True,True,False,False
1676104307.8123765,820,1676104307,811614676,,True,True,True,True,True,True,False,False,True,True,False,False
1676104308.0208468,821,1676104308,14261803,,True,True,True,True,True,True,False,False,True,True,False,False
1676104308.2146053,822,1676104308,212810962,,True,True,True,True,True,True,False,False,True,True,False,False
1676104308.4140205,823,1676104308,413085028,,True,True,True,True,True,True,False,False,True,True,False,False
1676104308.6130197,824,1676104308,612457146,,True,True,True,True,True,True,False,False,True,True,False,False
1676104308.8146563,825,1676104308,813236355,,True,True,True,True,True,True,False,False,True,True,False,False
1676104309.0161865,826,1676104309,14158412,,True,True,True,True,True,True,False,False,True,True,False,False
1676104309.2123194,827,1676104309,211928888,,True,True,True,True,True,True,False,False,True,True,False,False
1676104309.4160585,828,1676104309,415546846,,True,True,True,True,True,True,False,False,True,True,False,False
1676104309.6160727,829,1676104309,614870438,,True,True,True,True,True,True,False,False,True,True,False,False
1676104309.81486,830,1676104309,814045038,,True,True,True,True,True,True,False,False,True,True,False,False
1676104310.016625,831,1676104310,15305513,,True,True,True,True,True,True,False,False,True,True,False,False
1676104310.214975,832,1676104310,213069401,,True,True,True,True,True,True,False,False,True,True,False,False
1676104310.416621,833,1676104310,415245045,,True,True,True,True,True,True,False,False,True,True,False,False
1676104310.6164596,834,1676104310,614629360,,True,True,True,True,True,True,False,False,True,True,False,False
1676104310.8163993,835,1676104310,815594914,,True,True,True,True,True,True,False,False,True,True,False,False
1676104311.017617,836,1676104311,15669679,,True,True,True,True,True,True,False,False,True,True,False,False
1676104311.2168722,837,1676104311,213947700,,True,True,True,True,True,True,False,False,True,True,False,False
1676104311.4189913,838,1676104311,416174019,,True,True,True,True,True,True,False,False,True,True,False,False
1676104311.6172633,839,1676104311,616055324,,True,True,True,True,True,True,False,False,True,True,False,False
1676104311.817764,840,1676104311,814900705,,True,True,True,True,True,True,False,False,True,True,False,False
1676104312.017999,841,1676104312,16331943,,True,True,True,True,True,True,False,False,True,True,False,False
1676104312.2161326,842,1676104312,214952767,,True,True,True,True,True,True,False,False,True,True,False,False
1676104312.4186332,843,1676104312,417429860,,True,True,True,True,True,True,False,False,True,True,False,False
1676104312.6172502,844,1676104312,615606082,,True,True,True,True,True,True,False,False,True,True,False,False
1676104312.8155062,845,1676104312,814447670,,True,True,True,True,True,True,False,False,True,True,False,False
1676104313.0166967,846,1676104313,15465345,,True,True,True,True,True,True,False,False,True,True,False,False
1676104313.2171888,847,1676104313,216170692,,True,True,True,True,True,True,False,False,True,True,False,False
1676104313.418211,848,1676104313,417126444,,True,True,True,True,True,True,False,False,True,True,False,False
1676104313.616083,849,1676104313,614560259,,True,True,True,True,True,True,False,False,True,True,False,False
1676104313.8196301,850,1676104313,817192529,,True,True,True,True,True,True,False,False,True,True,False,False
1676104314.018144,851,1676104314,15127950,,True,True,True,True,True,True,False,False,True,True,False,False
1676104314.2188485,852,1676104314,216400171,,True,True,True,True,True,True,False,False,True,True,False,False
1676104314.417297,853,1676104314,416590746,,True,True,True,True,True,True,False,False,True,True,False,False
1676104314.617678,854,1676104314,615935273,,True,True,True,True,True,True,False,False,True,True,False,False
1676104314.8164845,855,1676104314,815946018,,True,True,True,True,True,True,False,False,True,True,False,False
1676104315.01725,856,1676104315,16694649,,True,True,True,True,True,True,False,False,True,True,False,False
1676104315.217692,857,1676104315,215882810,,True,True,True,True,True,True,False,False,True,True,False,False
1676104315.419427,858,1676104315,417581553,,True,True,True,True,True,True,False,False,True,True,False,False
1676104315.6174922,859,1676104315,615983632,,True,True,True,True,True,True,False,False,True,True,False,False
1676104315.818865,860,1676104315,818060316,,True,True,True,True,True,True,False,False,True,True,False,False
1676104316.0187926,861,1676104316,16618663,,True,True,True,True,True,True,False,False,True,True,False,False
1676104316.2195337,862,1676104316,217306653,,True,True,True,True,True,True,False,False,True,True,False,False
1676104316.4192185,863,1676104316,417496946,,True,True,True,True,True,True,False,False,True,True,False,False
1676104316.6188452,864,1676104316,616877859,,True,True,True,True,True,True,False,False,True,True,False,False
1676104316.8186905,865,1676104316,817553973,,True,True,True,True,True,True,False,False,True,True,False,False
1676104317.0193603,866,1676104317,18737843,,True,True,True,True,True,True,False,False,True,True,False,False
1676104317.2195427,867,1676104317,218311670,,True,True,True,True,True,True,False,False,True,True,False,False
1676104317.4173133,868,1676104317,415973565,,True,True,True,True,True,True,False,False,True,True,False,False
1676104317.6188655,869,1676104317,618131836,,True,True,True,True,True,True,False,False,True,True,False,False
1676104317.8194575,870,1676104317,818361093,,True,True,True,True,True,True,False,False,True,True,False,False
1676104318.0204082,871,1676104318,19285610,,True,True,True,True,True,True,False,False,True,True,False,False
1676104318.2188528,872,1676104318,217517512,,True,True,True,True,True,True,False,False,True,True,False,False
1676104318.418893,873,1676104318,417754440,,True,True,True,True,True,True,False,False,True,True,False,False
1676104318.6207807,874,1676104318,619657316,,True,True,True,True,True,True,False,False,True,True,False,False
1676104318.8201146,875,1676104318,818717292,,True,True,True,True,True,True,False,False,True,True,False,False
1676104319.020141,876,1676104319,18679206,,True,True,True,True,True,True,False,False,True,True,False,False
1676104319.2206714,877,1676104319,220121250,,True,True,True,True,True,True,False,False,True,True,False,False
1676104319.4198244,878,1676104319,418765963,,True,True,True,True,True,True,False,False,True,True,False,False
1676104319.6262796,879,1676104319,620107722,,True,True,True,True,True,True,False,False,True,True,False,False
1676104319.8196173,880,1676104319,819058216,,True,True,True,True,True,True,False,False,True,True,False,False
1676104320.020925,881,1676104320,20138701,,True,True,True,True,True,True,False,False,True,True,False,False
1676104320.2202039,882,1676104320,219642325,,True,True,True,True,True,True,False,False,True,True,False,False
1676104320.4215248,883,1676104320,420296310,,True,True,True,True,True,True,False,False,True,True,False,False
1676104320.6204236,884,1676104320,618814793,,True,True,True,True,True,True,False,False,True,True,False,False
1676104320.8195026,885,1676104320,818199496,,True,True,True,True,True,True,False,False,True,True,False,False
1676104321.0205305,886,1676104321,20053795,,True,True,True,True,True,True,False,False,True,True,False,False
1676104321.220291,887,1676104321,218592363,,True,True,True,True,True,True,False,False,True,True,False,False
1676104321.4218574,888,1676104321,420680183,,True,True,True,True,True,True,False,False,True,True,False,False
1676104321.620643,889,1676104321,618873942,,True,True,True,True,True,True,False,False,True,True,False,False
1676104321.8220994,890,1676104321,820562855,,True,True,True,True,True,True,False,False,True,True,False,False
1676104322.0200248,891,1676104322,19254545,,True,True,True,True,True,True,False,False,True,True,False,False
1676104322.220688,892,1676104322,219461208,,True,True,True,True,True,True,False,False,True,True,False,False
1676104322.42093,893,1676104322,419426384,,True,True,True,True,True,True,False,False,True,True,False,False
1676104322.6194875,894,1676104322,618664284,,True,True,True,True,True,True,False,False,True,True,False,False
1676104322.8201737,895,1676104322,819463613,,True,True,True,True,True,True,False,False,True,True,False,False
1676104323.0221272,896,1676104323,20205791,,True,True,True,True,True,True,False,False,True,True,False,False
1676104323.2233193,897,1676104323,221147320,,True,True,True,True,True,True,False,False,True,True,False,False
1676104323.4213867,898,1676104323,420608819,,True,True,True,True,True,True,False,False,True,True,False,False
1676104323.6208832,899,1676104323,619740726,,True,True,True,True,True,True,False,False,True,True,False,False
1676104323.822056,900,1676104323,821394888,,True,True,True,True,True,True,False,False,True,True,False,False
1676104324.0208902,901,1676104324,19888199,,True,True,True,True,True,True,False,False,True,True,False,False
1676104324.2207534,902,1676104324,219999000,,True,True,True,True,True,True,False,False,True,True,False,False
1676104324.424133,903,1676104324,421093032,,True,True,True,True,True,True,False,False,True,True,False,False
1676104324.6219623,904,1676104324,620960276,,True,True,True,True,True,True,False,False,True,True,False,False
1676104324.82098,905,1676104324,820359321,,True,True,True,True,True,True,False,False,True,True,False,False
1676104325.0231435,906,1676104325,22299856,,True,True,True,True,True,True,False,False,True,True,False,False
1676104325.2221134,907,1676104325,221592026,,True,True,True,True,True,True,False,False,True,True,False,False
1676104325.423794,908,1676104325,422448878,,True,True,True,True,True,True,False,False,True,True,False,False
1676104325.6215267,909,1676104325,620629259,,True,True,True,True,True,True,False,False,True,True,False,False
1676104325.8212132,910,1676104325,820554001,,True,True,True,True,True,True,False,False,True,True,False,False
1676104326.0215828,911,1676104326,20692057,,True,True,True,True,True,True,False,False,True,True,False,False
1676104326.2220118,912,1676104326,221389708,,True,True,True,True,True,True,False,False,True,True,False,False
1676104326.4239328,913,1676104326,422880799,,True,True,True,True,True,True,False,False,True,True,False,False
1676104326.6238909,914,1676104326,622859130,,True,True,True,True,True,True,False,False,True,True,False,False
1676104326.8226473,915,1676104326,821615400,,True,True,True,True,True,True,False,False,True,True,False,False
1676104327.0230527,916,1676104327,22228561,,True,True,True,True,True,True,False,False,True,True,False,False
1676104327.2236152,917,1676104327,221681012,,True,True,True,True,True,True,False,False,True,True,False,False
1676104327.4228914,918,1676104327,421357247,,True,True,True,True,True,True,False,False,True,True,False,False
1676104327.6269193,919,1676104327,622295769,,True,True,True,True,True,True,False,False,True,True,False,False
1676104327.8246965,920,1676104327,822584261,,True,True,True,True,True,True,True,False,True,True,False,False
1676104328.022203,921,1676104328,21389329,,True,True,True,True,True,True,True,False,True,True,False,False
1676104328.2231915,922,1676104328,222524738,,True,True,True,True,True,True,True,False,True,True,False,False
1676104328.4225414,923,1676104328,421910051,,True,True,True,True,True,True,True,False,True,True,False,False
1676104328.6257892,924,1676104328,623645764,,True,True,True,True,True,True,True,False,True,True,False,False
1676104328.8224547,925,1676104328,821625416,,True,True,True,True,True,True,True,False,True,True,False,False
1676104329.0229414,926,1676104329,21872415,,True,True,True,True,True,True,True,False,True,True,False,False
1676104329.2264135,927,1676104329,224767333,,True,True,True,True,True,True,True,False,True,True,False,False
1676104329.4287653,928,1676104329,424958860,,True,True,True,True,True,True,True,False,True,True,False,False
1676104329.6225107,929,1676104329,621976650,,True,True,True,True,True,True,True,False,True,True,False,False
1676104329.826197,930,1676104329,824681114,,True,True,True,True,True,True,True,False,True,True,False,False
1676104330.026254,931,1676104330,24165138,,True,True,True,True,True,True,True,False,True,True,False,False
1676104330.222722,932,1676104330,222200794,,True,True,True,True,True,True,True,False,True,True,False,False
1676104330.4266598,933,1676104330,423389285,,True,True,True,True,True,True,True,False,True,True,False,False
1676104330.6257286,934,1676104330,623506991,,True,True,True,True,True,True,True,False,True,True,False,False
1676104330.8262904,935,1676104330,824638500,,True,True,True,True,True,True,True,False,True,True,False,False
1676104331.0258415,936,1676104331,23526320,,True,True,True,True,True,True,True,False,True,True,False,False
1676104331.2260592,937,1676104331,224831631,,True,True,True,True,True,True,True,False,True,True,False,False
1676104331.423926,938,1676104331,423019587,,True,True,True,True,True,True,True,False,True,True,False,False
1676104331.6237605,939,1676104331,622693011,,True,True,True,True,True,True,True,False,True,True,False,False
1676104331.825412,940,1676104331,824224210,,True,True,True,True,True,True,True,False,True,True,False,False
1676104332.0252,941,1676104332,22847808,,True,True,True,True,True,True,True,False,True,True,False,False
1676104332.2265666,942,1676104332,224114805,,True,True,True,True,True,True,True,False,True,True,False,False
1676104332.426771,943,1676104332,425411053,,True,True,True,True,True,True,True,False,True,True,False,False
1676104332.6273234,944,1676104332,625262874,,True,True,True,True,True,True,True,False,True,True,False,False
1676104332.8267355,945,1676104332,825220859,,True,True,True,True,True,True,True,False,True,True,False,False
1676104333.02609,946,1676104333,25501488,,True,True,True,True,True,True,True,False,True,True,False,False
1676104333.2275288,947,1676104333,225792145,,True,True,True,True,True,True,True,False,True,True,False,False
1676104333.426915,948,1676104333,424826465,,True,True,True,True,True,True,True,False,True,True,False,False
1676104333.6294944,949,1676104333,625524584,,True,True,True,True,True,True,True,False,True,True,False,False
1676104333.8271656,950,1676104333,823790551,,True,True,True,True,True,True,True,False,True,True,False,False
1676104334.0256724,951,1676104334,24237719,,True,True,True,True,True,True,True,False,True,True,False,False
1676104334.227832,952,1676104334,224832581,,True,True,True,True,True,True,True,False,True,True,False,False
1676104334.4255133,953,1676104334,423951008,,True,True,True,True,True,True,True,False,True,True,False,False
1676104334.6256373,954,1676104334,624987524,,True,True,True,True,True,True,True,False,True,True,False,False
1676104334.82761,955,1676104334,825233186,,True,True,True,True,True,True,True,False,True,True,False,False
1676104335.0270495,956,1676104335,26322799,,True,True,True,True,True,True,True,False,True,True,False,False
1676104335.2256103,957,1676104335,224278112,,True,True,True,True,True,True,True,False,True,True,False,False
1676104335.4256527,958,1676104335,424926993,,True,True,True,True,True,True,True,False,True,True,False,False
1676104335.6259604,959,1676104335,624067848,,True,True,True,True,True,True,True,False,True,True,False,False
1676104335.8266492,960,1676104335,825469492,,True,True,True,True,True,True,True,False,True,True,False,False
1676104336.0302658,961,1676104336,26339006,,True,True,True,True,True,True,True,False,True,True,False,False
