Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15
1676104293.2541158,2990,1676104293,252311872,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.302733,2991,1676104293,299762872,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.352605,2992,1676104293,349724480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.4051478,2993,1676104293,402171480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.4515529,2994,1676104293,449636344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.5064752,2995,1676104293,502083344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.553958,2996,1676104293,549555696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.6076708,2997,1676104293,601999696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.65209,2998,1676104293,649458840,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.7059956,2999,1676104293,699411840,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.7536836,3000,1676104293,751869936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.8064551,3001,1676104293,799332936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676104293.8526423,3002,1676104293,849285312,,109,559,262,424,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104293.9045916,3003,1676104293,901734312,,121,599,250,445,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104293.9515932,3004,1676104293,949207176,,109,354,115,371,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.0033844,3005,1676104293,999151176,,109,250,185,175,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.0544746,3006,1676104294,51607088,,114,109,134,115,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.10253,3007,1676104294,99076088,,113,158,163,109,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.1528778,3008,1676104294,149024952,,115,268,205,154,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.2096264,3009,1676104294,201474952,,109,218,126,201,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.2522712,3010,1676104294,248937328,,111,379,322,165,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.313135,3011,1676104294,301392328,,122,301,198,176,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.3553545,3012,1676104294,351347984,,119,123,143,234,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.4040277,3013,1676104294,401297984,,109,298,241,168,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.4519813,3014,1676104294,448761128,,109,177,110,176,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.5060165,3015,1676104294,501213128,,123,351,288,135,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.5522234,3016,1676104294,548685016,,113,286,237,147,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.6043704,3017,1676104294,601128016,,109,249,186,174,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.6567838,3018,1676104294,651087160,,179,164,122,270,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.7030292,3019,1676104294,698576160,,109,325,255,182,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.7533994,3020,1676104294,750999792,,188,142,145,322,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.8031516,3021,1676104294,798472792,,109,240,208,143,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.8557937,3022,1676104294,850915704,,109,242,160,193,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.9032252,3023,1676104294,898714704,,120,365,267,179,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104294.9534864,3024,1676104294,950828128,,109,131,133,202,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.008487,3025,1676104295,782128,,124,376,292,152,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.0524633,3026,1676104295,48248040,,109,170,115,164,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.1059678,3027,1676104295,100698040,,116,286,222,153,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.156158,3028,1676104295,150659208,,109,175,120,164,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.2044663,3029,1676104295,198114208,,117,369,292,166,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.2562137,3030,1676104295,250570120,,198,158,112,254,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.305143,3031,1676104295,300523120,,109,261,189,183,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.3542838,3032,1676104295,350489056,,127,351,270,140,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.4062948,3033,1676104295,400451056,,109,175,137,148,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.4531848,3034,1676104295,450411504,,109,226,142,194,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.5067987,3035,1676104295,500357504,,1128,947,1659,311,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.5558748,3036,1676104295,550322696,,899,1222,691,1321,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.60574,3037,1676104295,600270696,,779,793,713,877,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.6548004,3038,1676104295,650233656,,359,545,109,573,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.7064388,3039,1676104295,700195656,,325,407,109,333,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.7533097,3040,1676104295,750162152,,308,292,335,232,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.8058715,3041,1676104295,800104152,,458,430,445,449,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.8566751,3042,1676104295,850069368,,523,502,528,420,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.9043097,3043,1676104295,900023368,,485,567,586,587,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104295.9546568,3044,1676104295,949984840,,578,569,528,498,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.0073857,3045,1676104296,2437840,,487,484,541,469,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.0546613,3046,1676104296,49909568,,461,449,517,449,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.1073482,3047,1676104296,99857568,,436,511,534,368,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.1563237,3048,1676104296,152316552,,497,491,488,481,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.2056086,3049,1676104296,199771552,,499,544,570,385,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.2557929,3050,1676104296,249737048,,552,564,517,441,1054,1054,0,0,0,0,0,0,0,0,0,0
1676104296.3072996,3051,1676104296,302190048,,467,472,601,514,1054,1054,0,0,0,0,0,0,0,0,0,0
