Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1676104290.2188563,1,1676104290,216780185,odom,-1.2796318531036377,-0.7522059679031372,1.1191555451989175,0.0,0.0,0.0
1676104290.2315936,2,1676104290,226092338,odom,-1.2796318531036377,-0.7522059679031372,1.1191555451989175,0.0,0.0,0.0
1676104290.2425032,3,1676104290,237917661,odom,-1.2796147465705872,-0.7521904706954956,1.1191464585632087,0.0,0.0,0.0
1676104290.2572584,4,1676104290,250060319,odom,-1.2796222567558289,-0.7521824836730957,1.1191586644917726,0.0,0.0,0.0
1676104290.261248,5,1676104290,259653568,odom,-1.2796225547790527,-0.7522152662277222,1.11915531270504,0.0,0.0,0.0
1676104290.2698774,6,1676104290,265165567,odom,-1.2796225547790527,-0.7522152662277222,1.11915531270504,0.0,0.0,0.0
1676104290.2915165,7,1676104290,288974046,odom,-1.2796459794044495,-0.7522075176239014,1.1191641668468715,0.0,0.0,0.0
1676104290.2990086,8,1676104290,292762994,odom,-1.2796260714530945,-0.7522169351577759,1.119170153564215,0.0,0.0,0.0
1676104290.3036602,9,1676104290,301811218,odom,-1.2796382904052734,-0.752213716506958,1.1191524065315723,0.0,0.0,0.0
1676104290.3163903,10,1676104290,312118530,odom,-1.2796359062194824,-0.7522088289260864,1.1191586838662624,0.0,0.0,0.0
1676104290.323045,11,1676104290,321504592,odom,-1.2796395421028137,-0.7522062063217163,1.1191596525907517,0.0,0.0,0.0
1676104290.3303201,12,1676104290,329007387,odom,-1.2796289324760437,-0.7522066831588745,1.1191539371162653,0.0,0.0,0.0
1676104290.339625,13,1676104290,335679054,odom,-1.2796297669410706,-0.7522115707397461,1.1191607569366695,0.0,0.0,0.0
1676104290.3506608,14,1676104290,348291158,odom,-1.2796245217323303,-0.7521755695343018,1.119153239634633,0.0,0.0,0.0
1676104290.3596265,15,1676104290,357325077,odom,-1.2796375751495361,-0.7522155046463013,1.1191574245244265,0.0,0.0,0.0
1676104290.3703234,16,1676104290,367539167,odom,-1.279624342918396,-0.7522143125534058,1.1191537821203472,0.0,0.0,0.0
1676104290.3809288,17,1676104290,378631353,odom,-1.2796380519866943,-0.7522131204605103,1.1191575213968754,0.0,0.0,0.0
1676104290.3903947,18,1676104290,388500928,odom,-1.2796353101730347,-0.7522151470184326,1.119161066928506,0.0,0.0,0.0
1676104290.4014137,19,1676104290,399302721,odom,-1.2796373963356018,-0.7522094249725342,1.1191567657917738,0.0,0.0,0.0
1676104290.4121199,20,1676104290,407190799,odom,-1.2796373963356018,-0.7522094249725342,1.1191567657917738,0.0,0.0,0.0
1676104290.420088,21,1676104290,416960954,odom,-1.2796344757080078,-0.7522084712982178,1.119159613841772,0.0,0.0,0.0
1676104290.4293346,22,1676104290,426107168,odom,-1.2796509861946106,-0.7522116899490356,1.119157560145855,0.0,0.0,0.0
1676104290.4476132,23,1676104290,437656164,odom,-1.2796451449394226,-0.7521954774856567,1.1191549252152442,0.0,0.0,0.0
1676104290.4525795,24,1676104290,450206518,odom,-1.2796369791030884,-0.7521878480911255,1.1191505465805531,0.0,0.0,0.0
1676104290.4601123,25,1676104290,457848072,odom,-1.2796329259872437,-0.7522040605545044,1.1191613769203426,0.0,0.0,0.0
1676104290.4693792,26,1676104290,466770887,odom,-1.2796286940574646,-0.752200722694397,1.1191650774478912,0.0,0.0,0.0
1676104290.483141,27,1676104290,479457139,odom,-1.2796213030815125,-0.752210259437561,1.1191556808203458,0.0,0.0,0.0
1676104290.4929564,28,1676104290,491217136,odom,-1.2796419858932495,-0.7522097826004028,1.1191647674560548,0.0,0.0,0.0
1676104290.4992094,29,1676104290,497366666,odom,-1.279628574848175,-0.7522073984146118,1.1191692235887052,0.0,0.0,0.0
1676104290.5112429,30,1676104290,506393194,odom,-1.2796325087547302,-0.7522155046463013,1.1191573664009573,0.0,0.0,0.0
1676104290.5246866,31,1676104290,520714998,odom,-1.2796199917793274,-0.7522048950195312,1.1191493453621866,0.0,0.0,0.0
1676104290.529855,32,1676104290,526986598,odom,-1.2796199917793274,-0.7522048950195312,1.1191493453621866,0.0,0.0,0.0
1676104290.5383904,33,1676104290,536634206,odom,-1.2796274423599243,-0.7521919012069702,1.1191616675376892,0.0,0.0,0.0
1676104290.550107,34,1676104290,548913478,odom,-1.2796287536621094,-0.7522006034851074,1.1191642637193204,0.0,0.0,0.0
1676104290.5609238,35,1676104290,559075117,odom,-1.27963787317276,-0.7522119283676147,1.1191569789111615,0.0,0.0,0.0
