Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,monotonic,amsl,local,relative,terrain,bottom_clearance
1676104290.0447392,1455,1676104289,302240208,map,2.5815460681915283,2.5815460681915283,0.13854525983333588,0.13854525983333588,0.03854525834321976,0.10000000149011612
1676104290.0600228,1456,1676104289,400141792,map,2.6238231658935547,2.6238231658935547,0.13851144909858704,0.13851144909858704,0.03851144760847092,0.10000000149011612
1676104290.0601282,1457,1676104289,502130144,map,2.4784955978393555,2.4784955978393555,0.13847653567790985,0.13847653567790985,0.03847653418779373,0.10000000149011612
1676104290.0602415,1458,1676104289,601134496,map,2.6845967769622803,2.6845967769622803,0.1384398639202118,0.1384398639202118,0.03843986243009567,0.10000000149011612
1676104290.0603106,1459,1676104289,702255360,map,2.5604076385498047,2.5604076385498047,0.13835687935352325,0.13835687935352325,0.038356877863407135,0.10000000149011612
1676104290.0603669,1460,1676104289,802154688,map,2.4784955978393555,2.4784955978393555,0.13826440274715424,0.13826440274715424,0.038264401257038116,0.10000000149011612
1676104290.060405,1461,1676104289,901199528,map,2.436218500137329,2.436218500137329,0.1381649672985077,0.1381649672985077,0.03816496580839157,0.10000000149011612
1676104290.060822,1462,1676104290,1296880,map,2.436218500137329,2.436218500137329,0.13809597492218018,0.13809597492218018,0.038095973432064056,0.10000000149011612
1676104290.1025703,1463,1676104290,101227488,map,2.4784955978393555,2.4784955978393555,0.13805754482746124,0.13805754482746124,0.03805754333734512,0.10000000149011612
1676104290.20253,1464,1676104290,200461584,map,2.4784955978393555,2.4784955978393555,0.1380174607038498,0.1380174607038498,0.03801745921373367,0.10000000149011612
1676104290.3028538,1465,1676104290,301240936,map,2.602684736251831,2.602684736251831,0.13798251748085022,0.13798251748085022,0.0379825159907341,0.10000000149011612
1676104290.4020903,1466,1676104290,400336032,map,2.4784955978393555,2.4784955978393555,0.1379491686820984,0.1379491686820984,0.03794916719198227,0.10000000149011612
1676104290.5056016,1467,1676104290,503471640,map,2.5604076385498047,2.5604076385498047,0.13792096078395844,0.13792096078395844,0.037920959293842316,0.10000000149011612
1676104290.6095018,1468,1676104290,603290992,map,2.4150800704956055,2.4150800704956055,0.13794542849063873,0.13794542849063873,0.037945427000522614,0.10000000149011612
1676104290.701639,1469,1676104290,700181600,map,2.30938720703125,2.30938720703125,0.13799415528774261,0.13799415528774261,0.037994153797626495,0.10000000149011612
1676104290.8033721,1470,1676104290,800257208,map,2.4969921112060547,2.4969921112060547,0.13804960250854492,0.13804960250854492,0.0380496010184288,0.10000000149011612
1676104290.9024787,1471,1676104290,900203816,map,2.7480123043060303,2.7480123043060303,0.138132706284523,0.138132706284523,0.03813270479440689,0.10000000149011612
1676104291.003832,1472,1676104291,2196424,map,2.4969921112060547,2.4969921112060547,0.138229638338089,0.138229638338089,0.03822963684797287,0.10000000149011612
1676104291.1031768,1473,1676104291,101198776,map,2.436218500137329,2.436218500137329,0.1382816582918167,0.1382816582918167,0.03828165680170059,0.10000000149011612
1676104291.2065978,1474,1676104291,202242872,map,2.436218500137329,2.436218500137329,0.13830672204494476,0.13830672204494476,0.038306720554828644,0.10000000149011612
1676104291.303241,1475,1676104291,301865480,map,2.602684736251831,2.602684736251831,0.1383337527513504,0.1383337527513504,0.03833375126123428,0.10000000149011612
1676104291.4066315,1476,1676104291,402226832,map,2.3939414024353027,2.3939414024353027,0.1383618712425232,0.1383618712425232,0.038361869752407074,0.10000000149011612
1676104291.5072508,1477,1676104291,502045440,map,2.7268736362457275,2.7268736362457275,0.13836665451526642,0.13836665451526642,0.0383666530251503,0.10000000149011612
1676104291.6060379,1478,1676104291,602222048,map,2.705735206604004,2.705735206604004,0.13838471472263336,0.13838471472263336,0.03838471323251724,0.10000000149011612
1676104291.7033505,1479,1676104291,701392656,map,2.4784955978393555,2.4784955978393555,0.1384226232767105,0.1384226232767105,0.03842262178659439,0.10000000149011612
1676104291.8017116,1480,1676104291,800414264,map,2.3516645431518555,2.3516645431518555,0.13849875330924988,0.13849875330924988,0.03849875181913376,0.10000000149011612
1676104291.9045398,1481,1676104291,902416872,map,2.5815460681915283,2.5815460681915283,0.13859707117080688,0.13859707117080688,0.038597069680690765,0.10000000149011612
1676104292.006388,1482,1676104292,2401736,map,2.372802972793579,2.372802972793579,0.13871663808822632,0.13871663808822632,0.0387166365981102,0.10000000149011612
1676104292.1051989,1483,1676104292,102260344,map,2.457357168197632,2.457357168197632,0.138853058218956,0.138853058218956,0.038853056728839874,0.10000000149011612
1676104292.2028444,1484,1676104292,201289184,map,2.2882487773895264,2.2882487773895264,0.13898593187332153,0.13898593187332153,0.038985930383205414,0.10000000149011612
