Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,z,r,buttons
1676104290.0591626,726,1676104289,902518365,,0.0,0.0,0.0,0.0,12288
1676104290.1040149,727,1676104290,102573742,,0.0,0.0,0.0,0.0,12288
1676104290.3057084,728,1676104290,303801952,,0.0,0.0,0.0,0.0,12288
1676104290.5085263,729,1676104290,506226643,,0.0,0.0,0.0,0.0,12288
1676104290.7024825,730,1676104290,701410317,,0.0,0.0,0.0,0.0,12288
1676104290.9037428,731,1676104290,901922101,,0.0,0.0,0.0,0.0,12288
1676104291.1035922,732,1676104291,102618256,,0.0,0.0,0.0,0.0,12288
1676104291.3054059,733,1676104291,303645893,,0.0,0.0,0.0,0.0,12288
1676104291.50858,734,1676104291,503555308,,0.0,0.0,0.0,0.0,12288
1676104291.7046983,735,1676104291,703140371,,0.0,0.0,0.0,0.0,12288
1676104291.9075031,736,1676104291,905630267,,0.0,0.0,0.0,0.0,12288
1676104292.108344,737,1676104292,104000904,,0.0,0.0,0.0,0.0,12288
1676104292.3117466,738,1676104292,311188763,,0.0,0.0,0.0,0.0,12288
1676104292.5067408,739,1676104292,503763049,,0.0,0.0,0.0,0.0,12288
1676104292.7043676,740,1676104292,702219965,,0.0,0.0,0.0,0.0,12288
1676104292.903744,741,1676104292,901627288,,0.0,0.0,0.0,0.0,12288
1676104293.103811,742,1676104293,102525342,,0.0,0.0,0.0,0.0,12288
1676104293.3026178,743,1676104293,301499949,,0.0,0.0,0.0,0.0,12288
1676104293.5063431,744,1676104293,503796739,,0.0,0.0,0.0,0.0,12288
1676104293.7048826,745,1676104293,703367939,,0.0,0.0,0.0,0.0,12288
1676104293.9042492,746,1676104293,903336306,,0.0,0.0,0.0,0.0,12288
1676104294.1019459,747,1676104294,101403213,,0.0,0.0,0.0,0.0,12288
1676104294.3035853,748,1676104294,302690709,,0.0,0.0,0.0,0.0,12288
1676104294.5058827,749,1676104294,502813122,,0.0,0.0,0.0,0.0,12288
1676104294.7025206,750,1676104294,701885866,,0.0,0.0,0.0,0.0,12288
1676104294.9030843,751,1676104294,902109013,,0.0,0.0,0.0,0.0,12288
1676104295.1058815,752,1676104295,103435481,,0.0,0.0,0.0,0.0,12288
1676104295.304451,753,1676104295,302838024,,0.0,0.0,0.0,0.0,12288
1676104295.5066602,754,1676104295,503687763,,0.0,0.0,0.0,0.0,12288
1676104295.7063167,755,1676104295,704727956,,0.0,0.0,0.0,0.0,12288
1676104295.904265,756,1676104295,903019303,,0.0,0.0,0.0,0.0,12288
1676104296.1072328,757,1676104296,104376135,,0.0,0.0,0.0,0.0,12288
1676104296.3475842,758,1676104296,347060170,,0.0,0.0,0.0,0.0,12288
1676104296.5349557,759,1676104296,533502709,,0.0,0.0,0.0,0.0,12288
1676104296.7080367,760,1676104296,705888028,,0.0,0.0,0.0,0.0,12288
1676104296.905308,761,1676104296,904760608,,0.0,0.0,0.0,0.0,12288
1676104297.1075099,762,1676104297,105497518,,0.0,0.0,0.0,0.0,12288
1676104297.3066936,763,1676104297,305970575,,0.0,0.0,0.0,0.0,12288
1676104297.5072238,764,1676104297,506350893,,0.0,0.0,0.0,0.0,12288
1676104297.7058477,765,1676104297,704663022,,0.0,0.0,0.0,0.0,12288
1676104297.9062183,766,1676104297,905598551,,0.0,0.0,0.0,0.0,12288
1676104298.1074185,767,1676104298,106971095,,0.0,0.0,0.0,0.0,12288
1676104298.3070462,768,1676104298,305950014,,0.0,0.0,0.0,0.0,12288
1676104298.5074537,769,1676104298,506421437,,0.0,0.0,0.0,0.0,12288
1676104298.7071464,770,1676104298,705611535,,0.0,0.0,0.0,0.0,12288
1676104298.9088998,771,1676104298,907684991,,0.0,0.0,0.0,0.0,12288
1676104299.107808,772,1676104299,107206514,,0.0,0.0,0.0,0.0,12288
1676104299.308719,773,1676104299,307807090,,0.0,0.0,0.0,0.0,12288
1676104299.508376,774,1676104299,507183613,,0.0,0.0,0.0,0.0,12288
1676104299.7091956,775,1676104299,708421123,,0.0,0.0,0.0,0.0,12288
1676104299.9085054,776,1676104299,906230877,,0.0,0.0,0.0,0.0,12288
1676104300.1087792,777,1676104300,108077929,,0.0,0.0,0.0,0.0,12288
1676104300.3070006,778,1676104300,306460354,,0.0,0.0,0.0,0.0,12288
1676104300.5093544,779,1676104300,508614046,,0.0,0.0,0.0,0.0,12288
1676104300.7097535,780,1676104300,707852605,,0.0,0.0,0.0,0.0,12288
1676104300.9099293,781,1676104300,908787847,,0.0,0.0,0.0,0.0,12288
1676104301.108948,782,1676104301,108258671,,0.0,0.0,0.0,0.0,12288
1676104301.307776,783,1676104301,307166206,,0.0,0.0,0.0,0.0,12288
1676104301.512066,784,1676104301,511365479,,0.0,0.0,0.0,0.0,12288
1676104301.7110348,785,1676104301,709820605,,0.0,0.0,0.0,0.0,12288
1676104301.9103513,786,1676104301,908476853,,0.0,0.0,0.0,0.0,12288
1676104302.1103075,787,1676104302,109111982,,0.0,0.0,0.0,0.0,12288
1676104302.3105214,788,1676104302,309100570,,0.0,0.0,0.0,0.0,12288
1676104302.511632,789,1676104302,510187849,,0.0,0.0,0.0,0.0,12288
1676104302.7091956,790,1676104302,708247549,,0.0,0.0,0.0,0.0,12288
1676104302.9116433,791,1676104302,910498398,,0.0,0.0,0.0,0.0,12288
1676104303.1100132,792,1676104303,108982819,,0.0,0.0,0.0,0.0,12288
1676104303.3106441,793,1676104303,309923451,,0.0,0.0,0.0,0.0,12288
1676104303.5102155,794,1676104303,509016785,,0.0,0.0,0.0,0.0,12288
1676104303.710674,795,1676104303,709854070,,0.0,0.0,0.0,0.0,12288
1676104303.9133122,796,1676104303,911627161,,0.0,0.0,0.0,0.0,12288
1676104304.1120484,797,1676104304,110248891,,0.0,0.0,0.0,0.0,12288
1676104304.313916,798,1676104304,312763845,,0.0,0.0,0.0,0.0,12288
1676104304.5117414,799,1676104304,510569060,,0.0,0.0,0.0,0.0,12288
1676104304.7112992,800,1676104304,710862730,,0.0,0.0,0.0,0.0,12288
1676104304.9142745,801,1676104304,911865802,,0.0,0.0,0.0,0.0,12288
1676104305.1128008,802,1676104305,112321067,,0.0,0.0,0.0,0.0,12288
1676104305.3119411,803,1676104305,310694815,,0.0,0.0,0.0,0.0,12288
1676104305.510816,804,1676104305,510248748,,0.0,0.0,0.0,0.0,12288
1676104305.7152133,805,1676104305,712314311,,0.0,0.0,0.0,0.0,12288
1676104305.9139128,806,1676104305,912593347,,0.0,0.0,0.0,0.0,12288
1676104306.1133869,807,1676104306,112499267,,0.0,0.0,0.0,0.0,12288
1676104306.311493,808,1676104306,310827464,,0.0,0.0,0.0,0.0,12288
1676104306.5117607,809,1676104306,511102331,,0.0,0.0,0.0,0.0,12288
1676104306.7149565,810,1676104306,713173851,,0.0,0.0,0.0,0.0,12288
1676104306.9125774,811,1676104306,912074768,,0.0,0.0,0.0,0.0,12288
1676104307.1139805,812,1676104307,112138631,,0.0,0.0,0.0,0.0,12288
1676104307.391739,813,1676104307,390999470,,0.0,0.0,0.0,0.0,12288
1676104307.5119355,814,1676104307,511365139,,0.0,0.0,0.0,0.0,12288
1676104307.716718,815,1676104307,714343718,,0.0,0.0,0.0,0.0,12288
1676104307.9126935,816,1676104307,911970634,,0.0,0.0,0.0,0.0,12288
1676104308.113785,817,1676104308,112798233,,0.0,0.0,0.0,0.0,12288
1676104308.3156066,818,1676104308,314524769,,0.0,0.0,0.0,0.0,12288
1676104308.5128458,819,1676104308,512039163,,0.0,0.0,0.0,0.0,12288
1676104308.7164862,820,1676104308,714142714,,0.0,0.0,0.0,0.0,12288
1676104308.9181845,821,1676104308,915213833,,0.0,0.0,0.0,0.0,12288
1676104309.1128554,822,1676104309,112369539,,0.0,0.0,0.0,0.0,12288
1676104309.3156,823,1676104309,313474672,,0.0,0.0,0.0,0.0,12288
1676104309.515565,824,1676104309,514013653,,0.0,0.0,0.0,0.0,12288
1676104309.7151527,825,1676104309,714711409,,0.0,0.0,0.0,0.0,12288
1676104309.9147491,826,1676104309,912778144,,0.0,0.0,0.0,0.0,12288
1676104310.116728,827,1676104310,114540484,,0.0,0.0,0.0,0.0,12288
1676104310.316235,828,1676104310,314375010,,0.0,0.0,0.0,0.0,12288
1676104310.516419,829,1676104310,514223172,,0.0,0.0,0.0,0.0,12288
1676104310.787946,830,1676104310,786248578,,0.0,0.0,0.0,0.0,12288
1676104310.918833,831,1676104310,916913844,,0.0,0.0,0.0,0.0,12288
1676104311.118525,832,1676104311,114582606,,0.0,0.0,0.0,0.0,12288
1676104311.317805,833,1676104311,315877982,,0.0,0.0,0.0,0.0,12288
1676104311.5163243,834,1676104311,515415214,,0.0,0.0,0.0,0.0,12288
1676104311.7176692,835,1676104311,716045864,,0.0,0.0,0.0,0.0,12288
1676104311.9166744,836,1676104311,914301967,,0.0,0.0,0.0,0.0,12288
1676104312.1169097,837,1676104312,115331572,,0.0,0.0,0.0,0.0,12288
1676104312.317951,838,1676104312,316490145,,0.0,0.0,0.0,0.0,12288
1676104312.518017,839,1676104312,516411629,,0.0,0.0,0.0,0.0,12288
1676104312.7178404,840,1676104312,716810213,,0.0,0.0,0.0,0.0,12288
1676104312.916443,841,1676104312,914535330,,0.0,0.0,0.0,0.0,12288
1676104313.117187,842,1676104313,116393635,,0.0,0.0,0.0,0.0,12288
1676104313.3168657,843,1676104313,314733280,,0.0,0.0,0.0,0.0,12288
1676104313.5177422,844,1676104313,517016558,,0.0,0.0,0.0,0.0,12288
1676104313.7194817,845,1676104313,716312949,,0.0,0.0,0.0,0.0,12288
1676104313.9193134,846,1676104313,918220462,,0.0,0.0,0.0,0.0,12288
1676104314.1188676,847,1676104314,117145994,,0.0,0.0,0.0,0.0,12288
1676104314.318575,848,1676104314,317376663,,0.0,0.0,0.0,0.0,12288
1676104314.5169985,849,1676104314,515622739,,0.0,0.0,0.0,0.0,12288
1676104314.8274584,850,1676104314,823929654,,0.0,0.0,0.0,0.0,12288
1676104315.026526,851,1676104315,24121120,,0.0,0.0,0.0,0.0,12288
1676104315.2262874,852,1676104315,224518291,,0.0,0.0,0.0,0.0,12288
1676104315.427357,853,1676104315,425595475,,0.0,0.0,0.0,0.0,12288
1676104315.6254795,854,1676104315,624740022,,0.0,0.0,0.0,0.0,12288
1676104315.8252618,855,1676104315,824320243,,0.0,0.0,0.0,0.0,12288
1676104316.027503,856,1676104316,24954435,,0.0,0.0,0.0,0.0,12288
1676104316.2284079,857,1676104316,227344559,,0.0,0.0,0.0,0.0,12288
1676104316.4283037,858,1676104316,427338927,,0.0,0.0,0.0,0.0,12288
1676104316.626249,859,1676104316,625219726,,0.0,0.0,0.0,0.0,12288
