Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,monotonic,amsl,local,relative,terrain,bottom_clearance
1676469335.1202748,2172,1676469334,359842680,map,-127.042724609375,-127.042724609375,0.1253981739282608,0.1253981739282608,0.02509700506925583,0.10030116885900497
1676469335.1207817,2173,1676469334,458068240,map,-127.10614013671875,-127.10614013671875,0.12544210255146027,0.12544210255146027,0.025106661021709442,0.10033544152975082
1676469335.1212592,2174,1676469334,559949032,map,-127.20655059814453,-127.20655059814453,0.1254682093858719,0.1254682093858719,0.02512694150209427,0.10034126788377762
1676469335.1215527,2175,1676469334,659001056,map,-127.20655059814453,-127.20655059814453,0.12548519670963287,0.12548519670963287,0.025108017027378082,0.10037717968225479
1676469335.1219795,2176,1676469334,758831920,map,-127.20655059814453,-127.20655059814453,0.12552180886268616,0.12552180886268616,0.02509406954050064,0.10042773932218552
1676469335.1223958,2177,1676469334,857837456,map,-127.20655059814453,-127.20655059814453,0.1255371868610382,0.1255371868610382,0.02512563019990921,0.100411556661129
1676469335.1228201,2178,1676469334,957910248,map,-127.07971954345703,-127.07971954345703,0.1255333423614502,0.1255333423614502,0.025153987109661102,0.10037935525178909
1676469335.124374,2179,1676469335,58839808,map,-127.2276840209961,-127.2276840209961,0.12554512917995453,0.12554512917995453,0.025137774646282196,0.10040735453367233
1676469335.162055,2180,1676469335,158838856,map,-127.16427612304688,-127.16427612304688,0.12555469572544098,0.12555469572544098,0.025092877447605133,0.10046181827783585
1676469335.2608244,2181,1676469335,258895136,map,-127.24353790283203,-127.24353790283203,0.1255553513765335,0.1255553513765335,0.02511436492204666,0.10044098645448685
1676469335.3610113,2182,1676469335,359024136,map,-127.18540954589844,-127.18540954589844,0.12554100155830383,0.12554100155830383,0.025113947689533234,0.1004270538687706
1676469335.4613326,2183,1676469335,459880440,map,-126.44556427001953,-126.44556427001953,0.12619416415691376,0.12619416415691376,0.025139309465885162,0.1010548546910286
1676469335.5612018,2184,1676469335,560143744,map,-126.77320098876953,-126.77320098876953,0.12739349901676178,0.12739349901676178,0.025139309465885162,0.10225418955087662
1676469335.661499,2185,1676469335,659128792,map,-127.02159118652344,-127.02159118652344,0.12780256569385529,0.12780256569385529,0.025139309465885162,0.10266325622797012
1676469335.7599957,2186,1676469335,757927584,map,-126.69393920898438,-126.69393920898438,0.1281198412179947,0.1281198412179947,0.025139309465885162,0.10298053175210953
1676469335.8599315,2187,1676469335,857871632,map,-126.79434967041016,-126.79434967041016,0.12866368889808655,0.12866368889808655,0.025139309465885162,0.10352437943220139
1676469335.9616323,2188,1676469335,960142424,map,-126.55125427246094,-126.55125427246094,0.12926620244979858,0.12926620244979858,0.025139309465885162,0.10412689298391342
1676469336.0615997,2189,1676469336,59034472,map,-123.9776382446289,-123.9776382446289,0.14449889957904816,0.14449889957904816,0.025139309465885162,0.119359590113163
1676469336.1622417,2190,1676469336,159282520,map,-123.50202178955078,-123.50202178955078,0.2699570655822754,0.2699570655822754,0.025139302015304565,0.24481776356697083
1676469336.2619798,2191,1676469336,259244568,map,-125.39920043945312,-125.39920043945312,0.4251076579093933,0.4251076579093933,0.025139302015304565,0.39996835589408875
1676469336.3603194,2192,1676469336,357984616,map,-126.36100769042969,-126.36100769042969,0.5386594533920288,0.5386594533920288,0.025139331817626953,0.5135201215744019
1676469336.4615679,2193,1676469336,459025664,map,-126.05449676513672,-126.05449676513672,0.6338520646095276,0.6338520646095276,0.025139331817626953,0.6087127327919006
1676469336.5602841,2194,1676469336,557894200,map,-125.7057113647461,-125.7057113647461,0.7282557487487793,0.7282557487487793,0.025139331817626953,0.7031164169311523
1676469336.6612334,2195,1676469336,659949248,map,-126.05449676513672,-126.05449676513672,0.8091551661491394,0.8091551661491394,0.025139331817626953,0.7840158343315125
1676469336.7604713,2196,1676469336,758890296,map,-126.07563781738281,-126.07563781738281,0.8704059720039368,0.8704059720039368,0.025139331817626953,0.8452666401863098
