Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,group_mix,controls_0,controls_1,controls_2,controls_3,controls_4,controls_5,controls_6,controls_7
1676469335.1203854,6514,1676469334,372998240,,0,0.013994327746331692,-0.1327252835035324,-0.0018616013694554567,0.0,0.0,0.0,0.0,-1.0
1676469335.120532,6515,1676469334,407971240,,0,0.014297384768724442,-0.13246595859527588,-0.0017577636754140258,0.0,0.0,0.0,0.0,-1.0
1676469335.1207397,6516,1676469334,442940240,,0,0.01446289848536253,-0.13250571489334106,-0.0019073988078162074,0.0,0.0,0.0,0.0,-1.0
1676469335.1208923,6517,1676469334,475411032,,0,0.013524515554308891,-0.13249915838241577,-0.0015602917410433292,0.0,0.0,0.0,0.0,-1.0
1676469335.1211002,6518,1676469334,507891032,,0,0.014029126614332199,-0.13249601423740387,-0.0018988769734278321,0.0,0.0,0.0,0.0,-1.0
1676469335.1212065,6519,1676469334,540364032,,0,0.014291495084762573,-0.13235726952552795,-0.0020015996415168047,0.0,0.0,0.0,0.0,-1.0
1676469335.1213431,6520,1676469334,572829056,,0,0.013829137198626995,-0.13249951601028442,-0.0017403833335265517,0.0,0.0,0.0,0.0,-1.0
1676469335.1214228,6521,1676469334,607807056,,0,0.014269847422838211,-0.1322324275970459,-0.0019279884872958064,0.0,0.0,0.0,0.0,-1.0
1676469335.1215072,6522,1676469334,642769056,,0,0.014251885004341602,-0.13232554495334625,-0.0019631620962172747,0.0,0.0,0.0,0.0,-1.0
1676469335.1216016,6523,1676469334,675251920,,0,0.014381867833435535,-0.13296036422252655,-0.0017783793155103922,0.0,0.0,0.0,0.0,-1.0
1676469335.1218228,6524,1676469334,710216920,,0,0.014017133042216301,-0.13235561549663544,-0.0017823626985773444,0.0,0.0,0.0,0.0,-1.0
1676469335.1219563,6525,1676469334,742687920,,0,0.014201742596924305,-0.13252942264080048,-0.0017058767843991518,0.0,0.0,0.0,0.0,-1.0
1676469335.1220741,6526,1676469334,775168456,,0,0.013987167738378048,-0.13241782784461975,-0.0018096877029165626,0.0,0.0,0.0,0.0,-1.0
1676469335.122203,6527,1676469334,807637456,,0,0.013722456060349941,-0.1324087232351303,-0.0020961479749530554,0.0,0.0,0.0,0.0,-1.0
1676469335.122332,6528,1676469334,842606456,,0,0.014160461723804474,-0.13225704431533813,-0.001743038184940815,0.0,0.0,0.0,0.0,-1.0
1676469335.1224513,6529,1676469334,875082248,,0,0.014360051602125168,-0.13271048665046692,-0.0019014448625966907,0.0,0.0,0.0,0.0,-1.0
1676469335.1225948,6530,1676469334,907552248,,0,0.01401370856910944,-0.132624551653862,-0.0017474390333518386,0.0,0.0,0.0,0.0,-1.0
1676469335.1227474,6531,1676469334,942521248,,0,0.013739991001784801,-0.13277995586395264,-0.0018802157137542963,0.0,0.0,0.0,0.0,-1.0
1676469335.122892,6532,1676469334,974992808,,0,0.013719121925532818,-0.13251625001430511,-0.0018922847229987383,0.0,0.0,0.0,0.0,-1.0
1676469335.124067,6533,1676469335,9968808,,0,0.014121980406343937,-0.1324371099472046,-0.0018854407826438546,0.0,0.0,0.0,0.0,-1.0
1676469335.1243446,6534,1676469335,42438808,,0,0.01396348886191845,-0.1325060874223709,-0.0017610278446227312,0.0,0.0,0.0,0.0,-1.0
1676469335.1244757,6535,1676469335,77423856,,0,0.013675656169652939,-0.13264310359954834,-0.0015633039874956012,0.0,0.0,0.0,0.0,-1.0
1676469335.124605,6536,1676469335,109885856,,0,0.01399278361350298,-0.13261649012565613,-0.001861857483163476,0.0,0.0,0.0,0.0,-1.0
1676469335.1488943,6537,1676469335,142366856,,0,0.01440628431737423,-0.13255414366722107,-0.0015344010898843408,0.0,0.0,0.0,0.0,-1.0
1676469335.1789153,6538,1676469335,174829136,,0,0.014615817926824093,-0.13256776332855225,-0.00187217746861279,0.0,0.0,0.0,0.0,-1.0
1676469335.2121904,6539,1676469335,209798136,,0,0.014451339840888977,-0.1328262984752655,-0.0019893948920071125,0.0,0.0,0.0,0.0,-1.0
1676469335.2461483,6540,1676469335,242277136,,0,0.014385072514414787,-0.13266311585903168,-0.0017764760414138436,0.0,0.0,0.0,0.0,-1.0
1676469335.2944288,6541,1676469335,289734136,,0,0.02160169743001461,-0.11229778826236725,0.0030667148530483246,0.0,0.0,0.0,0.0,-1.0
1676469335.3099775,6542,1676469335,307215136,,0,0.008978218771517277,-0.11783389747142792,0.013830149546265602,0.0,0.0,0.0,0.0,-1.0
