Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,temperature,variance
1676469335.1216328,3966,1676469334,674866920,base_link,25.729999542236328,0.0
1676469335.121926,3967,1676469334,729820920,base_link,25.739999771118164,0.0
1676469335.1221488,3968,1676469334,789769456,base_link,25.729999542236328,0.0
1676469335.1223767,3969,1676469334,849717456,base_link,25.739999771118164,0.0
1676469335.1225603,3970,1676469334,894682248,base_link,25.729999542236328,0.0
1676469335.1227918,3971,1676469334,954630248,base_link,25.739999771118164,0.0
1676469335.1254413,3972,1676469335,14581808,base_link,25.739999771118164,0.0
1676469335.1254704,3973,1676469335,74531856,base_link,25.739999771118164,0.0
1676469335.1488564,3974,1676469335,134481856,base_link,25.739999771118164,0.0
1676469335.179332,3975,1676469335,174449136,base_link,25.739999771118164,0.0
1676469335.2376513,3976,1676469335,234397136,base_link,25.729999542236328,0.0
1676469335.2953959,3977,1676469335,289352136,base_link,25.729999542236328,0.0
1676469335.3531737,3978,1676469335,349298136,base_link,25.739999771118164,0.0
1676469335.3954396,3979,1676469335,389266440,base_link,25.739999771118164,0.0
1676469335.4533405,3980,1676469335,449215440,base_link,25.739999771118164,0.0
1676469335.5142438,3981,1676469335,509167744,base_link,25.739999771118164,0.0
1676469335.5535464,3982,1676469335,549133744,base_link,25.739999771118164,0.0
1676469335.6345122,3983,1676469335,629065792,base_link,25.739999771118164,0.0
1676469335.6729264,3984,1676469335,669035584,base_link,25.739999771118164,0.0
1676469335.7331936,3985,1676469335,728985584,base_link,25.739999771118164,0.0
1676469335.796119,3986,1676469335,788934632,base_link,25.739999771118164,0.0
1676469335.8337076,3987,1676469335,828899632,base_link,25.739999771118164,0.0
1676469335.893641,3988,1676469335,888850424,base_link,25.75,0.0
1676469335.952848,3989,1676469335,948801424,base_link,25.739999771118164,0.0
1676469336.0131242,3990,1676469336,8748472,base_link,25.739999771118164,0.0
1676469336.0561564,3991,1676469336,48714472,base_link,25.739999771118164,0.0
1676469336.1137662,3992,1676469336,108667520,base_link,25.739999771118164,0.0
1676469336.1746075,3993,1676469336,168616568,base_link,25.75,0.0
1676469336.2134001,3994,1676469336,208581568,base_link,25.75,0.0
1676469336.2962697,3995,1676469336,288515616,base_link,25.739999771118164,0.0
1676469336.3337715,3996,1676469336,328484616,base_link,25.75,0.0
1676469336.3943288,3997,1676469336,388432664,base_link,25.739999771118164,0.0
1676469336.4529788,3998,1676469336,448381664,base_link,25.75,0.0
1676469336.494843,3999,1676469336,488349200,base_link,25.739999771118164,0.0
1676469336.5539591,4000,1676469336,548297200,base_link,25.75,0.0
