Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,airspeed,groundspeed,heading,throttle,altitude,climb
1676469335.1753247,4360,1676469335,174665960,,0.0,0.005959183443337679,89,0.0,-127.2276840209961,0.0016675241058692336
1676469335.2249987,4361,1676469335,223797057,,0.0,0.005963626783341169,89,0.0,-127.24353790283203,0.0015666180988773704
1676469335.295634,4362,1676469335,292362135,,0.0,0.007594779599457979,89,0.0,-127.18540954589844,0.003436544444411993
1676469335.3249269,4363,1676469335,323825504,,0.0,0.004973789677023888,89,0.0,-127.18540954589844,0.003774113254621625
1676469335.3753755,4364,1676469335,374691779,,0.0,0.005574344657361507,89,0.0,-127.18540954589844,0.0006302678375504911
1676469335.4288561,4365,1676469335,427816760,,0.0,0.0727701187133789,89,0.0,-126.95816802978516,0.013741403818130493
1676469335.477853,4366,1676469335,477240927,,0.0,0.13012371957302094,88,0.0,-126.44556427001953,0.014519251883029938
1676469335.5267756,4367,1676469335,524967861,,0.0,0.1202537789940834,88,0.0,-127.16427612304688,0.012608367949724197
1676469335.5772865,4368,1676469335,576411294,,0.0,0.04766300693154335,88,0.0,-126.77320098876953,0.0054967510513961315
1676469335.6246436,4369,1676469335,623829474,,0.0,0.016227129846811295,88,0.0,-127.02159118652344,0.003365539712831378
1676469335.6755362,4370,1676469335,674698267,,0.0,0.003748580813407898,88,0.0,-127.37036895751953,0.002949912566691637
1676469335.7272155,4371,1676469335,725989406,,0.0,0.014243844896554947,88,0.0,-126.69393920898438,0.0044911084696650505
1676469335.775383,4372,1676469335,774713714,,0.0,0.02527674287557602,88,0.0,-126.69393920898438,0.002540403278544545
1676469335.827134,4373,1676469335,825968650,,0.0,0.019778184592723846,88,0.0,-126.95816802978516,0.011080194264650345
1676469335.8762572,4374,1676469335,875045915,,0.0,0.019668027758598328,88,0.0,-126.79434967041016,0.005792549345642328
1676469335.926377,4375,1676469335,925141146,,0.0,0.01648011989891529,88,0.0,-126.85775756835938,0.011461342684924603
1676469335.9770834,4376,1676469335,976250751,,0.0,0.019729988649487495,88,0.41999998688697815,-126.55125427246094,0.01470634713768959
1676469336.02591,4377,1676469336,23716356,,0.0,0.22476166486740112,89,0.41999998688697815,-126.60938262939453,0.13889242708683014
1676469336.07776,4378,1676469336,76370642,,0.0,0.4525103271007538,88,0.3799999952316284,-123.9776382446289,0.8876359462738037
1676469336.1247616,4379,1676469336,123775193,,0.0,0.7395347356796265,88,0.20000000298023224,-122.18614196777344,1.4183658361434937
1676469336.1764917,4380,1676469336,175327458,,0.0,0.9400040507316589,89,0.09000000357627869,-123.50202178955078,1.5935146808624268
1676469336.22703,4381,1676469336,226272733,,0.0,0.9912053942680359,89,0.05999999865889549,-125.39920043945312,1.3408442735671997
1676469336.276637,4382,1676469336,275341648,,0.0,1.0131484270095825,90,0.07999999821186066,-126.11791229248047,1.0305428504943848
1676469336.327716,4383,1676469336,326351366,,0.0,1.0264570713043213,90,0.14000000059604645,-126.36100769042969,0.7983484268188477
1676469336.375209,4384,1676469336,373937877,,0.0,1.016814112663269,90,0.1599999964237213,-126.36100769042969,0.6999601721763611
1676469336.4276261,4385,1676469336,426099578,,0.0,0.9538260698318481,90,0.18000000715255737,-125.84839630126953,0.693514347076416
1676469336.476328,4386,1676469336,475488024,,0.0,0.863163948059082,89,0.17000000178813934,-126.05449676513672,0.7355839610099792
1676469336.527862,4387,1676469336,526298746,,0.0,0.7547357082366943,89,0.15000000596046448,-126.01221466064453,0.7479106783866882
1676469336.5759394,4388,1676469336,574583561,,0.0,0.6750220060348511,89,0.14000000059604645,-125.7057113647461,0.7251907587051392
1676469336.626997,4389,1676469336,625786832,,0.0,0.5494813323020935,90,0.14000000059604645,-125.91181945800781,0.6424183249473572
1676469336.6779082,4390,1676469336,676700607,,0.0,0.4539695680141449,90,0.15000000596046448,-126.05449676513672,0.5713711380958557
1676469336.7250738,4391,1676469336,724543133,,0.0,0.3759545385837555,90,0.15000000596046448,-126.07563781738281,0.5259508490562439
1676469336.7754881,4392,1676469336,775024822,,0.0,0.265857458114624,90,0.15000000596046448,-125.45733642578125,0.49045220017433167
