Time,transforms
1676469336.984156,"[header: 
  seq: 0
  stamp: 
    secs: 1676469336
    nsecs: 983382536
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0489774942398071
    y: -1.0096949338912964
    z: 0.7940423488616943
  rotation: 
    x: 0.01415239367634058
    y: -0.0510113388299942
    z: 0.008228123188018799
    w: -0.9985638856887817]"
1676469336.9841752,"[header: 
  seq: 0
  stamp: 
    secs: 1676469336
    nsecs: 983462961
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0489203929901123
    y: -1.0092062950134277
    z: 0.7953810691833496
  rotation: 
    x: 0.011690822429955006
    y: -0.05264592543244362
    z: 0.007577017415314913
    w: -0.9985160827636719]"
1676469336.984257,"[header: 
  seq: 0
  stamp: 
    secs: 1676469336
    nsecs: 983577459
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0488033294677734
    y: -1.0087337493896484
    z: 0.7966957092285156
  rotation: 
    x: 0.012353376485407352
    y: -0.05318662151694298
    z: 0.007878641597926617
    w: -0.9984771609306335]"
1676469336.9939938,"[header: 
  seq: 0
  stamp: 
    secs: 1676469336
    nsecs: 993378068
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0486620664596558
    y: -1.0082240104675293
    z: 0.7979730367660522
  rotation: 
    x: 0.010449200868606567
    y: -0.0527956523001194
    z: 0.007742376998066902
    w: -0.9985206723213196]"
1676469336.9942334,"[header: 
  seq: 0
  stamp: 
    secs: 1676469336
    nsecs: 993526325
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0485806465148926
    y: -1.0077112913131714
    z: 0.7991799712181091
  rotation: 
    x: 0.00851320568472147
    y: -0.054506707936525345
    z: 0.006935553625226021
    w: -0.9984530806541443]"
1676469337.0047913,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:   3367563
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0484610795974731
    y: -1.007230520248413
    z: 0.8005452752113342
  rotation: 
    x: 0.0073824236169457436
    y: -0.05468093603849411
    z: 0.007367590442299843
    w: -0.998449444770813]"
1676469337.0049186,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:   3524265
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0483754873275757
    y: -1.0067118406295776
    z: 0.8017893433570862
  rotation: 
    x: 0.007465985603630543
    y: -0.054929543286561966
    z: 0.007478389423340559
    w: -0.9984343647956848]"
1676469337.0161183,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  13859421
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0482561588287354
    y: -1.006191611289978
    z: 0.8030031323432922
  rotation: 
    x: 0.0044281212612986565
    y: -0.05597951263189316
    z: 0.007464019116014242
    w: -0.998394250869751]"
1676469337.016134,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  14011178
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0481455326080322
    y: -1.0057146549224854
    z: 0.8042660355567932
  rotation: 
    x: 0.003068330232053995
    y: -0.05675211921334267
    z: 0.00758654810488224
    w: -0.9983547925949097]"
1676469337.016145,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  14077862
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0480655431747437
    y: -1.0051569938659668
    z: 0.8055456280708313
  rotation: 
    x: 0.0036759653594344854
    y: -0.05686459317803383
    z: 0.00755672063678503
    w: -0.9983466267585754]"
1676469337.0241075,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  23341721
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0479305982589722
    y: -1.0045889616012573
    z: 0.8067264556884766
  rotation: 
    x: 0.0012991055846214294
    y: -0.05742371082305908
    z: 0.007294680457562208
    w: -0.9983224868774414]"
1676469337.0241277,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  23478737
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0477865934371948
    y: -1.0040255784988403
    z: 0.8079450130462646
  rotation: 
    x: 0.0014871646417304873
    y: -0.05764245614409447
    z: 0.0063234055414795876
    w: -0.9983161687850952]"
1676469337.0352712,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  33381900
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.047680139541626
    y: -1.0034608840942383
    z: 0.8091542720794678
  rotation: 
    x: -0.00029502491815946996
    y: -0.058032967150211334
    z: 0.006509885657578707
    w: -0.9982934594154358]"
1676469337.0352833,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  33535972
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.047601580619812
    y: -1.0028942823410034
    z: 0.8103532195091248
  rotation: 
    x: -0.0006444760365411639
    y: -0.058859098702669144
    z: 0.006593590136617422
    w: -0.9982443451881409]"
1676469337.0355499,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  33600415
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0474566221237183
    y: -1.0023492574691772
    z: 0.8114728331565857
  rotation: 
    x: -0.0026627068873494864
    y: -0.05912869796156883
    z: 0.006326822564005852
    w: -0.9982268214225769]"
1676469337.0442867,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  43345433
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.047343373298645
    y: -1.0017608404159546
    z: 0.812667965888977
  rotation: 
    x: -0.0038631048519164324
    y: -0.059699781239032745
    z: 0.0061974069103598595
    w: -0.9981896877288818]"
1676469337.0443,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  43475153
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0473058223724365
    y: -1.0011755228042603
    z: 0.8138289451599121
  rotation: 
    x: -0.006167161278426647
    y: -0.060081399977207184
    z: 0.006415991112589836
    w: -0.9981538653373718]"
1676469337.056298,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  53385112
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.047196865081787
    y: -1.0005358457565308
    z: 0.8150255084037781
  rotation: 
    x: -0.005368370097130537
    y: -0.06021149456501007
    z: 0.0061294580809772015
    w: -0.9981524348258972]"
1676469337.0563312,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  53471944
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0470545291900635
    y: -0.999947726726532
    z: 0.8161326050758362
  rotation: 
    x: -0.006467289756983519
    y: -0.06062431260943413
    z: 0.006300725974142551
    w: -0.9981198906898499]"
1676469337.056449,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  53616127
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0469551086425781
    y: -0.9993293285369873
    z: 0.8172690272331238
  rotation: 
    x: -0.007064604666084051
    y: -0.06077231094241142
    z: 0.0055688899010419846
    w: -0.9981111884117126]"
1676469337.0644443,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  63377311
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0468827486038208
    y: -0.9987364411354065
    z: 0.8183580040931702
  rotation: 
    x: -0.010742857120931149
    y: -0.06236184388399124
    z: 0.006104001775383949
    w: -0.9979771375656128]"
1676469337.0645125,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  63888581
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.046769618988037
    y: -0.9980804324150085
    z: 0.8195831179618835
  rotation: 
    x: -0.008963435888290405
    y: -0.06163435056805611
    z: 0.005657512228935957
    w: -0.9980425238609314]"
1676469337.074295,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  73380862
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.046651005744934
    y: -0.9974926114082336
    z: 0.8205835223197937
  rotation: 
    x: -0.011789250187575817
    y: -0.062493808567523956
    z: 0.006129255518317223
    w: -0.9979568719863892]"
1676469337.0744464,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  73551785
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0465409755706787
    y: -0.996883749961853
    z: 0.82170170545578
  rotation: 
    x: -0.014279033057391644
    y: -0.06361930817365646
    z: 0.005847105756402016
    w: -0.9978549480438232]"
1676469337.0842993,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  83365191
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0464298725128174
    y: -0.9962744116783142
    z: 0.8228774666786194
  rotation: 
    x: -0.014090358279645443
    y: -0.06349483877420425
    z: 0.0051513537764549255
    w: -0.9978694915771484]"
1676469337.0844574,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  83502670
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0462758541107178
    y: -0.9956706762313843
    z: 0.8239786028862
  rotation: 
    x: -0.0148022985085845
    y: -0.06326999515295029
    z: 0.004738166928291321
    w: -0.9978755116462708]"
1676469337.084472,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  83556243
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0461583137512207
    y: -0.9950697422027588
    z: 0.8250141739845276
  rotation: 
    x: -0.01718277856707573
    y: -0.06382784247398376
    z: 0.004481371492147446
    w: -0.9978029727935791]"
1676469337.0952811,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  93405296
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0460398197174072
    y: -0.9944829940795898
    z: 0.8261169791221619
  rotation: 
    x: -0.0170469731092453
    y: -0.06468182057142258
    z: 0.005048911552876234
    w: -0.997747540473938]"
1676469337.0954196,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs:  93491054
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0459166765213013
    y: -0.9938643574714661
    z: 0.8272039890289307
  rotation: 
    x: -0.018400443717837334
    y: -0.06457070261240005
    z: 0.005023105535656214
    w: -0.9977308511734009]"
1676469337.1039076,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 103372847
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0457977056503296
    y: -0.9932658672332764
    z: 0.8282691240310669
  rotation: 
    x: -0.01994713768362999
    y: -0.06544611603021622
    z: 0.005184621084481478
    w: -0.9976432919502258]"
1676469337.1043391,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 103522012
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0456432104110718
    y: -0.9926323890686035
    z: 0.829350471496582
  rotation: 
    x: -0.02024151384830475
    y: -0.06480008363723755
    z: 0.00429364200681448
    w: -0.9976837038993835]"
1676469337.1144643,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 113402601
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0455050468444824
    y: -0.9920166730880737
    z: 0.8304033875465393
  rotation: 
    x: -0.021159125491976738
    y: -0.06541477143764496
    z: 0.004529459401965141
    w: -0.9976235032081604]"
1676469337.114478,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 113481081
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0454164743423462
    y: -0.9914284944534302
    z: 0.8314522504806519
  rotation: 
    x: -0.021929288282990456
    y: -0.06545109301805496
    z: 0.005167697556316853
    w: -0.9976014494895935]"
1676469337.1145275,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 113537025
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.045285701751709
    y: -0.9907978177070618
    z: 0.8325576186180115
  rotation: 
    x: -0.022360410541296005
    y: -0.06571987271308899
    z: 0.004834046587347984
    w: -0.9975758790969849]"
1676469337.1241806,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 123376319
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0451359748840332
    y: -0.9901774525642395
    z: 0.8335492610931396
  rotation: 
    x: -0.023973390460014343
    y: -0.06609050184488297
    z: 0.004462405573576689
    w: -0.9975156784057617]"
1676469337.1242013,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 123549927
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0449625253677368
    y: -0.9895829558372498
    z: 0.8345625996589661
  rotation: 
    x: -0.025558143854141235
    y: -0.06572643667459488
    z: 0.004352950491011143
    w: -0.9975008964538574]"
1676469337.1339874,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 133393554
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.044838309288025
    y: -0.9889863133430481
    z: 0.8356131315231323
  rotation: 
    x: -0.02603117562830448
    y: -0.06651132553815842
    z: 0.004300224594771862
    w: -0.9974368214607239]"
1676469337.1345143,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 133552533
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0447334051132202
    y: -0.988319993019104
    z: 0.836616575717926
  rotation: 
    x: -0.028064463287591934
    y: -0.0676422193646431
    z: 0.003938993904739618
    w: -0.9973070621490479]"
1676469337.1345294,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 133614070
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.044569492340088
    y: -0.9877158999443054
    z: 0.8376373648643494
  rotation: 
    x: -0.028414249420166016
    y: -0.06699945777654648
    z: 0.0037926691584289074
    w: -0.9973411560058594]"
1676469337.1447234,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 143368698
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.044426679611206
    y: -0.9870845079421997
    z: 0.8386934995651245
  rotation: 
    x: -0.028184883296489716
    y: -0.06619663536548615
    z: 0.0033392980694770813
    w: -0.9974028468132019]"
1676469337.144737,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 143444419
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0442770719528198
    y: -0.9864976406097412
    z: 0.8396621942520142
  rotation: 
    x: -0.03006642311811447
    y: -0.0671950951218605
    z: 0.003592307213693857
    w: -0.9972802400588989]"
1676469337.154885,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 154148718
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.044136881828308
    y: -0.9859237670898438
    z: 0.8406071662902832
  rotation: 
    x: -0.03234077990055084
    y: -0.06844763457775116
    z: 0.0045081498101353645
    w: -0.9971202611923218]"
1676469337.1550288,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 154299160
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0439926385879517
    y: -0.9853145480155945
    z: 0.8417215943336487
  rotation: 
    x: -0.030235813930630684
    y: -0.06691152602434158
    z: 0.004037755075842142
    w: -0.9972925186157227]"
1676469337.155047,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 154380215
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0438138246536255
    y: -0.9847124814987183
    z: 0.8426846861839294
  rotation: 
    x: -0.03229311853647232
    y: -0.06775423139333725
    z: 0.0036188988015055656
    w: -0.9971727728843689]"
1676469337.1641448,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 163457372
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0436350107192993
    y: -0.9841238260269165
    z: 0.8435987234115601
  rotation: 
    x: -0.033475276082754135
    y: -0.0678151547908783
    z: 0.0032804631628096104
    w: -0.9971307516098022]"
1676469337.1643353,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 163655573
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0434428453445435
    y: -0.9835638403892517
    z: 0.8446821570396423
  rotation: 
    x: -0.03367604315280914
    y: -0.06665241718292236
    z: 0.002894157310947776
    w: -0.9972036480903625]"
1676469337.1748064,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 173496607
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0432806015014648
    y: -0.9830508828163147
    z: 0.845589816570282
  rotation: 
    x: -0.03536483272910118
    y: -0.0687885656952858
    z: 0.0038505946286022663
    w: -0.9969968795776367]"
1676469337.17482,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 173588161
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0431017875671387
    y: -0.9824429154396057
    z: 0.8466234803199768
  rotation: 
    x: -0.03476477041840553
    y: -0.06786536425352097
    z: 0.0029460559599101543
    w: -0.9970842599868774]"
1676469337.1839232,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 183355160
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.042931079864502
    y: -0.9818651676177979
    z: 0.8475865125656128
  rotation: 
    x: -0.035908572375774384
    y: -0.06782941520214081
    z: 0.0035141410771757364
    w: -0.9970443844795227]"
1676469337.1843638,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 183502306
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0426923036575317
    y: -0.98130863904953
    z: 0.848518967628479
  rotation: 
    x: -0.03769318759441376
    y: -0.06835199147462845
    z: 0.0025804932229220867
    w: -0.9969456791877747]"
1676469337.1843793,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 183590545
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0424970388412476
    y: -0.9807612895965576
    z: 0.8494951128959656
  rotation: 
    x: -0.037558089941740036
    y: -0.06793918460607529
    z: 0.0025512389838695526
    w: -0.9969790577888489]"
1676469337.1944325,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 193384006
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0423170328140259
    y: -0.9802489876747131
    z: 0.8504547476768494
  rotation: 
    x: -0.03848159685730934
    y: -0.06833172589540482
    z: 0.003265030449256301
    w: -0.9969149231910706]"
1676469337.1944487,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 193460542
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.042154312133789
    y: -0.9796947836875916
    z: 0.8514842391014099
  rotation: 
    x: -0.03903065249323845
    y: -0.06809862703084946
    z: 0.002981852972880006
    w: -0.9969103932380676]"
1676469337.2050507,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 203358261
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0419479608535767
    y: -0.9791679978370667
    z: 0.8523833155632019
  rotation: 
    x: -0.04013353958725929
    y: -0.06877698749303818
    z: 0.0032170817721635103
    w: -0.9968193173408508]"
1676469337.2050881,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 203509444
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0417038202285767
    y: -0.9785943627357483
    z: 0.853359043598175
  rotation: 
    x: -0.0399724505841732
    y: -0.06745733320713043
    z: 0.0027510323561728
    w: -0.9969173669815063]"
1676469337.2155414,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 213949451
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.041479468345642
    y: -0.9780996441841125
    z: 0.8543497323989868
  rotation: 
    x: -0.04134262353181839
    y: -0.0680096223950386
    z: 0.002509702928364277
    w: -0.9968245625495911]"
1676469337.2155569,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 214117633
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0413126945495605
    y: -0.9776129126548767
    z: 0.8552769422531128
  rotation: 
    x: -0.04212260618805885
    y: -0.06880731880664825
    z: 0.0023509818129241467
    w: -0.996737539768219]"
1676469337.2156897,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 214189281
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.041129469871521
    y: -0.977091908454895
    z: 0.8563369512557983
  rotation: 
    x: -0.04201478883624077
    y: -0.06787952035665512
    z: 0.0023158479016274214
    w: -0.9968057870864868]"
1676469337.223829,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 223362992
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0409126281738281
    y: -0.9766234755516052
    z: 0.8572217226028442
  rotation: 
    x: -0.04371514543890953
    y: -0.06844620406627655
    z: 0.0025698961690068245
    w: -0.9966933727264404]"
1676469337.2242525,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 223499601
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0406523942947388
    y: -0.9761278033256531
    z: 0.8581699132919312
  rotation: 
    x: -0.04424511641263962
    y: -0.06797699630260468
    z: 0.0014053331688046455
    w: -0.9967043399810791]"
1676469337.233871,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 233361117
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.040457010269165
    y: -0.9756569862365723
    z: 0.8591646552085876
  rotation: 
    x: -0.04462709277868271
    y: -0.0675901472568512
    z: 0.0019576232880353928
    w: -0.9967126846313477]"
1676469337.2350814,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 233916164
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0402607917785645
    y: -0.9751443862915039
    z: 0.8601120114326477
  rotation: 
    x: -0.04465008154511452
    y: -0.06776243448257446
    z: 0.001986599760130048
    w: -0.9966999888420105]"
1676469337.2351174,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 234014551
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.040052056312561
    y: -0.9746856093406677
    z: 0.8610783219337463
  rotation: 
    x: -0.04631011560559273
    y: -0.06830832362174988
    z: 0.0023416350595653057
    w: -0.9965860843658447]"
1676469337.2451987,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 243697829
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.039787769317627
    y: -0.9742103815078735
    z: 0.8620251417160034
  rotation: 
    x: -0.04643578827381134
    y: -0.06786193698644638
    z: 0.0018134162528440356
    w: -0.9966118335723877]"
1676469337.2452245,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 243841253
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0395543575286865
    y: -0.9737544655799866
    z: 0.8629552721977234
  rotation: 
    x: -0.04654572159051895
    y: -0.06797660887241364
    z: 0.0017713878769427538
    w: -0.996599018573761]"
1676469337.2545798,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 253401939
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0392670631408691
    y: -0.9733197093009949
    z: 0.8638812899589539
  rotation: 
    x: -0.04755782335996628
    y: -0.06761404126882553
    z: 0.0012435271637514234
    w: -0.996576726436615]"
1676469337.254625,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 253612733
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0390117168426514
    y: -0.9729056358337402
    z: 0.8648262619972229
  rotation: 
    x: -0.04803044721484184
    y: -0.06723174452781677
    z: 0.0011902705300599337
    w: -0.9965799450874329]"
1676469337.2640522,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 263385768
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0388461351394653
    y: -0.9724704623222351
    z: 0.8658081293106079
  rotation: 
    x: -0.04763740301132202
    y: -0.06753148138523102
    z: 0.0014097801176831126
    w: -0.9965782761573792]"
1676469337.2642539,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 263553654
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0385959148406982
    y: -0.9720317721366882
    z: 0.8667483329772949
  rotation: 
    x: -0.048758365213871
    y: -0.06754360347986221
    z: 0.0016839198069646955
    w: -0.9965227842330933]"
1676469337.2643566,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 263638561
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0383338928222656
    y: -0.9716575145721436
    z: 0.8677093386650085
  rotation: 
    x: -0.04803403466939926
    y: -0.06683029234409332
    z: 0.0015370339388027787
    w: -0.9966063499450684]"
1676469337.2749608,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 273365578
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0380620956420898
    y: -0.9712117910385132
    z: 0.8686156868934631
  rotation: 
    x: -0.04915377497673035
    y: -0.0668804794549942
    z: 0.0013171447208151221
    w: -0.9965486526489258]"
1676469337.274981,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 273869219
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.037798285484314
    y: -0.9708634614944458
    z: 0.8694632649421692
  rotation: 
    x: -0.05023098737001419
    y: -0.06720178574323654
    z: 0.0016263123834505677
    w: -0.9964728951454163]"
1676469337.283872,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 283346666
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.0375254154205322
    y: -0.9704762101173401
    z: 0.8705164194107056
  rotation: 
    x: -0.048885177820920944
    y: -0.06569720804691315
    z: 0.0010440252954140306
    w: -0.9966409206390381]"
1676469337.2842586,"[header: 
  seq: 0
  stamp: 
    secs: 1676469337
    nsecs: 283481923
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -1.037301778793335
    y: -0.9701065421104431
    z: 0.8713412284851074
  rotation: 
    x: -0.05177072808146477
    y: -0.06751886755228043
    z: 0.0016291525680571795
    w: -0.996372640132904]"
