Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1676469335.3084419,1,1676469335,300354957,,23.823569586602947,22.46809277803512,0.0
1676469335.319669,2,1676469335,312696218,,23.806714569821057,22.400995760822006,0.0
1676469335.3222725,3,1676469335,320562839,,23.811874441162814,22.396327165185482,0.0
1676469335.3321536,4,1676469335,326418399,,23.811874441162814,22.396327165185482,0.0
1676469335.335722,5,1676469335,333224534,,23.76365851381781,22.47966622991251,0.0
1676469335.3429348,6,1676469335,340324640,,23.757103971068616,22.48851278286838,0.0
1676469335.3531892,7,1676469335,350052595,,23.748320652886022,22.49953651266603,0.0
1676469335.3652534,8,1676469335,362559318,,23.75480102592463,22.490572557691085,0.0
1676469335.3738828,9,1676469335,369969844,,23.695400192731164,22.61697990152893,0.0
1676469335.3830771,10,1676469335,380617141,,23.679679978439665,22.639281601796597,0.0
1676469335.3923411,11,1676469335,390038728,,23.664918395026945,22.651936549104484,0.0
1676469335.4021149,12,1676469335,400051116,,23.631990893411,22.289336664929216,0.0
1676469335.4172554,13,1676469335,410143852,,23.64323028330893,22.24479601346802,0.0
1676469335.4215908,14,1676469335,419926643,,23.644494458834583,22.2115567433114,0.0
1676469335.4365258,15,1676469335,432140827,,23.525308564883886,20.090016245506348,0.0
1676469335.4413974,16,1676469335,440086841,,23.51655313018077,20.00207672460052,0.0
1676469335.4523702,17,1676469335,450031280,,23.516016158733482,19.919428538541325,0.0
1676469335.4663541,18,1676469335,462078571,,23.750702573437117,18.222196785407156,0.0
1676469335.4720275,19,1676469335,470103263,,23.753660969658092,18.119268985309535,0.0
1676469335.4824393,20,1676469335,479964733,,23.79012733574043,17.942041885597565,0.0
1676469335.4926786,21,1676469335,490128993,,23.80081488467084,17.769646743306847,0.0
1676469335.5023277,22,1676469335,500056982,,24.150747560586098,17.221097564808215,0.0
1676469335.5127077,23,1676469335,510007619,,24.196567923481382,16.987732757062513,0.0
1676469335.5221064,24,1676469335,520062446,,24.24098141272411,16.812523909959527,0.0
1676469335.531566,25,1676469335,529995679,,24.35466118147964,17.007039653615184,0.0
1676469335.5419464,26,1676469335,539981842,,24.343710210420777,16.911429577843183,0.0
1676469335.551837,27,1676469335,550032377,,24.3800256012758,16.768414318513408,0.0
1676469335.5627575,28,1676469335,560074090,,24.219482889924127,18.28648213220994,0.0
1676469335.572199,29,1676469335,570033311,,24.221483232932314,18.201605894332783,0.0
1676469335.5829034,30,1676469335,580485343,,24.235432650417433,18.130331672213703,0.0
1676469335.5930822,31,1676469335,590054512,,24.23631629799855,18.075071075231367,0.0
1676469335.6022441,32,1676469335,600121259,,23.858984115869216,19.231350276307968,0.0
1676469335.612974,33,1676469335,610107660,,23.84497845672603,19.227363236963242,0.0
1676469335.6246934,34,1676469335,620129346,,23.822145914586013,19.23633571822338,0.0
1676469335.6317809,35,1676469335,630098104,,23.89415917415607,20.247281529255385,0.0
1676469335.6419427,36,1676469335,640033483,,23.874546263939116,20.271922911455714,0.0
1676469335.6520226,37,1676469335,650280475,,23.859021398786584,20.298429047749142,0.0
1676469335.6650388,38,1676469335,660319328,,23.85873512229893,20.308859276184023,0.0
1676469335.6727092,39,1676469335,670382738,,23.9248347837185,20.731798152602636,0.0
1676469335.6820729,40,1676469335,680128097,,23.92763825377512,20.73498507876734,0.0
1676469335.6914132,41,1676469335,690021276,,23.9221346573976,20.758670027536002,0.0
1676469335.7027044,42,1676469335,700175762,,23.93417715493134,20.625299891297395,0.0
1676469335.7126696,43,1676469335,710161209,,23.936785693481934,20.627916798297857,0.0
1676469335.7224562,44,1676469335,720132350,,23.928822734490918,20.648244997421877,0.0
1676469335.7323985,45,1676469335,730027198,,23.882072418021675,20.264888713523987,0.0
1676469335.7421129,46,1676469335,739986658,,23.87483039019037,20.27214629546648,0.0
1676469335.751984,47,1676469335,750057697,,23.871851193279948,20.270840257378634,0.0
1676469335.763612,48,1676469335,761487722,,23.873060532315392,20.00381915952073,0.0
1676469335.775477,49,1676469335,770111322,,23.866715426925936,20.001217607860482,0.0
1676469335.7816508,50,1676469335,780138731,,23.867677149644948,19.99306165011543,0.0
1676469335.7926054,51,1676469335,790085554,,23.8588617477312,19.98759433600258,0.0
1676469335.8029504,52,1676469335,800445079,,23.839089947504306,19.85872695222769,0.0
1676469335.812217,53,1676469335,810042858,,23.8364748433387,19.842948032777485,0.0
1676469335.8218994,54,1676469335,819989681,,23.823600868966448,19.847112961041816,0.0
1676469335.8365803,55,1676469335,830185413,,23.79474517603464,20.02875675500335,0.0
1676469335.8423476,56,1676469335,839936256,,23.782280419791647,20.033517896024822,0.0
1676469335.852312,57,1676469335,850583553,,23.78076280940107,20.02205094743578,0.0
1676469335.8648605,58,1676469335,861816644,,23.831941780606943,20.080508985508093,0.0
1676469335.8725643,59,1676469335,870221376,,23.82840578874275,20.072426565580855,0.0
1676469335.8814867,60,1676469335,880014419,,23.82214103899598,20.066530656770365,0.0
1676469335.8914413,61,1676469335,890001058,,23.820031407540192,20.06034862115107,0.0
1676469335.9020548,62,1676469335,900017738,,23.808067203161375,20.132982699804863,0.0
1676469335.9123085,63,1676469335,910139322,,23.803830408441122,20.12985438681768,0.0
1676469335.9231415,64,1676469335,921072721,,23.81506022976939,20.100118831724796,0.0
1676469335.9323406,65,1676469335,930190324,,23.74663934903411,20.087750155163633,0.0
1676469335.9420025,66,1676469335,940071105,,23.74537835617457,20.07544390178645,0.0
1676469335.9525554,67,1676469335,949978828,,23.749368001565873,20.061719318278474,0.0
1676469335.9664807,68,1676469335,962772130,,23.615727128531212,20.01106455426893,0.0
1676469335.9763577,69,1676469335,970865488,,23.61264695870676,20.002753501472668,0.0
1676469335.9824238,70,1676469335,980502605,,23.613570317441127,19.994588517213966,0.0
1676469335.9925518,71,1676469335,990025997,,23.55775859573411,20.063765422973095,0.0
1676469336.0020108,72,1676469336,66280,,23.028111895475625,19.58727635487154,0.0
1676469336.0158353,73,1676469336,9993314,,22.82234024078127,19.71279302196648,0.0
1676469336.0222805,74,1676469336,20205736,,22.780249258076324,19.51277764058459,0.0
1676469336.0323725,75,1676469336,30062198,,17.136889699529316,15.068431856615195,0.0
1676469336.0417194,76,1676469336,40071249,,16.95977742673744,14.706869689809718,0.0
1676469336.0523179,77,1676469336,50066471,,16.83259284555209,14.463867124055312,0.0
1676469336.0664234,78,1676469336,61957597,,16.66755358681285,14.11665378445254,0.0
1676469336.0723166,79,1676469336,70230007,,14.990956165343729,12.183516657229257,0.0
1676469336.0821981,80,1676469336,80217361,,14.8528184071221,12.017029968772398,0.0
1676469336.0964675,81,1676469336,90150356,,14.5857043532438,11.793646939935202,0.0
1676469336.1023118,82,1676469336,99914550,,9.589794327103506,9.035606106455988,0.0
1676469336.1136088,83,1676469336,110273838,,9.215703319451482,8.817728865882273,0.0
1676469336.1228979,84,1676469336,120794296,,8.946790485636514,8.651977107105898,0.0
1676469336.1320872,85,1676469336,130019426,,2.094261998289974,3.4361306838784342,0.0
1676469336.1423538,86,1676469336,140024900,,1.6198753150049583,3.158507224689002,0.0
1676469336.1531575,87,1676469336,150157213,,1.2960084710470867,2.9614154399028676,0.0
1676469336.1627119,88,1676469336,160130262,,0.956481945012163,2.752191095587201,0.0
1676469336.1734543,89,1676469336,170067548,,-2.2328731756536193,-0.00287065908461572,0.0
1676469336.1822412,90,1676469336,180191516,,-2.569726368822124,-0.22511614217650006,0.0
1676469336.1919968,91,1676469336,190045356,,-3.0808396892047685,-0.5703874487524145,0.0
1676469336.2016282,92,1676469336,200140714,,-4.882026730615723,-1.6047410701789182,0.0
1676469336.2176366,93,1676469336,210213184,,-5.24227547801163,-1.8475698269277268,0.0
1676469336.2222176,94,1676469336,220483303,,-5.769767429126876,-2.2291824299555936,0.0
1676469336.232223,95,1676469336,229896306,,-6.698147452926245,-2.867458616962765,0.0
1676469336.241473,96,1676469336,240127563,,-7.231614172131952,-3.264869961568725,0.0
1676469336.252549,97,1676469336,250185489,,-7.5934133600319225,-3.52352994392881,0.0
1676469336.2665217,98,1676469336,260528802,,-8.13536907458432,-3.9205272923711045,0.0
1676469336.2732387,99,1676469336,270420312,,-8.88925278237487,-4.365217142498273,0.0
1676469336.2819304,100,1676469336,280054092,,-9.261281839962034,-4.639377783852041,0.0
1676469336.29189,101,1676469336,290080070,,-9.821207631414557,-5.02425370780264,0.0
1676469336.30313,102,1676469336,300731658,,-10.45938470699129,-5.627287094004739,0.0
1676469336.312909,103,1676469336,310013294,,-11.024847984824625,-6.048723028783768,0.0
1676469336.322329,104,1676469336,320147991,,-11.415464183448513,-6.31710368773539,0.0
1676469336.3345945,105,1676469336,330208778,,-11.993578234566582,-6.796328671858025,0.0
1676469336.342838,106,1676469336,340663909,,-12.555597343055334,-7.241773589673621,0.0
1676469336.3523388,107,1676469336,350194692,,-12.952367946386659,-7.5128769880992365,0.0
1676469336.3642752,108,1676469336,361494064,,-13.354485398167002,-7.763729590521978,0.0
1676469336.3749096,109,1676469336,370115518,,-13.532502926832269,-7.943781410679791,0.0
1676469336.3823934,110,1676469336,380436897,,-14.092152058933296,-8.38283737385006,0.0
1676469336.3914974,111,1676469336,390020608,,-14.653143231116646,-8.807861093713962,0.0
1676469336.4019928,112,1676469336,400070190,,-14.518864534484566,-7.9781035260653255,0.0
1676469336.417377,113,1676469336,410761833,,-14.913419156876314,-8.224224751997891,0.0
1676469336.4222515,114,1676469336,420424222,,-15.82400682727147,-8.858442991939398,0.0
1676469336.4339657,115,1676469336,430016994,,-15.082546735189366,-8.25100586851712,0.0
1676469336.4420605,116,1676469336,440038204,,-15.616548950259167,-8.629915100603787,0.0
1676469336.4534922,117,1676469336,450332880,,-15.98001140948103,-8.873260441495063,0.0
1676469336.4675202,118,1676469336,460402965,,-16.499551558654808,-9.228589669603453,0.0
1676469336.4737768,119,1676469336,470510005,,-15.582606560280967,-8.404600807163417,0.0
1676469336.4824867,120,1676469336,480125904,,-15.9262290112826,-8.627101598055253,0.0
1676469336.4919217,121,1676469336,490111589,,-16.392826443052325,-9.015536288504615,0.0
1676469336.5028756,122,1676469336,500036239,,-15.05892053345722,-8.089789168628915,0.0
1676469336.512257,123,1676469336,510119915,,-15.516909629254359,-8.39823128913412,0.0
1676469336.5219533,124,1676469336,520040512,,-15.803257718750265,-8.655660384744799,0.0
1676469336.5323308,125,1676469336,530133008,,-14.411513625446991,-7.021219366068462,0.0
1676469336.5421484,126,1676469336,540177345,,-14.819197062215945,-7.3406134417057745,0.0
1676469336.551899,127,1676469336,550068378,,-15.102695565780943,-7.52705938160859,0.0
1676469336.5639045,128,1676469336,561878681,,-14.000011671090913,-6.61948860517729,0.0
1676469336.5737796,129,1676469336,570163726,,-14.268471374979415,-6.761792488359498,0.0
1676469336.582463,130,1676469336,580147266,,-14.520608281058163,-6.9544287821572635,0.0
1676469336.591588,131,1676469336,590029239,,-14.834522579962984,-7.384353919610077,0.0
1676469336.6021867,132,1676469336,600071907,,-13.79823493768268,-5.997995797719353,0.0
1676469336.6122801,133,1676469336,610271453,,-14.039497277523163,-6.130654846256604,0.0
1676469336.6231453,134,1676469336,620121002,,-14.346566898757674,-6.386800293795743,0.0
1676469336.63488,135,1676469336,631220579,,-12.492765577892712,-5.118223791622242,0.0
1676469336.6423824,136,1676469336,640288114,,-12.784488547152366,-5.304946509213898,0.0
1676469336.6549778,137,1676469336,650196313,,-12.975888223140503,-5.444881489745946,0.0
1676469336.6638603,138,1676469336,661890268,,-11.984168005270913,-4.503232098112952,0.0
1676469336.6722994,139,1676469336,669979572,,-12.159207951973638,-4.6181592209903535,0.0
1676469336.681871,140,1676469336,680045127,,-12.328200654843807,-4.7227478900171285,0.0
1676469336.6963034,141,1676469336,690016984,,-12.555275220303038,-4.880142339719526,0.0
1676469336.7021592,142,1676469336,700081110,,-11.421427685230027,-3.8581966855889562,0.0
1676469336.713958,143,1676469336,710301160,,-11.560471440914187,-3.9637360026375426,0.0
1676469336.7220564,144,1676469336,720135927,,-11.74945438896048,-4.094466506247091,0.0
1676469336.7319481,145,1676469336,730106830,,-9.607374888889614,-2.9450472275169646,0.0
1676469336.7420936,146,1676469336,740158557,,-9.764040064758515,-3.0592259836344797,0.0
