Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1676469335.2757616,1,1676469335,271724224,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.2874963,2,1676469335,283161640,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3063278,3,1676469335,291386604,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3188443,4,1676469335,311768770,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.321995,5,1676469335,320068120,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3307483,6,1676469335,323533058,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3351808,7,1676469335,332702159,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3426392,8,1676469335,339896917,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.351611,9,1676469335,349578380,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.3638406,10,1676469335,359741687,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.371594,11,1676469335,369512796,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.38245,12,1676469335,380120754,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.391323,13,1676469335,389572143,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.401609,14,1676469335,399605274,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4118185,15,1676469335,409626007,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4210486,16,1676469335,419535636,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.434063,17,1676469335,431235074,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4413629,18,1676469335,439692258,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.451631,19,1676469335,449584484,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4639094,20,1676469335,460946798,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4712188,21,1676469335,469634532,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4816287,22,1676469335,479540586,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.4918182,23,1676469335,489674091,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.501662,24,1676469335,499614238,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.5118084,25,1676469335,509536743,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.521317,26,1676469335,519644975,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.5315225,27,1676469335,529522418,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.5414407,28,1676469335,539565086,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.5515249,29,1676469335,549560785,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.5626223,30,1676469335,559653043,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.571542,31,1676469335,569552421,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.582962,32,1676469335,580014228,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.594984,33,1676469335,589586496,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6018648,34,1676469335,599693775,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6117895,35,1676469335,609612226,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.621921,36,1676469335,619648694,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6311455,37,1676469335,629658699,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6414835,38,1676469335,639593124,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6516418,39,1676469335,649843454,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6658404,40,1676469335,659707546,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6714735,41,1676469335,669968605,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6824126,42,1676469335,679707050,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.6912065,43,1676469335,689578056,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.701618,44,1676469335,699695825,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7123232,45,1676469335,709630250,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7216258,46,1676469335,719660520,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7313502,47,1676469335,729553222,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.741692,48,1676469335,739563941,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7515807,49,1676469335,749585151,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7625992,50,1676469335,760996341,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7734928,51,1676469335,769600868,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7815127,52,1676469335,779720783,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.7910256,53,1676469335,789600849,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.802303,54,1676469335,799965381,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8111372,55,1676469335,809571504,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8213458,56,1676469335,819551467,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.833937,57,1676469335,829624891,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.841373,58,1676469335,839541673,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8518045,59,1676469335,850168466,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.865925,60,1676469335,860480070,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8719292,61,1676469335,869618177,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8816822,62,1676469335,879596948,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.8910189,63,1676469335,889556407,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9022357,64,1676469335,899588346,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9116209,65,1676469335,909595489,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9226072,66,1676469335,920619010,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9319968,67,1676469335,929719924,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9418564,68,1676469335,939650058,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9512458,69,1676469335,949542045,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.96491,70,1676469335,961055755,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.971927,71,1676469335,970299482,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9827712,72,1676469335,980130910,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469335.9915514,73,1676469335,989558935,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0012746,74,1676469335,999608993,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0113885,75,1676469336,9556293,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0220602,76,1676469336,19792556,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0316374,77,1676469336,29568195,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0413618,78,1676469336,39618253,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0515869,79,1676469336,49589157,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.066491,80,1676469336,59642076,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0720096,81,1676469336,69612741,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0817063,82,1676469336,79816102,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.0928445,83,1676469336,89581966,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1011484,84,1676469336,99512815,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.111672,85,1676469336,109841346,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.122826,86,1676469336,120375394,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.131265,87,1676469336,129520416,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1416025,88,1676469336,139604806,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1537094,89,1676469336,149648904,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1615703,90,1676469336,159679651,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1713955,91,1676469336,169582128,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.1820855,92,1676469336,179764747,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.191192,93,1676469336,189602851,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2013998,94,1676469336,199718952,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2148652,95,1676469336,209698200,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2216883,96,1676469336,219972848,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2311573,97,1676469336,229451894,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2417126,98,1676469336,239641427,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.251619,99,1676469336,249600648,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2649627,100,1676469336,259620904,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2727852,101,1676469336,269918441,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.2813046,102,1676469336,279622077,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.29161,103,1676469336,289602041,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.302607,104,1676469336,300204515,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3129206,105,1676469336,309562206,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3216794,106,1676469336,319669723,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3314712,107,1676469336,329666137,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3423376,108,1676469336,340151309,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3516526,109,1676469336,349657535,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.362819,110,1676469336,360022306,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3731472,111,1676469336,369606494,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3817983,112,1676469336,379974842,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.3913426,113,1676469336,389545202,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.401275,114,1676469336,399627447,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4120102,115,1676469336,409677743,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4219146,116,1676469336,419738769,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4314377,117,1676469336,429552078,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4413207,118,1676469336,439611196,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4531603,119,1676469336,449859857,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4664254,120,1676469336,459749221,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
1676469336.4731786,121,1676469336,469686508,odom,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
