Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,attitude_status_flag,velocity_horiz_status_flag,velocity_vert_status_flag,pos_horiz_rel_status_flag,pos_horiz_abs_status_flag,pos_vert_abs_status_flag,pos_vert_agl_status_flag,const_pos_mode_status_flag,pred_pos_horiz_rel_status_flag,pred_pos_horiz_abs_status_flag,gps_glitch_status_flag,accel_error_status_flag
1676469335.234387,1090,1676469335,232888418,,True,True,True,True,True,True,True,False,True,True,False,False
1676469335.4318874,1091,1676469335,430816955,,True,True,True,True,True,True,True,False,True,True,False,False
1676469335.6347418,1092,1676469335,632892798,,True,True,True,True,True,True,True,False,True,True,False,False
1676469335.8336265,1093,1676469335,831933077,,True,True,True,True,True,True,True,False,True,True,False,False
1676469336.0347888,1094,1676469336,33051454,,True,True,True,True,True,True,True,False,True,True,False,False
1676469336.234151,1095,1676469336,232032608,,True,True,True,True,True,True,True,False,True,True,False,False
1676469336.4329803,1096,1676469336,431831360,,True,True,True,True,True,True,True,False,True,True,False,False
1676469336.6322925,1097,1676469336,630938846,,True,True,True,True,True,True,True,False,True,True,False,False
1676469336.8347757,1098,1676469336,831655991,,True,True,True,True,True,True,True,False,True,True,False,False
1676469337.0346289,1099,1676469337,32766687,,True,True,True,True,True,True,True,False,True,True,False,False
1676469337.2318542,1100,1676469337,230906673,,True,True,True,True,True,True,True,False,True,True,False,False
1676469337.433435,1101,1676469337,432084001,,True,True,True,True,True,True,True,False,True,True,False,False
1676469337.6330888,1102,1676469337,632656615,,True,True,True,True,True,True,True,False,True,True,False,False
1676469337.833542,1103,1676469337,832777145,,True,True,True,True,True,True,True,False,True,True,False,False
1676469338.0333564,1104,1676469338,32108001,,True,True,True,True,True,True,True,False,True,True,False,False
1676469338.2320235,1105,1676469338,230798704,,True,True,True,True,True,True,True,False,True,True,False,False
1676469338.4351497,1106,1676469338,432317752,,True,True,True,True,True,True,True,False,True,True,False,False
1676469338.6331127,1107,1676469338,631140713,,True,True,True,True,True,True,True,False,True,True,False,False
1676469338.8332708,1108,1676469338,832304674,,True,True,True,True,True,True,True,False,True,True,False,False
1676469339.034217,1109,1676469339,33084160,,True,True,True,True,True,True,True,False,True,True,False,False
1676469339.2322252,1110,1676469339,231154228,,True,True,True,True,True,True,True,False,True,True,False,False
1676469339.4347215,1111,1676469339,433252604,,True,True,True,True,True,True,True,False,True,True,False,False
1676469339.6351457,1112,1676469339,632567449,,True,True,True,True,True,True,True,False,True,True,False,False
1676469339.835268,1113,1676469339,833111905,,True,True,True,True,True,True,True,False,True,True,False,False
1676469340.0340033,1114,1676469340,33362551,,True,True,True,True,True,True,True,False,True,True,False,False
1676469340.2337198,1115,1676469340,232131593,,True,True,True,True,True,True,True,False,True,True,False,False
1676469340.4349322,1116,1676469340,432933086,,True,True,True,True,True,True,False,False,True,True,False,False
1676469340.6353269,1117,1676469340,632836629,,True,True,True,True,True,True,False,False,True,True,False,False
1676469340.8361547,1118,1676469340,834172150,,True,True,True,True,True,True,False,False,True,True,False,False
1676469341.0329108,1119,1676469341,32015484,,True,True,True,True,True,True,False,False,True,True,False,False
1676469341.2322237,1120,1676469341,231609128,,True,True,True,True,True,True,False,False,True,True,False,False
1676469341.4338553,1121,1676469341,432520270,,True,True,True,True,True,True,False,False,True,True,False,False
1676469341.6337612,1122,1676469341,632951735,,True,True,True,True,True,True,False,False,True,True,False,False
1676469341.8343472,1123,1676469341,833073685,,True,True,True,True,True,True,False,False,True,True,False,False
1676469342.032892,1124,1676469342,32397130,,True,True,True,True,True,True,False,False,True,True,False,False
1676469342.2360837,1125,1676469342,233269276,,True,True,True,True,True,True,False,False,True,True,False,False
1676469342.4310687,1126,1676469342,430623568,,True,True,True,True,True,True,False,False,True,True,False,False
1676469342.6320415,1127,1676469342,631149423,,True,True,True,True,True,True,False,False,True,True,False,False
1676469342.833358,1128,1676469342,832401786,,True,True,True,True,True,True,False,False,True,True,False,False
1676469343.0311844,1129,1676469343,30584843,,True,True,True,True,True,True,False,False,True,True,False,False
1676469343.2327871,1130,1676469343,232120612,,True,True,True,True,True,True,False,False,True,True,False,False
1676469343.434027,1131,1676469343,433098019,,True,True,True,True,True,True,False,False,True,True,False,False
1676469343.6315613,1132,1676469343,630745014,,True,True,True,True,True,True,False,False,True,True,False,False
1676469343.8345532,1133,1676469343,832987105,,True,True,True,True,True,True,False,False,True,True,False,False
1676469344.0346339,1134,1676469344,33189783,,True,True,True,True,True,True,False,False,True,True,False,False
