Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,attitude_status_flag,velocity_horiz_status_flag,velocity_vert_status_flag,pos_horiz_rel_status_flag,pos_horiz_abs_status_flag,pos_vert_abs_status_flag,pos_vert_agl_status_flag,const_pos_mode_status_flag,pred_pos_horiz_rel_status_flag,pred_pos_horiz_abs_status_flag,gps_glitch_status_flag,accel_error_status_flag
1676469344.2327702,1135,1676469344,231334070,,True,True,True,True,True,True,False,False,True,True,False,False
1676469344.432252,1136,1676469344,431658804,,True,True,True,True,True,True,False,False,True,True,False,False
1676469344.6312754,1137,1676469344,630765206,,True,True,True,True,True,True,False,False,True,True,False,False
1676469344.8340447,1138,1676469344,833359887,,True,True,True,True,True,True,False,False,True,True,False,False
1676469345.0329158,1139,1676469345,31130346,,True,True,True,True,True,True,False,False,True,True,False,False
1676469345.2340431,1140,1676469345,232446069,,True,True,True,True,True,True,False,False,True,True,False,False
1676469345.431406,1141,1676469345,430598969,,True,True,True,True,True,True,False,False,True,True,False,False
1676469345.6348999,1142,1676469345,632925991,,True,True,True,True,True,True,False,False,True,True,False,False
1676469345.834037,1143,1676469345,833053935,,True,True,True,True,True,True,False,False,True,True,False,False
1676469346.0344718,1144,1676469346,33142918,,True,True,True,True,True,True,False,False,True,True,False,False
1676469346.2357733,1145,1676469346,233002332,,True,True,True,True,True,True,False,False,True,True,False,False
1676469346.4326334,1146,1676469346,431813558,,True,True,True,True,True,True,False,False,True,True,False,False
1676469346.634277,1147,1676469346,633054840,,True,True,True,True,True,True,False,False,True,True,False,False
1676469346.8347507,1148,1676469346,832908977,,True,True,True,True,True,True,False,False,True,True,False,False
1676469347.0339694,1149,1676469347,33035035,,True,True,True,True,True,True,False,False,True,True,False,False
1676469347.232789,1150,1676469347,231666600,,True,True,True,True,True,True,False,False,True,True,False,False
1676469347.4350376,1151,1676469347,432605668,,True,True,True,True,True,True,False,False,True,True,False,False
1676469347.6345372,1152,1676469347,633257202,,True,True,True,True,True,True,False,False,True,True,False,False
1676469347.8337064,1153,1676469347,832964603,,True,True,True,True,True,True,False,False,True,True,False,False
1676469348.0349567,1154,1676469348,33062572,,True,True,True,True,True,True,False,False,True,True,False,False
1676469348.2333274,1155,1676469348,232438425,,True,True,True,True,True,True,False,False,True,True,False,False
1676469348.4340918,1156,1676469348,432868484,,True,True,True,True,True,True,False,False,True,True,False,False
1676469348.6338704,1157,1676469348,632143209,,True,True,True,True,True,True,False,False,True,True,False,False
1676469348.8341935,1158,1676469348,832915929,,True,True,True,True,True,True,False,False,True,True,False,False
1676469349.0354297,1159,1676469349,32904977,,True,True,True,True,True,True,False,False,True,True,False,False
1676469349.2348237,1160,1676469349,232038354,,True,True,True,True,True,True,False,False,True,True,False,False
1676469349.4338443,1161,1676469349,433014334,,True,True,True,True,True,True,False,False,True,True,False,False
1676469349.63425,1162,1676469349,631901215,,True,True,True,True,True,True,False,False,True,True,False,False
1676469349.8344057,1163,1676469349,832917712,,True,True,True,True,True,True,False,False,True,True,False,False
1676469350.031337,1164,1676469350,30651630,,True,True,True,True,True,True,False,False,True,True,False,False
1676469350.2332594,1165,1676469350,231972199,,True,True,True,True,True,True,False,False,True,True,False,False
1676469350.4331355,1166,1676469350,432126379,,True,True,True,True,True,True,False,False,True,True,False,False
1676469350.6338222,1167,1676469350,632880697,,True,True,True,True,True,True,False,False,True,True,False,False
1676469350.8321013,1168,1676469350,831059869,,True,True,True,True,True,True,False,False,True,True,False,False
1676469351.0335379,1169,1676469351,32369143,,True,True,True,True,True,True,False,False,True,True,False,False
1676469351.232475,1170,1676469351,231575858,,True,True,True,True,True,True,False,False,True,True,False,False
1676469351.43489,1171,1676469351,433309516,,True,True,True,True,True,True,False,False,True,True,False,False
1676469351.6352096,1172,1676469351,633616788,,True,True,True,True,True,True,False,False,True,True,False,False
1676469351.832362,1173,1676469351,831121769,,True,True,True,True,True,True,False,False,True,True,False,False
1676469352.0327494,1174,1676469352,32005774,,True,True,True,True,True,True,False,False,True,True,False,False
1676469352.232654,1175,1676469352,231660262,,True,True,True,True,True,True,False,False,True,True,False,False
1676469352.4333155,1176,1676469352,432247606,,True,True,True,True,True,True,False,False,True,True,False,False
1676469352.6326256,1177,1676469352,631942316,,True,True,True,True,True,True,False,False,True,True,False,False
1676469352.835645,1178,1676469352,833244816,,True,True,True,True,True,True,False,False,True,True,False,False
1676469353.0324545,1179,1676469353,31268866,,True,True,True,True,True,True,False,False,True,True,False,False
1676469353.2325044,1180,1676469353,231516218,,True,True,True,True,True,True,False,False,True,True,False,False
1676469353.4353707,1181,1676469353,432162526,,True,True,True,True,True,True,False,False,True,True,False,False
1676469353.631345,1182,1676469353,630829384,,True,True,True,True,True,True,False,False,True,True,False,False
1676469353.8330743,1183,1676469353,832060220,,True,True,True,True,True,True,True,False,True,True,False,False
1676469354.0311508,1184,1676469354,30678097,,True,True,True,True,True,True,True,False,True,True,False,False
1676469354.23517,1185,1676469354,233183528,,True,True,True,True,True,True,True,False,True,True,False,False
1676469354.4328556,1186,1676469354,431466449,,True,True,True,True,True,True,True,False,True,True,False,False
1676469354.6328716,1187,1676469354,632054520,,True,True,True,True,True,True,True,False,True,True,False,False
1676469354.831122,1188,1676469354,830718064,,True,True,True,True,True,True,True,False,True,True,False,False
1676469355.0336776,1189,1676469355,32216178,,True,True,True,True,True,True,True,False,True,True,False,False
1676469355.235044,1190,1676469355,233059006,,True,True,True,True,True,True,True,False,True,True,False,False
