Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1676469335.1221395,3968,1676469334,789769456,base_link,102862.2421875,0.0
1676469335.1224022,3969,1676469334,849717456,base_link,102862.2578125,0.0
1676469335.1225693,3970,1676469334,894682248,base_link,102863.2421875,0.0
1676469335.1228018,3971,1676469334,954630248,base_link,102860.7421875,0.0
1676469335.1242142,3972,1676469335,14581808,base_link,102862.5,0.0
1676469335.1245062,3973,1676469335,74531856,base_link,102862.5,0.0
1676469335.1488338,3974,1676469335,134481856,base_link,102861.7421875,0.0
1676469335.179334,3975,1676469335,174449136,base_link,102862.5,0.0
1676469335.2375612,3976,1676469335,234397136,base_link,102862.7421875,0.0
1676469335.2954476,3977,1676469335,289352136,base_link,102862.0,0.0
1676469335.3522139,3978,1676469335,349298136,base_link,102862.0,0.0
1676469335.3954551,3979,1676469335,389266440,base_link,102859.2421875,0.0
1676469335.4534311,3980,1676469335,449215440,base_link,102852.9921875,0.0
1676469335.5142748,3981,1676469335,509167744,base_link,102861.7578125,0.0
1676469335.5538359,3982,1676469335,549133744,base_link,102856.9921875,0.0
1676469335.63461,3983,1676469335,629065792,base_link,102860.0,0.0
1676469335.6729927,3984,1676469335,669035584,base_link,102864.2578125,0.0
1676469335.7332616,3985,1676469335,728985584,base_link,102855.9921875,0.0
1676469335.7961853,3986,1676469335,788934632,base_link,102859.2421875,0.0
1676469335.8335407,3987,1676469335,828899632,base_link,102857.25,0.0
1676469335.893605,3988,1676469335,888850424,base_link,102857.9921875,0.0
1676469335.9529023,3989,1676469335,948801424,base_link,102854.25,0.0
1676469336.013185,3990,1676469336,8748472,base_link,102855.0078125,0.0
1676469336.0561938,3991,1676469336,48714472,base_link,102823.0,0.0
1676469336.113823,3992,1676469336,108667520,base_link,102801.2578125,0.0
1676469336.174682,3993,1676469336,168616568,base_link,102817.25,0.0
1676469336.2134643,3994,1676469336,208581568,base_link,102840.25,0.0
1676469336.2963285,3995,1676469336,288515616,base_link,102849.0,0.0
1676469336.33381,3996,1676469336,328484616,base_link,102851.9921875,0.0
1676469336.39439,3997,1676469336,388432664,base_link,102845.75,0.0
1676469336.4530156,3998,1676469336,448381664,base_link,102848.2421875,0.0
1676469336.4948678,3999,1676469336,488349200,base_link,102847.75,0.0
1676469336.5540216,4000,1676469336,548297200,base_link,102843.9921875,0.0
1676469336.6139941,4001,1676469336,608250248,base_link,102846.5,0.0
1676469336.6744034,4002,1676469336,668199296,base_link,102848.2421875,0.0
1676469336.712747,4003,1676469336,708166296,base_link,102848.5,0.0
1676469336.773043,4004,1676469336,768115344,base_link,102841.0,0.0
1676469336.83493,4005,1676469336,828065344,base_link,102846.5,0.0
1676469336.8722432,4006,1676469336,868032392,base_link,102840.25,0.0
1676469336.9534185,4007,1676469336,947964392,base_link,102843.234375,0.0
1676469336.9929028,4008,1676469336,987935440,base_link,102843.25,0.0
1676469337.052053,4009,1676469337,47882440,base_link,102849.5,0.0
1676469337.1127033,4010,1676469337,107832488,base_link,102837.5,0.0
1676469337.153838,4011,1676469337,147797488,base_link,102845.4921875,0.0
1676469337.2137153,4012,1676469337,207749304,base_link,102837.0,0.0
1676469337.2746294,4013,1676469337,267698840,base_link,102839.2421875,0.0
1676469337.3146763,4014,1676469337,307664840,base_link,102843.75,0.0
1676469337.3717046,4015,1676469337,367613840,base_link,102841.0,0.0
1676469337.4334111,4016,1676469337,427565912,base_link,102840.0,0.0
1676469337.4939451,4017,1676469337,487517216,base_link,102840.75,0.0
1676469337.5350733,4018,1676469337,527486216,base_link,102844.75,0.0
1676469337.5957372,4019,1676469337,587433520,base_link,102846.5,0.0
1676469337.6553202,4020,1676469337,647382520,base_link,102842.25,0.0
1676469337.7137613,4021,1676469337,707334592,base_link,102843.0078125,0.0
1676469337.7743933,4022,1676469337,767285896,base_link,102841.0,0.0
1676469337.813546,4023,1676469337,807251896,base_link,102834.7421875,0.0
1676469337.8726106,4024,1676469337,867206456,base_link,102836.5,0.0
1676469337.9329891,4025,1676469337,927160456,base_link,102841.25,0.0
1676469337.9746952,4026,1676469337,967120736,base_link,102840.75,0.0
1676469338.03329,4027,1676469338,27066736,base_link,102842.5078125,0.0
1676469338.0944138,4028,1676469338,87018552,base_link,102844.0078125,0.0
1676469338.1528652,4029,1676469338,146967552,base_link,102846.75,0.0
1676469338.1953216,4030,1676469338,186936600,base_link,102842.75,0.0
1676469338.2530189,4031,1676469338,246886600,base_link,102844.4921875,0.0
1676469338.3129594,4032,1676469338,306834904,base_link,102839.2421875,0.0
1676469338.3732278,4033,1676469338,366786208,base_link,102837.2421875,0.0
1676469338.4347823,4034,1676469338,426737208,base_link,102837.5,0.0
1676469338.4721394,4035,1676469338,466705768,base_link,102838.0,0.0
1676469338.5322657,4036,1676469338,526651768,base_link,102843.9921875,0.0
1676469338.5945709,4037,1676469338,586602816,base_link,102845.75,0.0
1676469338.6329677,4038,1676469338,626568816,base_link,102846.0,0.0
1676469338.6949797,4039,1676469338,686520120,base_link,102844.9921875,0.0
1676469338.7545705,4040,1676469338,751465120,base_link,102841.9921875,0.0
1676469338.8143008,4041,1676469338,811415424,base_link,102840.25,0.0
1676469338.853032,4042,1676469338,846385424,base_link,102842.9921875,0.0
1676469338.914759,4043,1676469338,906339240,base_link,102841.9921875,0.0
1676469338.9739416,4044,1676469338,971284544,base_link,102840.75,0.0
1676469339.0144393,4045,1676469339,6258544,base_link,102839.2421875,0.0
1676469339.095276,4046,1676469339,91185848,base_link,102839.7578125,0.0
1676469339.1331306,4047,1676469339,126154848,base_link,102834.5,0.0
1676469339.1938581,4048,1676469339,186106408,base_link,102835.7578125,0.0
1676469339.2529683,4049,1676469339,246054408,base_link,102838.2421875,0.0
1676469339.293027,4050,1676469339,286022712,base_link,102843.9921875,0.0
1676469339.3529444,4051,1676469339,345971712,base_link,102846.5,0.0
1676469339.413273,4052,1676469339,405923016,base_link,102842.4921875,0.0
1676469339.4732964,4053,1676469339,465873576,base_link,102843.0078125,0.0
1676469339.5130756,4054,1676469339,505839576,base_link,102845.75,0.0
1676469339.5729666,4055,1676469339,565790624,base_link,102841.25,0.0
1676469339.6349726,4056,1676469339,630734624,base_link,102842.5078125,0.0
1676469339.6727169,4057,1676469339,665706672,base_link,102842.4921875,0.0
1676469339.7343435,4058,1676469339,730651672,base_link,102836.7578125,0.0
1676469339.7931838,4059,1676469339,785606976,base_link,102837.7421875,0.0
1676469339.8532085,4060,1676469339,845557976,base_link,102836.0,0.0
1676469339.913565,4061,1676469339,910503280,base_link,102838.2578125,0.0
1676469339.951906,4062,1676469339,945473280,base_link,102842.9921875,0.0
1676469340.0137758,4063,1676469340,10419584,base_link,102833.7421875,0.0
1676469340.0732596,4064,1676469340,70370632,base_link,102838.7421875,0.0
1676469340.135064,4065,1676469340,130319632,base_link,102839.9921875,0.0
1676469340.1741567,4066,1676469340,170289680,base_link,102837.7421875,0.0
1676469340.2334964,4067,1676469340,230235680,base_link,102839.5,0.0
1676469340.2945895,4068,1676469340,290190728,base_link,102842.75,0.0
1676469340.3340986,4069,1676469340,330152728,base_link,102840.9921875,0.0
1676469340.3956072,4070,1676469340,390103776,base_link,102836.5,0.0
1676469340.4519646,4071,1676469340,445056776,base_link,102845.75,0.0
1676469340.513253,4072,1676469340,510005080,base_link,102838.0,0.0
1676469340.5729132,4073,1676469340,569955360,base_link,102838.0,0.0
1676469340.6143715,4074,1676469340,609920360,base_link,102842.9921875,0.0
1676469340.6734915,4075,1676469340,669868384,base_link,102842.5078125,0.0
1676469340.7335515,4076,1676469340,729817384,base_link,102842.25,0.0
1676469340.7727644,4077,1676469340,769786408,base_link,102834.75,0.0
1676469340.8360605,4078,1676469340,829733408,base_link,102839.0,0.0
1676469340.8925664,4079,1676469340,889685200,base_link,102841.25,0.0
1676469340.9526505,4080,1676469340,949636200,base_link,102842.25,0.0
1676469340.995998,4081,1676469340,989603248,base_link,102846.75,0.0
1676469341.0539722,4082,1676469341,49552248,base_link,102841.25,0.0
1676469341.1139827,4083,1676469341,109502296,base_link,102836.5,0.0
1676469341.1539977,4084,1676469341,149469296,base_link,102841.9921875,0.0
1676469341.232939,4085,1676469341,229403832,base_link,102838.2578125,0.0
1676469341.2737927,4086,1676469341,269371136,base_link,102840.75,0.0
1676469341.33392,4087,1676469341,329320136,base_link,102835.7578125,0.0
1676469341.395006,4088,1676469341,389271440,base_link,102845.2421875,0.0
1676469341.4343524,4089,1676469341,429236440,base_link,102840.4921875,0.0
1676469341.4949338,4090,1676469341,489188488,base_link,102836.7421875,0.0
1676469341.5528944,4091,1676469341,549136488,base_link,102842.25,0.0
1676469341.6149175,4092,1676469341,609087792,base_link,102846.5,0.0
1676469341.6524417,4093,1676469341,649050792,base_link,102848.7578125,0.0
1676469341.712826,4094,1676469341,709005096,base_link,102848.5,0.0
1676469341.7732723,4095,1676469341,768953656,base_link,102846.75,0.0
