Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1676469335.1215498,10415,1676469334,654878056,base_link,1.3472439348697664e-05,1.421363055706024e-05,-2.7945894002914433e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1216223,10416,1676469334,674866920,base_link,1.3369864225387573e-05,1.4227983355522152e-05,-2.8139346837997443e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1217163,10417,1676469334,694850920,base_link,1.3549864292144776e-05,1.4079505205154416e-05,-2.7998182177543645e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1218643,10418,1676469334,714833920,base_link,1.338699758052826e-05,1.4172029495239255e-05,-2.7738758921623236e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.121929,10419,1676469334,729820920,base_link,1.3373725116252899e-05,1.4052560925483701e-05,-2.778391540050507e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.122003,10420,1676469334,754798920,base_link,1.3339762389659882e-05,1.4292162656784055e-05,-2.773075699806214e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1220927,10421,1676469334,774785456,base_link,1.3326872885227204e-05,1.4218382537364957e-05,-2.770641148090363e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1221378,10422,1676469334,789769456,base_link,1.3331589102745057e-05,1.4082527160644528e-05,-2.773935198783875e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1222239,10423,1676469334,814754456,base_link,1.3340175151824952e-05,1.4338594675064084e-05,-2.768006026744843e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1223228,10424,1676469334,834731456,base_link,1.3423804938793183e-05,1.4232370257377621e-05,-2.7619200944900518e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1223767,10425,1676469334,849717456,base_link,1.3368615508079529e-05,1.4154404401779173e-05,-2.7707460522651677e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1224713,10426,1676469334,874698248,base_link,1.3362142443656922e-05,1.410180181264877e-05,-2.7808350324630743e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.122563,10427,1676469334,894682248,base_link,1.3386993110179901e-05,1.4147928357124326e-05,-2.7945980429649356e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1226368,10428,1676469334,914664248,base_link,1.3381943106651307e-05,1.4269274473190305e-05,-2.775015234947205e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1227202,10429,1676469334,929651248,base_link,1.3356995582580568e-05,1.4226758480072019e-05,-2.749959826469422e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1228,10430,1676469334,954630248,base_link,1.3442517817020417e-05,1.430637091398239e-05,-2.7442908287048346e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.122989,10431,1676469334,974615808,base_link,1.3399952650070192e-05,1.4259469509124753e-05,-2.77002364397049e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1230626,10432,1676469334,994597808,base_link,1.341567635536194e-05,1.3999873399734495e-05,-2.786636352539063e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1241622,10433,1676469335,14581808,base_link,1.3391831517219543e-05,1.4009204506874081e-05,-2.8110650181770328e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1243176,10434,1676469335,34564808,base_link,1.3465572893619538e-05,1.4145031571388242e-05,-2.7846279740333563e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1244986,10435,1676469335,74531856,base_link,1.3363659381866456e-05,1.425412595272064e-05,-2.7781543135643012e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1270537,10436,1676469335,114497856,base_link,1.3393940031528474e-05,1.427255272865295e-05,-2.7624785900115973e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.148829,10437,1676469335,134481856,base_link,1.333255171775818e-05,1.4160847663879391e-05,-2.7882704138755802e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.157807,10438,1676469335,154463856,base_link,1.3361431658267976e-05,1.3987804949283598e-05,-2.8192186355590824e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1794426,10439,1676469335,174449136,base_link,1.3441674411296845e-05,1.4158964157104489e-05,-2.8002718091011052e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.1974378,10440,1676469335,194433136,base_link,1.3429765403270722e-05,1.4164003729820249e-05,-2.81342625617981e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.218652,10441,1676469335,214414136,base_link,1.3386540114879608e-05,1.4148458838462827e-05,-2.7550888061523443e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.237545,10442,1676469335,234397136,base_link,1.3460266590118409e-05,1.425993740558624e-05,-2.7487474679946906e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.2580185,10443,1676469335,254379136,base_link,1.3333410024642945e-05,1.4296576380729672e-05,-2.7435907721519475e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.295369,10444,1676469335,289352136,base_link,2.2287565469741824e-05,5.665271729230878e-06,-2.272409796714783e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.3126266,10445,1676469335,309332136,base_link,1.6707526147365572e-05,1.5293014049530027e-05,-3.0071902275085454e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.3344498,10446,1676469335,329316136,base_link,2.0490145683288575e-05,1.3444116711616514e-05,-3.389732837677002e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.352195,10447,1676469335,349298136,base_link,1.4322307705879212e-05,1.360509395599365e-05,-2.9828178882598878e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.3728995,10448,1676469335,369283440,base_link,1.962507963180542e-05,1.0860136151313777e-05,-3.64097535610199e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.3954098,10449,1676469335,389266440,base_link,2.1439175307750703e-05,5.021039396524423e-06,-5.3905320167541506e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.4128323,10450,1676469335,409249440,base_link,1.62218913435936e-05,1.2129162251949306e-05,-4.107251167297363e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676469335.4320805,10451,1676469335,429232440,base_link,1.2951257824897767e-05,1.4984709024429318e-05,-3.129446506500244e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
