Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,z,r,buttons
1676469335.1242537,879,1676469335,23333356,,0.0,0.0,0.0,0.0,12288
1676469335.2213311,880,1676469335,220718660,,0.0,0.0,0.0,0.0,12288
1676469335.4229915,881,1676469335,422583822,,0.0,0.0,0.0,0.0,12288
1676469335.624305,882,1676469335,623450332,,0.0,0.0,0.0,0.0,12288
1676469335.8231514,883,1676469335,822625775,,0.0,0.0,0.0,0.0,12288
1676469336.0256395,884,1676469336,23474786,,0.0,0.0,0.0,0.0,12288
1676469336.2232738,885,1676469336,222609030,,0.0,0.0,0.0,0.0,12288
1676469336.4232085,886,1676469336,422594872,,0.0,0.0,0.0,0.0,12288
1676469336.6227052,887,1676469336,621627266,,0.0,0.0,0.0,0.0,12288
1676469336.8234754,888,1676469336,822563594,,0.0,0.0,0.0,0.0,12288
1676469337.0257738,889,1676469337,24369112,,0.0,0.0,0.0,0.0,12288
1676469337.2227569,890,1676469337,221490039,,0.0,0.0,0.0,0.0,12288
1676469337.4231524,891,1676469337,422651460,,0.0,0.0,0.0,0.0,12288
1676469337.6232426,892,1676469337,622616732,,0.0,0.0,0.0,0.0,12288
1676469337.8247855,893,1676469337,823666654,,0.0,0.0,0.08699999749660492,0.0,12288
1676469338.0233934,894,1676469338,22775940,,0.0,0.0,0.0949999988079071,0.0,12288
1676469338.2226226,895,1676469338,221476050,,0.0,0.0,0.09399999678134918,0.0,12288
1676469338.422633,896,1676469338,421826302,,0.0,0.0,0.09399999678134918,0.0,12288
1676469338.7150562,897,1676469338,713627581,,0.0,0.0,0.09399999678134918,0.0,12288
1676469338.8456402,898,1676469338,845118182,,0.0,0.0,0.09399999678134918,0.0,12288
1676469339.0255,899,1676469339,23541935,,0.0,0.0,0.09399999678134918,0.0,12288
1676469339.222576,900,1676469339,221490690,,0.0,0.0,0.09399999678134918,0.0,12288
1676469339.424772,901,1676469339,423525086,,0.0,0.0,0.09399999678134918,0.0,12288
1676469339.6245646,902,1676469339,622683323,,0.0,0.0,0.09399999678134918,0.0,12288
1676469339.8213806,903,1676469339,820667947,,0.0,0.0,0.09399999678134918,0.0,12288
1676469340.0218775,904,1676469340,20820539,,0.0,0.0,0.09399999678134918,0.0,12288
1676469340.2236006,905,1676469340,222500110,,0.0,0.0,0.09399999678134918,0.0,12288
1676469340.4252377,906,1676469340,423738948,,0.0,0.0,0.09399999678134918,0.0,12288
1676469340.6216698,907,1676469340,621112770,,0.0,0.0,0.09399999678134918,0.0,12288
1676469340.8221486,908,1676469340,821116868,,0.0,0.0,0.09399999678134918,0.0,12288
1676469341.0235658,909,1676469341,22736700,,0.0,0.0,0.09399999678134918,0.0,12288
1676469341.2223008,910,1676469341,221686446,,0.0,0.0,0.09399999678134918,0.0,12288
1676469341.4233215,911,1676469341,422804715,,0.0,0.0,0.09399999678134918,0.0,12288
1676469341.6212752,912,1676469341,620886085,,0.0,0.0,0.09399999678134918,0.0,12288
1676469341.8262136,913,1676469341,823916251,,0.0,0.0,0.09399999678134918,0.0,12288
1676469342.0238066,914,1676469342,22540743,,0.0,0.0,0.09399999678134918,0.0,12288
1676469342.2216291,915,1676469342,220988796,,0.0,0.0,0.09399999678134918,0.0,12288
1676469342.4225137,916,1676469342,421851924,,0.0,0.0,0.09399999678134918,0.0,12288
1676469342.622787,917,1676469342,621882861,,0.0,0.0,0.09399999678134918,0.0,12288
1676469342.8233323,918,1676469342,822758969,,0.0,0.0,0.09399999678134918,0.0,12288
1676469343.023098,919,1676469343,22037677,,0.0,0.0,0.09399999678134918,0.0,12288
1676469343.2234554,920,1676469343,222844827,,0.0,0.0,0.09399999678134918,0.0,12288
1676469343.5231714,921,1676469343,522655602,,0.0,0.0,0.09399999678134918,0.0,12288
1676469343.8301048,922,1676469343,829658044,,0.0,0.0,0.09399999678134918,0.0,12288
1676469344.135645,923,1676469344,134903738,,0.0,0.0,0.09399999678134918,0.0,12288
1676469344.335904,924,1676469344,334964088,,0.0,0.0,0.09399999678134918,0.0,12288
1676469344.601772,925,1676469344,601218728,,0.0,0.0,0.09399999678134918,0.0,12288
1676469344.8065407,926,1676469344,806011895,,0.0,0.0,0.09399999678134918,0.0,12288
