Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1676469259.5767055,2591,1676469259,194212688,base_link,102865.0,0.0
1676469259.5767956,2592,1676469259,239175688,base_link,102862.5,0.0
1676469259.5769427,2593,1676469259,299120152,base_link,102865.0,0.0
1676469259.5771544,2594,1676469259,354072152,base_link,102863.7578125,0.0
1676469259.577264,2595,1676469259,399030360,base_link,102865.75,0.0
1676469259.5774612,2596,1676469259,458978360,base_link,102863.5,0.0
1676469259.57919,2597,1676469259,518924568,base_link,102862.5,0.0
1676469259.5910814,2598,1676469259,578872032,base_link,102861.5,0.0
1676469259.6221857,2599,1676469259,613841032,base_link,102862.7421875,0.0
1676469259.6841478,2600,1676469259,678782496,base_link,102866.9921875,0.0
1676469259.7428174,2601,1676469259,738729496,base_link,102865.0,0.0
1676469259.8062599,2602,1676469259,798675960,base_link,102865.5,0.0
1676469259.8623688,2603,1676469259,858623960,base_link,102863.2578125,0.0
1676469259.9028099,2604,1676469259,898588424,base_link,102867.75,0.0
1676469259.9625494,2605,1676469259,958538424,base_link,102862.2421875,0.0
1676469260.022362,2606,1676469260,18481888,base_link,102865.5,0.0
1676469260.0624003,2607,1676469260,58446888,base_link,102864.0,0.0
1676469260.1215818,2608,1676469260,118394096,base_link,102862.0,0.0
1676469260.1818225,2609,1676469260,178340816,base_link,102865.0,0.0
1676469260.2413526,2610,1676469260,238287816,base_link,102864.7578125,0.0
1676469260.2816098,2611,1676469260,278251536,base_link,102863.0,0.0
1676469260.3412552,2612,1676469260,338200536,base_link,102866.0,0.0
1676469260.4022076,2613,1676469260,398146256,base_link,102862.0,0.0
1676469260.4627166,2614,1676469260,458100256,base_link,102865.0,0.0
1676469260.5228806,2615,1676469260,518039976,base_link,102866.9921875,0.0
1676469260.5622969,2616,1676469260,558004976,base_link,102865.25,0.0
1676469260.6215925,2617,1676469260,617951696,base_link,102864.5,0.0
1676469260.6818166,2618,1676469260,677898416,base_link,102865.5,0.0
1676469260.7214258,2619,1676469260,717863416,base_link,102864.2421875,0.0
1676469260.7847927,2620,1676469260,777809880,base_link,102865.25,0.0
1676469260.8433943,2621,1676469260,837757880,base_link,102864.5,0.0
1676469260.9016685,2622,1676469260,897703600,base_link,102863.7421875,0.0
1676469260.9412467,2623,1676469260,937669600,base_link,102863.7421875,0.0
1676469261.001344,2624,1676469260,997620576,base_link,102863.4921875,0.0
1676469261.0629575,2625,1676469261,57564576,base_link,102865.0,0.0
1676469261.1036503,2626,1676469261,97530552,base_link,102864.7578125,0.0
1676469261.163084,2627,1676469261,157478552,base_link,102866.75,0.0
1676469261.2237325,2628,1676469261,217425016,base_link,102864.0,0.0
1676469261.2842097,2629,1676469261,277371992,base_link,102865.5,0.0
1676469261.3442762,2630,1676469261,337317992,base_link,102866.4921875,0.0
1676469261.385391,2631,1676469261,377282968,base_link,102864.75,0.0
1676469261.4433544,2632,1676469261,437229968,base_link,102864.2421875,0.0
1676469261.5050883,2633,1676469261,497177944,base_link,102866.75,0.0
1676469261.5616388,2634,1676469261,557126944,base_link,102865.9921875,0.0
1676469261.60086,2635,1676469261,597090920,base_link,102864.2421875,0.0
1676469261.6795382,2636,1676469261,672019544,base_link,102863.7578125,0.0
1676469261.7176416,2637,1676469261,711982544,base_link,102865.7578125,0.0
1676469261.7799935,2638,1676469261,771929520,base_link,102863.0,0.0
1676469261.8367527,2639,1676469261,831877520,base_link,102858.25,0.0
1676469261.8797889,2640,1676469261,871841496,base_link,102864.5,0.0
1676469261.9389358,2641,1676469261,931790496,base_link,102860.25,0.0
1676469261.9982219,2642,1676469261,991736984,base_link,102860.0,0.0
