Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,z,r,buttons
1676469259.5794408,528,1676469259,556324096,,0.0,0.0,0.0,0.0,12288
1676469259.867041,529,1676469259,866018504,,0.0,0.0,0.0,0.0,12288
1676469260.1752026,530,1676469260,173902749,,0.0,0.0,0.0,0.0,12288
1676469260.374667,531,1676469260,373900990,,0.0,0.0,0.0,0.0,12288
1676469260.5776398,532,1676469260,574935615,,0.0,0.0,0.0,0.0,12288
1676469260.785711,533,1676469260,785264837,,0.0,0.0,0.0,0.0,12288
1676469260.978051,534,1676469260,977278749,,0.0,0.0,0.0,0.0,12288
1676469261.1755164,535,1676469261,174032725,,0.0,0.0,0.0,0.0,12288
1676469261.3774583,536,1676469261,376727765,,0.0,0.0,0.0,0.0,12288
1676469261.6295607,537,1676469261,629089527,,0.0,0.0,0.0,0.0,12288
1676469261.9396741,538,1676469261,937915439,,0.0,0.0,0.0,0.0,12288
1676469262.138522,539,1676469262,138044469,,0.0,0.0,0.0,0.0,12288
1676469262.4420407,540,1676469262,441219193,,0.0,0.0,0.0,0.0,12288
1676469262.7505243,541,1676469262,749894820,,0.0,0.0,0.0,0.0,12288
1676469262.952266,542,1676469262,951878490,,0.0,0.0,0.0,0.0,12288
1676469263.15276,543,1676469263,152308094,,0.0,0.0,0.07199999690055847,0.0,12288
1676469263.350643,544,1676469263,349946655,,0.0,0.0,0.0949999988079071,0.0,12288
1676469263.5526345,545,1676469263,552192063,,0.0,0.0,0.09300000220537186,0.0,12288
1676469263.7507174,546,1676469263,750206264,,0.0,0.0,0.09300000220537186,0.0,12288
1676469263.9504564,547,1676469263,949947189,,0.0,0.0,0.09300000220537186,0.0,12288
1676469264.152414,548,1676469264,152017445,,0.0,0.0,0.09300000220537186,0.0,12288
1676469264.351562,549,1676469264,351117884,,0.0,0.0,0.09300000220537186,0.0,12288
1676469264.550806,550,1676469264,550359394,,0.0,0.0,0.09300000220537186,0.0,12288
1676469264.7524736,551,1676469264,752007169,,0.0,0.0,0.09300000220537186,0.0,12288
1676469265.0204577,552,1676469265,19969076,,0.0,0.0,0.09300000220537186,0.0,12288
1676469265.3294213,553,1676469265,328910634,,0.0,0.0,0.09300000220537186,0.0,12288
1676469265.6387436,554,1676469265,637812971,,0.0,0.0,0.09300000220537186,0.0,12288
1676469265.9424393,555,1676469265,941222347,,0.0,0.0,0.09300000220537186,0.0,12288
1676469266.2534058,556,1676469266,252997522,,0.0,0.0,0.09300000220537186,0.0,12288
1676469266.5574646,557,1676469266,557009236,,0.0,0.0,0.09300000220537186,0.0,12288
1676469266.8660164,558,1676469266,865449361,,0.0,0.0,0.09300000220537186,0.0,12288
1676469267.1738122,559,1676469267,172950886,,0.0,0.0,0.09300000220537186,0.0,12288
1676469267.4803402,560,1676469267,479972796,,0.0,0.0,0.09300000220537186,0.0,12288
1676469267.7866135,561,1676469267,786177464,,0.0,0.0,0.09300000220537186,0.0,12288
1676469268.0952015,562,1676469268,93913338,,0.0,0.0,0.09300000220537186,0.0,12288
1676469268.402831,563,1676469268,402160110,,0.0,0.0,0.09300000220537186,0.0,12288
1676469268.7113123,564,1676469268,710337216,,0.0,0.0,0.09300000220537186,0.0,12288
1676469269.0191317,565,1676469269,18317458,,0.0,0.0,0.09300000220537186,0.0,12288
1676469269.3254967,566,1676469269,324932719,,0.0,0.0,0.09300000220537186,0.0,12288
1676469269.6295307,567,1676469269,628914922,,0.0,0.0,0.09300000220537186,0.0,12288
1676469269.9385364,568,1676469269,938050263,,0.0,0.0,0.09300000220537186,0.0,12288
1676469270.2456496,569,1676469270,244453679,,0.0,0.0,0.09300000220537186,0.0,12288
1676469270.5554607,570,1676469270,553397739,,0.0,0.0,0.09300000220537186,0.0,12288
1676469270.8614192,571,1676469270,860502836,,0.0,0.0,0.09300000220537186,0.0,12288
1676469271.165513,572,1676469271,164908993,,0.0,0.0,0.09300000220537186,0.0,12288
1676469271.4725933,573,1676469271,472157745,,0.0,0.0,0.09300000220537186,0.0,12288
1676469271.7825015,574,1676469271,781997299,,0.0,0.0,0.09300000220537186,0.0,12288
1676469272.0890574,575,1676469272,88486579,,0.0,0.0,0.09300000220537186,0.0,12288
1676469272.3989842,576,1676469272,398017463,,0.0,0.0,0.09300000220537186,0.0,12288
1676469272.705417,577,1676469272,704974656,,0.0,0.0,0.09300000220537186,0.0,12288
1676469272.907608,578,1676469272,907013618,,0.0,0.0,0.09399999678134918,0.0,12288
1676469273.1059887,579,1676469273,105037618,,0.0,0.0,0.09399999678134918,0.0,12288
1676469273.3064141,580,1676469273,305977520,,0.0,0.0,0.09300000220537186,0.0,12288
1676469273.505897,581,1676469273,505345915,,0.0,0.0,0.09399999678134918,0.0,12288
1676469273.7065177,582,1676469273,706082043,,0.0,0.0,0.09399999678134918,0.0,12288
1676469273.9364903,583,1676469273,935627692,,0.0,0.0,0.09399999678134918,0.0,12288
1676469274.1587842,584,1676469274,157480140,,0.0,0.0,0.09300000220537186,0.0,12288
1676469274.3060896,585,1676469274,305476097,,0.0,0.0,0.09399999678134918,0.0,12288
1676469274.5064578,586,1676469274,506003258,,0.0,0.0,0.09399999678134918,0.0,12288
1676469274.8015819,587,1676469274,801105967,,0.0,0.0,0.09399999678134918,0.0,12288
1676469275.1124399,588,1676469275,111626953,,0.0,0.0,0.09399999678134918,0.0,12288
1676469275.4133575,589,1676469275,412946863,,0.0,0.0,0.09399999678134918,0.0,12288
