Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,group_mix,controls_0,controls_1,controls_2,controls_3,controls_4,controls_5,controls_6,controls_7
1676469259.575564,4247,1676469258,809937112,,0,0.0148972999304533,-0.12394943833351135,-0.0016524642705917358,0.0,0.0,0.0,0.0,-1.0
1676469259.575703,4248,1676469258,842411112,,0,0.014471165835857391,-0.12429653108119965,-0.0014394099125638604,0.0,0.0,0.0,0.0,-1.0
1676469259.5758364,4249,1676469258,874876576,,0,0.014708575792610645,-0.12442442029714584,-0.002086227061226964,0.0,0.0,0.0,0.0,-1.0
1676469259.5759647,4250,1676469258,907353576,,0,0.014469954185187817,-0.12386448681354523,-0.0016738766571506858,0.0,0.0,0.0,0.0,-1.0
1676469259.5760777,4251,1676469258,942319576,,0,0.014935914427042007,-0.12394854426383972,-0.0017845266265794635,0.0,0.0,0.0,0.0,-1.0
1676469259.5761662,4252,1676469258,974792784,,0,0.014841828495264053,-0.12391193956136703,-0.0017605622997507453,0.0,0.0,0.0,0.0,-1.0
1676469259.57625,4253,1676469259,9758784,,0,0.014664183370769024,-0.12369141727685928,-0.0019054424483329058,0.0,0.0,0.0,0.0,-1.0
1676469259.576303,4254,1676469259,42231784,,0,0.014899561181664467,-0.12408336251974106,-0.002152305794879794,0.0,0.0,0.0,0.0,-1.0
1676469259.5763767,4255,1676469259,74707736,,0,0.014645420014858246,-0.12384666502475739,-0.0018120661843568087,0.0,0.0,0.0,0.0,-1.0
1676469259.5764418,4256,1676469259,107174736,,0,0.01422835048288107,-0.12389855831861496,-0.0019995111506432295,0.0,0.0,0.0,0.0,-1.0
1676469259.5765352,4257,1676469259,142141736,,0,0.014877013862133026,-0.12366057932376862,-0.001965987728908658,0.0,0.0,0.0,0.0,-1.0
1676469259.5766275,4258,1676469259,174611688,,0,0.014620344154536724,-0.12428146600723267,-0.0020015654154121876,0.0,0.0,0.0,0.0,-1.0
