Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,airspeed,groundspeed,heading,throttle,altitude,climb
1676469259.7239342,2851,1676469259,723392748,,0.0,0.0016685121227055788,91,0.0,-127.59761047363281,-0.0008593839593231678
1676469259.7755895,2852,1676469259,774127961,,0.0,0.0015402485150843859,91,0.0,-127.43379211425781,-0.0009979490423575044
1676469259.8254528,2853,1676469259,824925100,,0.0,0.00178954575676471,91,0.0,-127.47605895996094,-0.0011076567461714149
1676469259.876981,2854,1676469259,876428649,,0.0,0.0014551769709214568,91,0.0,-127.29110717773438,-0.0009551873081363738
1676469259.9251728,2855,1676469259,924088781,,0.0,0.0014018381480127573,91,0.0,-127.66102600097656,-0.0010354522382840514
1676469259.9737854,2856,1676469259,972968202,,0.0,0.0016528447158634663,91,0.0,-127.20655059814453,-0.0007330196094699204
1676469260.0253453,2857,1676469260,24590309,,0.0,0.0018977599684149027,91,0.0,-127.47605895996094,-0.0002924576692748815
1676469260.0757701,2858,1676469260,75352107,,0.0,0.0020018431823700666,91,0.0,-127.34923553466797,-0.0008494154317304492
1676469260.124651,2859,1676469260,123052601,,0.0,0.0020262636244297028,91,0.0,-127.18540954589844,-0.0006453413516283035
1676469260.1752806,2860,1676469260,174045765,,0.0,0.002047534566372633,91,0.0,-127.43379211425781,-0.000519017456099391
1676469260.2261915,2861,1676469260,224111819,,0.0,0.0020875779446214437,91,0.0,-127.43379211425781,-0.0007136359345167875
1676469260.27362,2862,1676469260,272972250,,0.0,0.0019081085920333862,91,0.0,-127.41265106201172,-0.0006343205459415913
1676469260.325973,2863,1676469260,325164129,,0.0,0.0017657001735642552,91,0.0,-127.26996612548828,-0.0006158652831800282
1676469260.3750486,2864,1676469260,374497329,,0.0,0.0011817555641755462,91,0.0,-127.51305389404297,-0.0003900313749909401
1676469260.4285872,2865,1676469260,425125204,,0.0,0.0010994775220751762,91,0.0,-127.18540954589844,0.00012290275481063873
1676469260.473955,2866,1676469260,472999064,,0.0,0.0009663148084655404,91,0.0,-127.43379211425781,0.00025597400963306427
1676469260.5253484,2867,1676469260,524245982,,0.0,0.0010748949134722352,91,0.0,-127.59761047363281,0.00026560714468359947
1676469260.572817,2868,1676469260,572370578,,0.0,0.0012297843350097537,91,0.0,-127.45492553710938,0.00024048538762144744
1676469260.6241665,2869,1676469260,622961417,,0.0,0.0016025775112211704,91,0.0,-127.39151763916016,0.00027087016496807337
1676469260.6749785,2870,1676469260,674226149,,0.0,0.0017651872476562858,91,0.0,-127.47605895996094,0.00013888873218093067
