Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,framing_status,magic,len,incompat_flags,compat_flags,seq,sysid,compid,msgid,checksum,payload64_0,payload64_1,payload64_2,payload64_3,signature
1676469259.5754936,12735,1676469259,313877561,,1,253,32,0,0,154,1,1,83,48254,4553884726515194401,0,4484560828681903110,13552478562229317788,b''
1676469259.5755231,12736,1676469259,317655682,,1,253,28,0,0,155,1,1,32,13865,13793427121965881894,13692016225696046449,4195036076020477258,13552478559977879713,b''
1676469259.575551,12737,1676469259,319881523,,1,253,28,0,0,156,1,1,30,24257,13600405596557007398,4597159946155901124,13334911760355670707,13552478559986501962,b''
1676469259.575583,12738,1676469259,319947799,,1,253,32,0,0,157,1,1,31,41898,4553586664374786598,4427888874770834982,4264269701212188535,4186035701433704344,b''
1676469259.5755978,12739,1676469259,320041871,,1,253,62,0,0,158,1,1,105,28538,252453580,4500255489597296216,4036704662258857809,13370323366261548130,13698349517874745278,5172639809538302880,14050912090693042176,4179342650031839641,b''
1676469259.5756123,12740,1676469259,322849533,,1,253,4,0,0,159,1,1,36,21062,252461479,b''
1676469259.5756412,12741,1676469259,322995826,,1,253,17,0,0,160,1,1,74,20624,4263898425998704640,13372375460982218266,91,b''
1676469259.575677,12742,1676469259,341602015,,1,253,28,0,0,161,1,1,30,63055,13600381325696817727,4597159993400541111,13414164927844759454,3103704844,b''
1676469259.575689,12743,1676469259,341792585,,1,253,32,0,0,162,1,1,31,4445,4553586668669753919,4427891550535459714,4229081940394159994,13330310804540010478,b''
1676469259.575698,12744,1676469259,341918211,,1,253,62,0,0,163,1,1,105,33004,252478556,4502785294054099981,13317805457618367910,4216294506252039732,13698933053606372865,5172639809538247228,14050912090693042176,4179342650031839641,b''
1676469259.5757132,12745,1676469259,342199965,,1,253,22,0,0,164,1,1,26,31882,7600666185030207,281470682004526,1524702314607,b''
1676469259.5757504,12746,1676469259,342352480,,1,253,11,0,0,165,1,1,116,41333,8163598958582332,195627,b''
1676469259.575771,12747,1676469259,342483403,,1,253,15,0,0,166,1,1,129,10779,3378498584697407,281474976906282,b''
1676469259.5757809,12748,1676469259,345015589,,1,253,232,0,0,167,1,1,331,29269,252473561,13798852605174880309,4553586817886311261,4427892383759115102,4191633029618642777,4171595765869217987,13393576684290283694,4182930113681213094,0,0,4182969912018337792,0,0,973138922,0,0,0,0,988164013,0,0,988194151,0,4233129765621465088,0,0,0,0,576473950737924096,b''
1676469259.575802,12749,1676469259,345245047,,1,253,40,0,0,168,1,1,140,12540,252481440,13690489306789149765,3136131549,0,13799029258263199744,b''
1676469259.5758295,12750,1676469259,348138076,,1,253,28,0,0,169,1,1,32,46832,13793426121238501956,13692021542865559613,4189053830822648077,959619483,b''
1676469259.5758388,12751,1676469259,359927043,,1,253,13,0,0,170,1,1,111,15082,0,252498684000,b''
1676469259.5758476,12752,1676469259,360191148,,1,253,32,0,0,171,1,1,141,33551,252498740,14050852591487592444,4468651488113317594,4453223686394780012,b''
1676469259.5758622,12753,1676469259,360393311,,1,253,28,0,0,172,1,1,30,22882,13600412829281933902,4597160032055247457,4159726286575664444,4453223688503108633,b''
1676469259.5759387,12754,1676469259,360437328,,1,253,32,0,0,173,1,1,31,10204,4553586574180473422,4427889944217692136,13416923937602187139,13444691953345777924,b''
1676469259.5759501,12755,1676469259,360551770,,1,253,62,0,0,174,1,1,105,25745,252493543,4500088106131856427,4218389810468496823,13357347099680257112,13699154897257219430,5172639126638402964,14050852588216123392,4179371237334167060,b''
1676469259.5759788,12756,1676469259,360648694,,1,253,42,0,0,175,1,1,65,25810,421655953268791886,299779152466805802,421935564299240489,426159617421477354,280916313233819114,5172639126638427922,b''
1676469259.5760078,12757,1676469259,370858120,,1,253,16,0,0,176,1,1,111,21953,252509667000,1676469259370346483,b''
1676469259.5760505,12758,1676469259,375170249,,1,253,4,0,0,177,1,1,36,6950,252511433,b''
1676469259.5760794,12759,1676469259,375338857,,1,253,17,0,0,178,1,1,74,42557,4266441901336428544,13381871698098169852,91,b''
1676469259.576097,12760,1676469259,378377198,,1,253,232,0,0,179,1,1,331,44138,252513526,13798856427695773528,4553587109944089093,4427888831821163501,4193054792642637566,4180450352051722299,4160510607738838965,4182924581764560901,0,0,4182963121675042816,0,0,973147989,0,0,0,0,988111515,0,0,988141046,0,4233056021032992768,0,0,0,0,576473950737924096,b''
1676469259.5761192,12761,1676469259,378576823,,1,253,40,0,0,180,1,1,140,43657,252516403,13690189470826581624,3135212119,0,13799029258263199744,b''
1676469259.576136,12762,1676469259,381152267,,1,253,28,0,0,181,1,1,32,27993,13793425425453800034,13692027010358928079,4193095661336725031,966655689,b''
1676469259.5761614,12763,1676469259,382137265,,1,253,28,0,0,182,1,1,30,37944,13600425748543560295,4597159190241657877,13411721847356468872,974262710,b''
1676469259.576176,12764,1676469259,382168431,,1,253,32,0,0,183,1,1,31,65004,4553587145411123815,4427891292837423558,4181361941747773178,4184426480284991990,b''
1676469259.5761955,12765,1676469259,382275243,,1,253,62,0,0,184,1,1,105,11967,252518522,4495648857999273017,4253445346423344663,13345929461703322260,13699420253221685138,5172639126638427928,14050852588216123392,4179342650031844884,b''
1676469259.5762277,12766,1676469259,382339797,,1,253,22,0,0,185,1,1,26,19558,6756232664963687,281470682135597,1516112445552,b''
1676469259.5762532,12767,1676469259,382361537,,1,253,11,0,0,186,1,1,116,2455,8445078230260323,195626,b''
1676469259.5762837,12768,1676469259,382379130,,1,253,14,0,0,187,1,1,129,27632,2815557221210727,281470681938987,b''
1676469259.5762944,12769,1676469259,401884614,,1,253,28,0,0,188,1,1,30,55291,13600444487485872763,4597159211716494528,13442680987405142602,13345929461674981304,b''
1676469259.5795314,12770,1676469259,402047851,,1,253,32,0,0,189,1,1,31,9447,4553587098166483579,4427888939195345852,13487799616769797888,13298768753703386914,b''
1676469259.5795543,12771,1676469259,402170385,,1,253,62,0,0,190,1,1,105,42568,252538503,4497526544686761050,13475772164331930394,13375659753599356216,13698924966182938174,5172640221855086550,14050944814048870400,4179371237334167060,b''
1676469259.5795772,12772,1676469259,410958380,,1,253,232,0,0,191,1,1,331,44964,252543499,13798859704755820263,4553586878015856537,4427887337172544793,4148600850336886577,4127581018329584963,4148229062857884079,4184023206489593028,0,0,4184063062799548416,0,0,973370238,0,0,0,0,988318945,0,0,988348963,0,4233762624757563392,0,0,0,0,576473950737924096,b''
1676469259.5795863,12773,1676469259,411194023,,1,253,40,0,0,192,1,1,140,7424,252548874,13690292154905264708,3134053005,0,13799029258263199744,b''
1676469259.5795956,12774,1676469259,416806679,,1,253,28,0,0,193,1,1,32,16009,13793424755438901898,13692035604588488418,4130908490555102865,956385712,b''
1676469259.5796216,12775,1676469259,419862464,,1,253,28,0,0,194,1,1,30,17973,13600430374223338122,4597159173061788620,4158508079248939670,960227648,b''
1676469259.5796545,12776,1676469259,419959333,,1,253,32,0,0,195,1,1,31,51847,4553587154001058442,4427890047296907757,13490984128861351673,4124146345843227920,b''
1676469259.5796814,12777,1676469259,420063979,,1,253,62,0,0,196,1,1,105,11769,252553490,4496813197863478316,4243301857735841413,13408743845850697664,13698319547592892578,5172640221855085242,14050944814048870400,4179342650031844884,b''
1676469259.5796964,12778,1676469259,420123329,,1,253,22,0,0,197,1,1,26,51621,6756236959931017,281470682070064,1516112183406,b''
1676469259.579704,12779,1676469259,420146643,,1,253,11,0,0,198,1,1,116,19381,8726553206971019,195628,b''
1676469259.57973,12780,1676469259,420253789,,1,253,14,0,0,199,1,1,129,22371,3097019313019530,281470682004524,b''
1676469259.5797493,12781,1676469259,425979128,,1,253,4,0,0,200,1,1,36,65346,252561389,b''
1676469259.5797653,12782,1676469259,426062996,,1,253,17,0,0,201,1,1,74,17153,4264652678090457088,13331017395527941085,91,b''
1676469259.5797887,12783,1676469259,433509650,,1,253,42,0,0,202,1,1,230,48897,252564163,4234779984394190848,4135702938907510855,0,4375296770440697135,5172640221855023999,b''
1676469259.5798075,12784,1676469259,439107232,,1,253,32,0,0,203,1,1,83,34991,4553885082997480094,0,4484640324231584692,13552501261131478045,b''
1676469259.5798244,12785,1676469259,440932248,,1,253,28,0,0,204,1,1,30,23697,13600478275993590435,4597159495184335571,4075490001398923319,13552501261030403921,b''
1676469259.5800548,12786,1676469259,440997709,,1,253,32,0,0,205,1,1,31,42398,4553586874828184227,4427879619116313895,4254213035288604473,13384750118432869520,b''
1676469259.5800638,12787,1676469259,441094411,,1,253,62,0,0,206,1,1,105,8153,252578468,4496916504711952231,4192038768768305820,4010858098708296538,13698510660752720210,5172640221855158859,14050944814048870400,4179342650031844884,b''
1676469259.5800786,12788,1676469259,444427579,,1,253,232,0,0,207,1,1,331,56823,252573473,13798863415607563908,4553586882310825547,4427879533216968150,3947124565841719094,4104662995528997623,13396279610264241733,4182902963050794736,0,0,4182939757052952576,0,0,973158492,0,0,0,0,988033081,0,0,988061845,0,4232940086980771840,0,0,0,0,576473950737924096,b''
1676469259.5800955,12789,1676469259,444606113,,1,253,40,0,0,208,1,1,140,49161,252581351,13690461007249641389,3134249309,0,13799029258263199744,b''
1676469259.5801144,12790,1676469259,449835295,,1,253,28,0,0,209,1,1,32,50032,13793424484855962280,13692042858788252256,13275618012405440198,950028001,b''
1676469259.5801342,12791,1676469259,458764435,,1,253,13,0,0,210,1,1,111,59680,0,252597540000,b''
1676469259.5801523,12792,1676469259,458892506,,1,253,32,0,0,211,1,1,141,36403,252597566,14050840694428179754,4468673203467971226,4453255426203108340,b''
1676469259.580168,12793,1676469259,459084576,,1,253,42,0,0,212,1,1,65,18709,421655953268791982,299779152466805802,421935564299240489,426159617421477354,280916313233819114,4104662995529039634,b''
1676469259.5801857,12794,1676469259,461912441,,1,253,28,0,0,213,1,1,30,61988,13600521221371583159,4597159014147998632,13341653418044889554,426159620422982404,b''
1676469259.5802028,12795,1676469259,461995106,,1,253,32,0,0,214,1,1,31,3837,4553587158296025783,4427873829500399853,13470576351236239091,13325406948303508248,b''
1676469259.580224,12796,1676469259,462135769,,1,253,62,0,0,215,1,1,105,60757,252598451,4492379546073396932,13429369758572727034,13417391816222122526,13698246803731836915,5172638984904626280,14050840691156713472,4179371237334161817,b''
1676469259.5803835,12797,1676469259,462355672,,1,253,22,0,0,216,1,1,26,37382,6474753393285814,18446744069414779951,1528997281903,b''
1676469259.5804133,12798,1676469259,462438892,,1,253,11,0,0,217,1,1,116,38115,8445078230260407,261164,b''
1676469259.5804276,12799,1676469259,462493298,,1,253,14,0,0,218,1,1,129,31225,3097019313019575,281470682004523,b''
