Time,transforms
1676469259.5756927,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 203467272
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981748461723328
    y: -0.9214199781417847
    z: 0.12893085181713104
  rotation: 
    x: -0.01966262236237526
    y: 0.03896817937493324
    z: 0.016004297882318497
    w: -0.9989187717437744]"
1676469259.575741,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 213381223
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981726408004761
    y: -0.9214223623275757
    z: 0.12893564999103546
  rotation: 
    x: -0.01951965130865574
    y: 0.03895406424999237
    z: 0.01609957404434681
    w: -0.9989206194877625]"
1676469259.575794,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 213450796
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981810450553894
    y: -0.9214159250259399
    z: 0.12894433736801147
  rotation: 
    x: -0.01955220475792885
    y: 0.03903219848871231
    z: 0.015995603054761887
    w: -0.9989185929298401]"
1676469259.5758216,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 213500591
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981733560562134
    y: -0.9214234948158264
    z: 0.12892107665538788
  rotation: 
    x: -0.020038677379488945
    y: 0.03878307342529297
    z: 0.016089746728539467
    w: -0.9989171624183655]"
1676469259.5758736,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 223381951
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981696009635925
    y: -0.9214298725128174
    z: 0.12892885506153107
  rotation: 
    x: -0.019735587760806084
    y: 0.038962118327617645
    z: 0.016182418912649155
    w: -0.9989147782325745]"
1676469259.5758917,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 223524429
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998174250125885
    y: -0.921421229839325
    z: 0.128951296210289
  rotation: 
    x: -0.01909894309937954
    y: 0.039165083318948746
    z: 0.015924513339996338
    w: -0.9989233613014221]"
1676469259.5759153,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 233398233
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981662631034851
    y: -0.9214264154434204
    z: 0.1289338767528534
  rotation: 
    x: -0.019337572157382965
    y: 0.03910186141729355
    z: 0.016040120273828506
    w: -0.9989193677902222]"
1676469259.5759277,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 233538619
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981714487075806
    y: -0.9214180111885071
    z: 0.12894076108932495
  rotation: 
    x: -0.019713204354047775
    y: 0.038993190973997116
    z: 0.016005149111151695
    w: -0.9989168047904968]"
1676469259.5759933,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 233588562
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981777667999268
    y: -0.9214252829551697
    z: 0.12894701957702637
  rotation: 
    x: -0.019432367756962776
    y: 0.039092108607292175
    z: 0.016102103516459465
    w: -0.9989169239997864]"
1676469259.5760186,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 243367665
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981725215911865
    y: -0.921417772769928
    z: 0.12894336879253387
  rotation: 
    x: -0.01954449899494648
    y: 0.03893059119582176
    z: 0.016178781166672707
    w: -0.9989197254180908]"
1676469259.5760427,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 243510736
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998174250125885
    y: -0.9214203357696533
    z: 0.12893149256706238
  rotation: 
    x: -0.01999662071466446
    y: 0.03890383243560791
    z: 0.016025293618440628
    w: -0.9989143013954163]"
1676469259.5760715,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 253401373
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981707334518433
    y: -0.9214187264442444
    z: 0.12892840802669525
  rotation: 
    x: -0.01941840350627899
    y: 0.03907845541834831
    z: 0.01599833555519581
    w: -0.9989194273948669]"
1676469259.576097,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 253538833
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981714487075806
    y: -0.9214207530021667
    z: 0.12893135845661163
  rotation: 
    x: -0.01979551464319229
    y: 0.038900114595890045
    z: 0.01610417291522026
    w: -0.9989171624183655]"
1676469259.5761266,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 263367138
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981788992881775
    y: -0.9214314222335815
    z: 0.12893086671829224
  rotation: 
    x: -0.01976347528398037
    y: 0.0389208048582077
    z: 0.016148505732417107
    w: -0.9989163875579834]"
1676469259.5761552,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 263512339
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981762766838074
    y: -0.9214263558387756
    z: 0.12894447147846222
  rotation: 
    x: -0.01935403048992157
    y: 0.03905397281050682
    z: 0.016065632924437523
    w: -0.9989205598831177]"
1676469259.5761964,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 263563745
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981690645217896
    y: -0.9214226007461548
    z: 0.12894207239151
  rotation: 
    x: -0.01946835219860077
    y: 0.039122529327869415
    z: 0.016023730859160423
    w: -0.9989162087440491]"
1676469259.576217,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 273373958
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981794357299805
    y: -0.9214176535606384
    z: 0.12894748151302338
  rotation: 
    x: -0.019550319761037827
    y: 0.03900432586669922
    z: 0.01600469835102558
    w: -0.9989195466041565]"
1676469259.576245,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 273508103
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998172402381897
    y: -0.9214173555374146
    z: 0.12894514203071594
  rotation: 
    x: -0.019466547295451164
    y: 0.039017725735902786
    z: 0.015999387949705124
    w: -0.9989207983016968]"
1676469259.5763152,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 283392278
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981762170791626
    y: -0.9214219450950623
    z: 0.12893252074718475
  rotation: 
    x: -0.019721945747733116
    y: 0.038968849927186966
    z: 0.01611957512795925
    w: -0.9989157915115356]"
1676469259.5763314,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 283640550
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981768727302551
    y: -0.9214195609092712
    z: 0.1289510577917099
  rotation: 
    x: -0.019317058846354485
    y: 0.03919823095202446
    z: 0.015993217006325722
    w: -0.9989166855812073]"
1676469259.5763602,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 283776325
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981796741485596
    y: -0.9214246273040771
    z: 0.12894701957702637
  rotation: 
    x: -0.019519099965691566
    y: 0.039057113230228424
    z: 0.016035666689276695
    w: -0.9989175796508789]"
1676469259.5763793,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 293431634
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981780648231506
    y: -0.9214224815368652
    z: 0.12894277274608612
  rotation: 
    x: -0.019604669883847237
    y: 0.038977257907390594
    z: 0.01605028659105301
    w: -0.9989188313484192]"
1676469259.5763924,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 293500096
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981737732887268
    y: -0.9214192628860474
    z: 0.1289389431476593
  rotation: 
    x: -0.019516820088028908
    y: 0.03896478936076164
    z: 0.016027873381972313
    w: -0.9989214539527893]"
1676469259.5764143,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 303397659
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981816411018372
    y: -0.9214291572570801
    z: 0.12893250584602356
  rotation: 
    x: -0.019687501713633537
    y: 0.03888392820954323
    z: 0.01617600955069065
    w: -0.9989188313484192]"
1676469259.5764277,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 303462083
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981811046600342
    y: -0.9214222431182861
    z: 0.12893669307231903
  rotation: 
    x: -0.019648605957627296
    y: 0.03888089582324028
    z: 0.016089415177702904
    w: -0.9989210963249207]"
1676469259.5764444,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 313373368
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981743693351746
    y: -0.9214165210723877
    z: 0.12893497943878174
  rotation: 
    x: -0.019605357199907303
    y: 0.03891582414507866
    z: 0.016038840636610985
    w: -0.9989214539527893]"
1676469259.5764608,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 313436330
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981779456138611
    y: -0.9214203357696533
    z: 0.12893256545066833
  rotation: 
    x: -0.01989700086414814
    y: 0.038911573588848114
    z: 0.01612715981900692
    w: -0.9989144206047058]"
1676469259.5764873,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 313478995
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981748461723328
    y: -0.921421468257904
    z: 0.12894000113010406
  rotation: 
    x: -0.019670680165290833
    y: 0.03894694894552231
    z: 0.016014261171221733
    w: -0.9989193677902222]"
1676469259.5765207,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 323357448
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998172402381897
    y: -0.9214242100715637
    z: 0.12894323468208313
  rotation: 
    x: -0.019211716949939728
    y: 0.039118796586990356
    z: 0.01608862541615963
    w: -0.9989203810691833]"
1676469259.576535,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 323479408
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998174250125885
    y: -0.9214168190956116
    z: 0.12894141674041748
  rotation: 
    x: -0.0195609237998724
    y: 0.03910713642835617
    z: 0.01598971337080002
    w: -0.9989156126976013]"
1676469259.576558,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 333362564
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981778264045715
    y: -0.9214227199554443
    z: 0.1289507895708084
  rotation: 
    x: -0.019457176327705383
    y: 0.03911300003528595
    z: 0.016094448044896126
    w: -0.9989156723022461]"
1676469259.5765707,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 333502487
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981722831726074
    y: -0.921424150466919
    z: 0.12893366813659668
  rotation: 
    x: -0.019656933844089508
    y: 0.03896532580256462
    z: 0.016060486435890198
    w: -0.9989181756973267]"
1676469259.5766032,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 333553634
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981738328933716
    y: -0.9214209318161011
    z: 0.12894634902477264
  rotation: 
    x: -0.01960362307727337
    y: 0.039029140025377274
    z: 0.01601633056998253
    w: -0.9989173412322998]"
1676469259.5766263,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 343385606
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981695413589478
    y: -0.9214202761650085
    z: 0.12893272936344147
  rotation: 
    x: -0.019636990502476692
    y: 0.038950178772211075
    z: 0.015986381098628044
    w: -0.9989202618598938]"
1676469259.5766451,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 343519603
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981765747070312
    y: -0.9214333295822144
    z: 0.12894168496131897
  rotation: 
    x: -0.019373970106244087
    y: 0.039067644625902176
    z: 0.016081374138593674
    w: -0.9989193081855774]"
1676469259.5795023,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 353352297
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981803894042969
    y: -0.9214155077934265
    z: 0.12894001603126526
  rotation: 
    x: -0.0197683647274971
    y: 0.03884930536150932
    z: 0.016106130555272102
    w: -0.9989197254180908]"
1676469259.5795243,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 353486516
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981798529624939
    y: -0.9214270114898682
    z: 0.1289372742176056
  rotation: 
    x: -0.019711118191480637
    y: 0.03901379555463791
    z: 0.016078120097517967
    w: -0.9989148378372192]"
1676469259.5795624,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 363373931
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.998176634311676
    y: -0.9214208722114563
    z: 0.1289396733045578
  rotation: 
    x: -0.019519509747624397
    y: 0.039012692868709564
    z: 0.015945205464959145
    w: -0.9989207983016968]"
1676469259.5795815,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 363519002
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981718063354492
    y: -0.9214239716529846
    z: 0.12893030047416687
  rotation: 
    x: -0.01970818266272545
    y: 0.0388249009847641
    z: 0.01598803699016571
    w: -0.9989237785339355]"
1676469259.5796285,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 363570408
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981688261032104
    y: -0.9214127659797668
    z: 0.12895050644874573
  rotation: 
    x: -0.019225919619202614
    y: 0.03906821087002754
    z: 0.016016416251659393
    w: -0.9989231824874878]"
1676469259.5796647,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 373378658
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981685876846313
    y: -0.9214211702346802
    z: 0.12894560396671295
  rotation: 
    x: -0.01945190504193306
    y: 0.03914818540215492
    z: 0.016025621443986893
    w: -0.9989155530929565]"
1676469259.579682,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 373520044
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981685280799866
    y: -0.9214274883270264
    z: 0.1289348304271698
  rotation: 
    x: -0.01966962032020092
    y: 0.039017368108034134
    z: 0.016044236719608307
    w: -0.9989160895347595]"
1676469259.579728,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 383384367
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981815218925476
    y: -0.9214154481887817
    z: 0.12894988059997559
  rotation: 
    x: -0.019476404413580894
    y: 0.039139728993177414
    z: 0.015971288084983826
    w: -0.9989163279533386]"
1676469259.5797448,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 383514735
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981719255447388
    y: -0.9214200377464294
    z: 0.12895096838474274
  rotation: 
    x: -0.01937236823141575
    y: 0.03912302106618881
    z: 0.015917425975203514
    w: -0.9989198446273804]"
1676469259.5797715,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 383567659
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981681704521179
    y: -0.9214265942573547
    z: 0.12893708050251007
  rotation: 
    x: -0.019640086218714714
    y: 0.039051782339811325
    z: 0.01604503020644188
    w: -0.9989153146743774]"
1676469259.5797973,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 393352484
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981770515441895
    y: -0.921423077583313
    z: 0.12893453240394592
  rotation: 
    x: -0.019439084455370903
    y: 0.039030060172080994
    z: 0.015980999916791916
    w: -0.9989210963249207]"
1676469259.5798218,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 393484241
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981723427772522
    y: -0.9214160442352295
    z: 0.1289440542459488
  rotation: 
    x: -0.019692927598953247
    y: 0.03898410499095917
    z: 0.01600099913775921
    w: -0.9989175796508789]"
1676469259.579841,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 403441117
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981693625450134
    y: -0.9214185476303101
    z: 0.12895922362804413
  rotation: 
    x: -0.01924348995089531
    y: 0.03927004337310791
    z: 0.01595398783683777
    w: -0.9989159107208252]"
1676469259.5798666,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 403600799
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981728792190552
    y: -0.9214275479316711
    z: 0.1289442628622055
  rotation: 
    x: -0.019464554265141487
    y: 0.03905973955988884
    z: 0.01598389446735382
    w: -0.9989194273948669]"
1676469259.5798802,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 413369550
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981729388237
    y: -0.9214292168617249
    z: 0.1289486438035965
  rotation: 
    x: -0.01934123784303665
    y: 0.03914529085159302
    z: 0.016076944768428802
    w: -0.9989169836044312]"
1676469259.579897,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 413501788
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981677532196045
    y: -0.92142254114151
    z: 0.12893974781036377
  rotation: 
    x: -0.019502289593219757
    y: 0.03906465321779251
    z: 0.01594477891921997
    w: -0.9989191889762878]"
1676469259.5799239,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 413550120
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981681108474731
    y: -0.9214279055595398
    z: 0.12893080711364746
  rotation: 
    x: -0.01963457465171814
    y: 0.0389714315533638
    z: 0.0160340815782547
    w: -0.9989187717437744]"
1676469259.5799425,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 423369499
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981740117073059
    y: -0.9214215278625488
    z: 0.1289423555135727
  rotation: 
    x: -0.019711017608642578
    y: 0.03889160230755806
    z: 0.016092574223876
    w: -0.9989194273948669]"
1676469259.5799744,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 423501534
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981786012649536
    y: -0.9214217662811279
    z: 0.12894093990325928
  rotation: 
    x: -0.019767530262470245
    y: 0.03894892334938049
    z: 0.016057055443525314
    w: -0.9989166855812073]"
1676469259.5800707,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 433362949
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981670379638672
    y: -0.921418309211731
    z: 0.12893971800804138
  rotation: 
    x: -0.019539298489689827
    y: 0.039073068648576736
    z: 0.015990566462278366
    w: -0.9989174008369446]"
1676469259.5801003,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 433433744
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981755018234253
    y: -0.9214156866073608
    z: 0.12894803285598755
  rotation: 
    x: -0.01926305890083313
    y: 0.03917377069592476
    z: 0.015909649431705475
    w: -0.9989200234413147]"
1676469259.5801172,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 433988195
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981696605682373
    y: -0.9214286208152771
    z: 0.128922238945961
  rotation: 
    x: -0.020000619813799858
    y: 0.03886624798178673
    z: 0.01609775610268116
    w: -0.9989145398139954]"
1676469259.5801473,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 443385806
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981781244277954
    y: -0.921430230140686
    z: 0.12894344329833984
  rotation: 
    x: -0.01948544569313526
    y: 0.03897705301642418
    z: 0.01605851575732231
    w: -0.9989210367202759]"
1676469259.5801737,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 443778334
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981834888458252
    y: -0.9214228391647339
    z: 0.12894585728645325
  rotation: 
    x: -0.019672174006700516
    y: 0.03899257257580757
    z: 0.016060858964920044
    w: -0.9989168047904968]"
1676469259.5801907,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 453366219
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981785416603088
    y: -0.9214229583740234
    z: 0.12895707786083221
  rotation: 
    x: -0.01918373815715313
    y: 0.03927890211343765
    z: 0.01603890024125576
    w: -0.998915433883667]"
1676469259.580204,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 453506327
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981760382652283
    y: -0.9214160442352295
    z: 0.12893834710121155
  rotation: 
    x: -0.01939900405704975
    y: 0.03903083875775337
    z: 0.01595117710530758
    w: -0.9989223480224609]"
1676469259.5802205,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 463410390
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981771111488342
    y: -0.9214169383049011
    z: 0.1289414018392563
  rotation: 
    x: -0.019514787942171097
    y: 0.03899609297513962
    z: 0.01603739894926548
    w: -0.9989201426506042]"
1676469259.5802424,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 463480036
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981723427772522
    y: -0.9214200973510742
    z: 0.12893223762512207
  rotation: 
    x: -0.019828228279948235
    y: 0.03890540078282356
    z: 0.01611034944653511
    w: -0.9989162683486938]"
1676469259.5802698,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 473383192
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981764554977417
    y: -0.9214281439781189
    z: 0.12894392013549805
  rotation: 
    x: -0.019449342042207718
    y: 0.03910496085882187
    z: 0.015986954793334007
    w: -0.9989178776741028]"
1676469259.5802953,"[header: 
  seq: 0
  stamp: 
    secs: 1676469259
    nsecs: 473533577
  frame_id: ""world""
child_frame_id: ""UAV0""
transform: 
  translation: 
    x: -0.9981770515441895
    y: -0.9214308261871338
    z: 0.1289360225200653
  rotation: 
    x: -0.01969132013618946
    y: 0.03890688717365265
    z: 0.016144292429089546
    w: -0.998918354511261]"
