Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1676469259.7325962,1,1676469259,729986667,,4.462231072098834,0.08215045590639121,0.0
1676469259.7405207,2,1676469259,738410234,,4.462236254304741,0.08201716227669109,0.0
1676469259.7495563,3,1676469259,746510744,,4.462534994905514,0.0811890712635867,0.0
1676469259.7588272,4,1676469259,756723880,,4.4650663047246315,0.08088682290351666,0.0
1676469259.7719736,5,1676469259,768123388,,4.464413767399669,0.0833019467574897,0.0
1676469259.7810369,6,1676469259,778713226,,4.4648979185275,0.08201373689168752,0.0
1676469259.7909098,7,1676469259,788815021,,4.465147969764711,0.0876837420062763,0.0
1676469259.8010263,8,1676469259,798277378,,4.4652773553020655,0.08768469313391442,0.0
1676469259.8167658,9,1676469259,811517238,,4.465110969039442,0.08747395579740819,0.0
1676469259.830076,10,1676469259,822709321,,4.461955382180757,0.08898327941351553,0.0
1676469259.8380694,11,1676469259,832456111,,4.461394172975899,0.08898070633991521,0.0
1676469259.841702,12,1676469259,839819192,,4.461591427330996,0.08873943363596454,0.0
1676469259.8525505,13,1676469259,848223209,,4.461474422668337,0.08938913058328556,0.0
1676469259.8586304,14,1676469259,856853246,,4.462640342574162,0.07734396419486124,0.0
1676469259.8712177,15,1676469259,866860628,,4.462584792969528,0.07803581320906401,0.0
1676469259.8811078,16,1676469259,879350185,,4.463044025245249,0.0774696472801653,0.0
1676469259.8908694,17,1676469259,888712167,,4.465051552651852,0.0686630739493606,0.0
1676469259.9045289,18,1676469259,898953914,,4.464987892612549,0.06883031233300678,0.0
1676469259.9109075,19,1676469259,908528804,,4.4652163497395865,0.06800888796799498,0.0
1676469259.9225168,20,1676469259,920334577,,4.465455480766628,0.06300774020312615,0.0
1676469259.9317095,21,1676469259,929451704,,4.465689870478534,0.064169759887854,0.0
1676469259.9456248,22,1676469259,938690185,,4.4657979482436,0.06235509860440941,0.0
1676469259.9547665,23,1676469259,951784372,,4.462302660830959,0.060893163228274046,0.0
1676469259.9623158,24,1676469259,959064722,,4.462685155149153,0.05993076420825731,0.0
1676469259.9716184,25,1676469259,969113588,,4.462822137805728,0.05968117585433832,0.0
1676469259.9802785,26,1676469259,978256702,,4.463323550111902,0.05798060905153623,0.0
1676469259.9917462,27,1676469259,989138603,,4.460688810863384,0.05839391241021202,0.0
1676469259.9999156,28,1676469259,997899770,,4.4609382604776355,0.05968514681062231,0.0
1676469260.0111508,29,1676469260,8885860,,4.460775392616717,0.059972025631730444,0.0
1676469260.0261662,30,1676469260,19761085,,4.450482124706987,0.054080869500836425,0.0
1676469260.0321314,31,1676469260,30353307,,4.450958577405147,0.05235847617985591,0.0
1676469260.0413852,32,1676469260,39306640,,4.451057848647896,0.05202302593002138,0.0
1676469260.0524983,33,1676469260,50575971,,4.445885513957201,0.05700797386542195,0.0
1676469260.059059,34,1676469260,57617187,,4.44582070051951,0.05777706767299354,0.0
1676469260.0717492,35,1676469260,68370580,,4.445842812115739,0.058987188555497935,0.0
1676469260.0798726,36,1676469260,77572822,,4.44570231949769,0.057179118895423056,0.0
1676469260.0917804,37,1676469260,89893341,,4.448088239488278,0.05089463440135951,0.0
1676469260.0994062,38,1676469260,97314834,,4.4484535160344585,0.05104859051538619,0.0
1676469260.1100428,39,1676469260,107744455,,4.448171300273109,0.05274013788788826,0.0
1676469260.1251202,40,1676469260,119776487,,4.448383635971694,0.05242345701012737,0.0
1676469260.1301675,41,1676469260,128241777,,4.4476352893209805,0.05638146310114634,0.0
1676469260.139806,42,1676469260,136926651,,4.4476352893209805,0.05638146310114634,0.0
1676469260.1527426,43,1676469260,148248434,,4.447335176042693,0.05684245253414258,0.0
1676469260.1600125,44,1676469260,157261371,,4.4474718711552885,0.053296114410103776,0.0
1676469260.1709263,45,1676469260,168619871,,4.447897108586567,0.053402736977990035,0.0
1676469260.1852005,46,1676469260,179115772,,4.448110999998411,0.052617442626539876,0.0
1676469260.1928518,47,1676469260,190101861,,4.444721987163833,0.06051515742285674,0.0
1676469260.19899,48,1676469260,197298526,,4.445214276532496,0.05986569305702481,0.0
1676469260.2114735,49,1676469260,208682537,,4.444607789723465,0.06269392870003236,0.0
1676469260.2262783,50,1676469260,221653461,,4.445702463881675,0.053814849047903804,0.0
1676469260.235506,51,1676469260,231849670,,4.445972356392397,0.05255142880653366,0.0
1676469260.243003,52,1676469260,239155054,,4.445274699946686,0.05395961589143679,0.0
1676469260.2521148,53,1676469260,248246192,,4.445505949298206,0.05452661044318502,0.0
1676469260.2631826,54,1676469260,259174108,,4.447944813906941,0.05056323377374315,0.0
1676469260.2716832,55,1676469260,269929885,,4.447384061176119,0.05159993335947021,0.0
1676469260.2807865,56,1676469260,277949094,,4.447747632822789,0.0529356798174008,0.0
1676469260.2904637,57,1676469260,288656473,,4.453086223525128,0.04874599148287632,0.0
1676469260.3025427,58,1676469260,297820091,,4.45320265131717,0.04888952004338419,0.0
1676469260.3113346,59,1676469260,307941198,,4.453097068150538,0.04893709341155689,0.0
1676469260.3282633,60,1676469260,321331501,,4.458154830063208,0.03654588519359538,0.0
1676469260.3322387,61,1676469260,329900979,,4.458019683554963,0.0360998471646691,0.0
1676469260.3426113,62,1676469260,339374303,,4.457552245529236,0.037526902873417735,0.0
1676469260.3519435,63,1676469260,348323345,,4.457707290707805,0.03756996672295447,0.0
1676469260.3600535,64,1676469260,357070446,,4.468936860713071,0.03816924420418002,0.0
1676469260.3717086,65,1676469260,369116783,,4.469204030927286,0.03767840414153251,0.0
1676469260.3828456,66,1676469260,379742860,,4.470117532745739,0.03690665585405893,0.0
1676469260.3908691,67,1676469260,389384746,,4.478793408090078,0.027754303607386066,0.0
1676469260.4010909,68,1676469260,398562192,,4.478676255396754,0.02717163047796391,0.0
1676469260.409116,69,1676469260,407539129,,4.4782704819983294,0.027358135597812368,0.0
1676469260.4255636,70,1676469260,420747995,,4.478918393753626,0.026051094558864268,0.0
1676469260.4291756,71,1676469260,425920724,,4.4910985847528195,0.0164398649516057,0.0
1676469260.44257,72,1676469260,438439846,,4.491365456086096,0.016595340860693027,0.0
1676469260.4513915,73,1676469260,447938919,,4.491092873967456,0.017177914622840736,0.0
1676469260.4619114,74,1676469260,459198713,,4.499568348505921,0.02133418107977185,0.0
1676469260.471992,75,1676469260,466587305,,4.4992411843310185,0.024467102077926434,0.0
1676469260.480098,76,1676469260,478127717,,4.499195751763583,0.02420716282137007,0.0
1676469260.4934864,77,1676469260,488323926,,4.495655585318631,0.024479518913978406,0.0
1676469260.4990642,78,1676469260,497310876,,4.495829470448988,0.023252045050490725,0.0
1676469260.5108595,79,1676469260,507525682,,4.495865968753847,0.024750428735634687,0.0
1676469260.5249743,80,1676469260,518798112,,4.4959400206384235,0.023098173272078443,0.0
1676469260.5321271,81,1676469260,529881238,,4.511608579744712,0.021903067043961864,0.0
1676469260.5391185,82,1676469260,537281990,,4.51206098329772,0.02212780839615125,0.0
1676469260.5526397,83,1676469260,548270940,,4.511455783263307,0.021144337614309866,0.0
1676469260.5599,84,1676469260,556715011,,4.516262257525663,0.016753077513748407,0.0
1676469260.5715063,85,1676469260,567243337,,4.515986359908773,0.018464617855178406,0.0
