Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1676469259.670896,1414,1676469259,670468415,,252809244000,1676469006861066362,1676469006860522496,0.31101199984550476
1676469259.7716048,1415,1676469259,770589390,,252909318000,1676469006861064283,1676469006860520960,0.4079909920692444
1676469259.871196,1416,1676469259,870571961,,253009330000,1676469006861045048,1676469006860519424,0.38850998878479004
1676469259.9714077,1417,1676469259,970991134,,253109493000,1676469006861088559,1676469006860517888,0.8125380277633667
1676469260.0714679,1418,1676469260,70735595,,253209464000,1676469006860982453,1676469006860516096,0.571524977684021
1676469260.1710157,1419,1676469260,170564154,,253309295000,1676469006861044566,1676469006860514816,0.44310200214385986
1676469260.2711763,1420,1676469260,270710281,,253409422000,1676469006861026731,1676469006860513536,0.5177479982376099
1676469260.3710432,1421,1676469260,370593079,,253509317000,1676469006861055602,1676469006860512256,0.43434301018714905
1676469260.4713395,1422,1676469260,470834963,,253609591000,1676469006861048698,1676469006860510976,0.3851029872894287
1676469260.571367,1423,1676469260,570592542,,253709342000,1676469006861051953,1676469006860509696,0.392102986574173
1676469260.6710892,1424,1676469260,670551505,,253809257000,1676469006861102315,1676469006860508416,0.3774549961090088
1676469260.7717378,1425,1676469260,771093234,,253909773000,1676469006860863059,1676469006860506880,0.9082589745521545
1676469260.8713326,1426,1676469260,870711039,,254009456000,1676469006860975970,1676469006860505600,0.5521180033683777
1676469260.9714696,1427,1676469260,970669243,,254109381000,1676469006861038211,1676469006860504576,0.49545300006866455
1676469261.0712373,1428,1676469261,70732275,,254209479000,1676469006861067482,1676469006860503552,0.36610299348831177
1676469261.1715136,1429,1676469261,170913829,,254309649000,1676469006860911771,1676469006860502016,0.698743999004364
1676469261.2713313,1430,1676469261,270624634,,254409344000,1676469006861058582,1676469006860500992,0.43784299492836
1676469261.3712192,1431,1676469261,370690690,,254509428000,1676469006861041074,1676469006860499968,0.43689799308776855
1676469261.4713721,1432,1676469261,470623231,,254609345000,1676469006861057328,1676469006860498944,0.4352310001850128
1676469261.5713017,1433,1676469261,570787915,,254709443000,1676469006861071208,1676469006860497920,0.5403209924697876
1676469261.6757536,1434,1676469261,674467710,,254812763000,1676469006859609633,1676469006860492544,4.183059215545654
1676469261.771254,1435,1676469261,770784253,,254909534000,1676469006861041665,1676469006860491520,0.4115839898586273
1676469261.8712552,1436,1676469261,870595630,,255009339000,1676469006861046542,1676469006860490496,0.41421398520469666
1676469261.9713752,1437,1676469261,970861923,,255109317000,1676469006861197560,1676469006860489984,0.688152015209198
1676469262.0711963,1438,1676469262,70754627,,255209494000,1676469006860969374,1676469006860488704,0.576321005821228
1676469262.171286,1439,1676469262,170566302,,255309279000,1676469006861048548,1676469006860487680,0.4711189866065979
1676469262.2713141,1440,1676469262,270666453,,255409354000,1676469006861069430,1676469006860486656,0.4797309935092926
1676469262.371527,1441,1676469262,370954470,,255509537000,1676469006861018543,1676469006860485376,0.7912240028381348
1676469262.471106,1442,1676469262,470616259,,255609348000,1676469006861046643,1676469006860484352,0.4363979995250702
1676469262.5712147,1443,1676469262,570758168,,255709483000,1676469006861077625,1676469006860483328,0.38893601298332214
1676469262.6713674,1444,1676469262,670723025,,255809382000,1676469006861087956,1676469006860482304,0.5003039836883545
1676469262.7717526,1445,1676469262,770606494,,255909328000,1676469006861059323,1676469006860481280,0.4325839877128601
1676469262.8711262,1446,1676469262,870611110,,256009338000,1676469006861049975,1676469006860480256,0.43954700231552124
1676469262.9712396,1447,1676469262,970713168,,256109349000,1676469006861099349,1676469006860479232,0.5228779911994934
1676469263.071294,1448,1676469263,70718648,,256209414000,1676469006861078051,1676469006860478208,0.4462690055370331
1676469263.171353,1449,1676469263,170818911,,256309492000,1676469006861080861,1676469006860477184,0.48461899161338806
1676469263.271065,1450,1676469263,270597977,,256409327000,1676469006861055648,1676469006860476160,0.42500999569892883
1676469263.3711863,1451,1676469263,370715314,,256509446000,1676469006861028717,1676469006860475136,0.4745270013809204
1676469263.4709954,1452,1676469263,470571248,,256609338000,1676469006861027475,1676469006860474112,0.40617600083351135
1676469263.571291,1453,1676469263,570761694,,256709473000,1676469006860989200,1676469006860472832,0.5927469730377197
1676469263.6711776,1454,1676469263,670567889,,256809300000,1676469006861061893,1676469006860471808,0.4053249955177307
1676469263.7710872,1455,1676469263,770608691,,256909352000,1676469006861037454,1676469006860470784,0.433102011680603
1676469263.8710659,1456,1676469263,870615252,,257009298000,1676469006861091451,1676469006860469760,0.44619399309158325
1676469263.9710402,1457,1676469263,970527815,,257109251000,1676469006861092587,1676469006860468736,0.36378800868988037
1676469264.0712712,1458,1676469264,70670775,,257209261000,1676469006861153827,1676469006860467968,0.5051379799842834
1676469264.170776,1459,1676469264,170444064,,257309191000,1676469006861071586,1676469006860466944,0.357695996761322
1676469264.2711759,1460,1676469264,270611937,,257409351000,1676469006861030793,1676469006860465920,0.45489799976348877
1676469264.3710275,1461,1676469264,370583611,,257509326000,1676469006861054374,1676469006860464896,0.3992139995098114
1676469264.4709952,1462,1676469264,470536952,,257609281000,1676469006861069928,1676469006860463872,0.3674739897251129
1676469264.571826,1463,1676469264,570975560,,257709694000,1676469006860918576,1676469006860462336,0.7189109921455383
1676469264.6715293,1464,1676469264,671010677,,257809707000,1676469006860874528,1676469006860460800,0.8522239923477173
1676469264.7713668,1465,1676469264,770808465,,257909508000,1676469006860961657,1676469006860459520,0.6708189845085144
1676469264.871266,1466,1676469264,870673067,,258009394000,1676469006861013804,1676469006860458240,0.5248590111732483
1676469264.9717581,1467,1676469264,970968715,,258109620000,1676469006860940075,1676469006860456704,0.8109639883041382
1676469265.071089,1468,1676469265,70662241,,258209397000,1676469006861015079,1676469006860455424,0.4943790137767792
1676469265.1713068,1469,1676469265,170680340,,258309388000,1676469006861053724,1676469006860454400,0.47084298729896545
1676469265.271319,1470,1676469265,270671828,,258409371000,1676469006861052509,1676469006860453376,0.49082300066947937
1676469265.3711052,1471,1676469265,370638205,,258509370000,1676469006861042024,1676469006860452352,0.44706499576568604
1676469265.471335,1472,1676469265,470805356,,258609543000,1676469006861020139,1676469006860451072,0.4786570072174072
1676469265.5714831,1473,1676469265,570975211,,258709666000,1676469006860905015,1676469006860449536,0.8017989993095398
1676469265.6712346,1474,1676469265,670772944,,258809465000,1676469006861006570,1676469006860448256,0.595894992351532
1676469265.7711163,1475,1676469265,770658508,,258909361000,1676469006861055948,1676469006860447232,0.4767870008945465
1676469265.8712523,1476,1676469265,870562665,,259009278000,1676469006861082872,1676469006860446208,0.3986220061779022
1676469265.9714746,1477,1676469265,970669021,,259109375000,1676469006861058128,1676469006860445440,0.4639529883861542
1676469266.071102,1478,1676469266,70559209,,259209278000,1676469006861080991,1676469006860444672,0.39480701088905334
1676469266.1713567,1479,1676469266,170779285,,259309451000,1676469006860998207,1676469006860443648,0.653357982635498
1676469266.2713122,1480,1676469266,270543684,,259409266000,1676469006861081354,1676469006860442880,0.3875660002231598
1676469266.371729,1481,1676469266,371292897,,259509968000,1676469006860854879,1676469006860441344,0.9328699707984924
1676469266.4713233,1482,1676469266,470697137,,259609416000,1676469006861021939,1676469006860440320,0.5118600130081177
1676469266.5711603,1483,1676469266,570679570,,259709381000,1676469006861050945,1676469006860439552,0.4897859990596771
1676469266.6710489,1484,1676469266,670660409,,259809381000,1676469006861022664,1676469006860438528,0.5074340105056763
1676469266.771045,1485,1676469266,770553510,,259909280000,1676469006861078810,1676469006860437760,0.38286298513412476
1676469266.8710527,1486,1676469266,870562701,,260009288000,1676469006861077140,1676469006860436992,0.3896400034427643
1676469266.9713392,1487,1676469266,970818035,,260109519000,1676469006861047976,1676469006860436224,0.4932120144367218
1676469267.0715778,1488,1676469267,70880626,,260209579000,1676469006860953457,1676469006860435200,0.6901530027389526
1676469267.171471,1489,1676469267,170769319,,260309409000,1676469006861138647,1676469006860434688,0.4373619854450226
1676469267.2712088,1490,1676469267,270580087,,260409281000,1676469006861099174,1676469006860433920,0.39326998591423035
1676469267.3710651,1491,1676469267,370588017,,260509296000,1676469006861081058,1676469006860433152,0.4159739911556244
1676469267.4712474,1492,1676469267,470789907,,260609494000,1676469006860987320,1676469006860432128,0.6106539964675903
1676469267.571312,1493,1676469267,570702747,,260709373000,1676469006861100372,1676469006860431360,0.45254600048065186
1676469267.671265,1494,1676469267,670833120,,260809291000,1676469006861207413,1676469006860431360,0.6629310250282288
1676469267.7717404,1495,1676469267,771209784,,260909875000,1676469006860817942,1676469006860430080,1.0269420146942139
1676469267.8715339,1496,1676469267,871012644,,261009729000,1676469006860861116,1676469006860429056,0.8396689891815186
1676469267.971291,1497,1676469267,970564047,,261109273000,1676469006861090431,1676469006860428544,0.3946959972381592
1676469268.0710812,1498,1676469268,70669765,,261209327000,1676469006861084446,1676469006860428032,0.5113049745559692
1676469268.171402,1499,1676469268,170661806,,261309387000,1676469006861093995,1676469006860427520,0.3567520081996918
1676469268.2713861,1500,1676469268,270646180,,261409323000,1676469006861082981,1676469006860427008,0.4758799970149994
1676469268.3711667,1501,1676469268,370556463,,261509252000,1676469006861092328,1676469006860426496,0.4178990125656128
1676469268.470954,1502,1676469268,470488060,,261609205000,1676469006861111526,1676469006860425984,0.33760499954223633
1676469268.5710576,1503,1676469268,570574154,,261709268000,1676469006861100103,1676469006860425472,0.40558499097824097
1676469268.6711998,1504,1676469268,670757339,,261809491000,1676469006861064491,1676469006860424960,0.39856600761413574
1676469268.7710035,1505,1676469268,770563754,,261909274000,1676469006861083628,1676469006860424448,0.40564000606536865
1676469268.8712437,1506,1676469268,870637497,,262009291000,1676469006861106603,1676469006860423936,0.4723609983921051
1676469268.9711947,1507,1676469268,970733702,,262109313000,1676469006861140744,1676469006860423680,0.5541930198669434
1676469269.0713022,1508,1676469269,70727272,,262209457000,1676469006861035536,1676469006860423168,0.46413901448249817
1676469269.1715415,1509,1676469269,170508648,,262309200000,1676469006861100800,1676469006860422656,0.4091219902038574
1676469269.271174,1510,1676469269,270613628,,262409297000,1676469006861093225,1676469006860422144,0.4421580135822296
1676469269.3716214,1511,1676469269,370799330,,262509458000,1676469006861025586,1676469006860421376,0.6245989799499512
1676469269.4710991,1512,1676469269,470542762,,262609245000,1676469006861108228,1676469006860420864,0.37386301159858704
1676469269.5714018,1513,1676469269,570749852,,262709438000,1676469006861021505,1676469006860420096,0.5742110013961792
1676469269.6712515,1514,1676469269,670762334,,262809478000,1676469006860988256,1676469006860419328,0.5869330167770386
1676469269.7709901,1515,1676469269,770500637,,262909202000,1676469006861122788,1676469006860419072,0.3456040024757385
1676469269.871104,1516,1676469269,870576822,,263009289000,1676469006861085853,1676469006860418560,0.3970850110054016
1676469269.9711018,1517,1676469269,970533120,,263109223000,1676469006861119725,1676469006860418304,0.3745479881763458
1676469270.0711699,1518,1676469270,70668092,,263209382000,1676469006861034606,1676469006860417792,0.4973050057888031
1676469270.172238,1519,1676469270,171749625,,263310275000,1676469006860784324,1676469006860416512,1.3743619918823242
1676469270.271437,1520,1676469270,270927714,,263409629000,1676469006860928480,1676469006860415488,0.734263002872467
1676469270.3712108,1521,1676469270,370586312,,263509273000,1676469006861094131,1676469006860414976,0.431084007024765
1676469270.4713645,1522,1676469270,470851583,,263609490000,1676469006861021580,1676469006860414208,0.6748380064964294
1676469270.5714917,1523,1676469270,570654067,,263709375000,1676469006861035303,1676469006860413952,0.4818420112133026
1676469270.671364,1524,1676469270,670795007,,263809492000,1676469006860998309,1676469006860413440,0.6034510135650635
1676469270.7710783,1525,1676469270,770558640,,263909267000,1676469006861098542,1676469006860413184,0.37964099645614624
1676469270.871371,1526,1676469270,870631637,,264009304000,1676469006861087068,1676469006860412928,0.4763610064983368
1676469270.971072,1527,1676469270,970560582,,264109264000,1676469006861101557,1676469006860412672,0.3849180042743683
1676469271.0716293,1528,1676469271,71006527,,264209707000,1676469006860879349,1676469006860411904,0.8350759744644165
1676469271.1716256,1529,1676469271,170456292,,264309128000,1676469006861133786,1676469006860411904,0.3828809857368469
1676469271.2710593,1530,1676469271,270601618,,264409284000,1676469006861106427,1676469006860411648,0.41680699586868286
1676469271.3709962,1531,1676469271,370555392,,264509272000,1676469006861088951,1676469006860411392,0.3834739923477173
1676469271.471157,1532,1676469271,470643941,,264609319000,1676469006861090872,1676469006860411136,0.46139800548553467
1676469271.5716715,1533,1676469271,571269962,,264709942000,1676469006860975876,1676469006860410624,0.6979860067367554
1676469271.6709907,1534,1676469271,670591952,,264809288000,1676469006861097835,1676469006860410368,0.40669599175453186
1676469271.7710047,1535,1676469271,770549429,,264909260000,1676469006861094859,1676469006860410112,0.3840849995613098
