Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15
1676469259.5774815,2846,1676469259,471874568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.579231,2847,1676469259,521829568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.59232,2848,1676469259,571781032,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.6250556,2849,1676469259,621748032,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.6760917,2850,1676469259,671694496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.723915,2851,1676469259,721655496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.7755005,2852,1676469259,771609960,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.824796,2853,1676469259,821566960,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.876921,2854,1676469259,874013424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.9250798,2855,1676469259,921479424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469259.9732335,2856,1676469259,971428888,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.0249012,2857,1676469260,21382888,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.0756443,2858,1676469260,73837096,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.124632,2859,1676469260,121307096,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.1752245,2860,1676469260,171250816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.226174,2861,1676469260,221209816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.2736,2862,1676469260,271165536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.3259475,2863,1676469260,323616536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.3747296,2864,1676469260,371077256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.4265647,2865,1676469260,423528256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.473377,2866,1676469260,470983976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.5252063,2867,1676469260,520941976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.572746,2868,1676469260,570895696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.6240578,2869,1676469260,620854696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.6749232,2870,1676469260,670807416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.7259295,2871,1676469260,723263416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.7734041,2872,1676469260,770721880,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.8253508,2873,1676469260,820686880,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.8755894,2874,1676469260,873132600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.926069,2875,1676469260,923092600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469260.9735563,2876,1676469260,971123576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469261.0253012,2877,1676469261,22999576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469261.075564,2878,1676469261,72955552,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469261.1234725,2879,1676469261,120420552,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676469261.1755912,2880,1676469261,172867016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
