Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,monotonic,amsl,local,relative,terrain,bottom_clearance
1676469259.5757546,1417,1676469258,858106112,map,-127.30696105957031,-127.30696105957031,0.1288192719221115,0.1288192719221115,0.028658978641033173,0.10016029328107834
1676469259.5761006,1418,1676469258,958102576,map,-127.5342025756836,-127.5342025756836,0.1287974715232849,0.1287974715232849,0.028687871992588043,0.10010959953069687
1676469259.5763335,1419,1676469259,57100784,map,-127.57646942138672,-127.57646942138672,0.1287621557712555,0.1287621557712555,0.028695635497570038,0.10006652027368546
1676469259.5765855,1420,1676469259,157190736,map,-127.29110717773438,-127.29110717773438,0.1287156492471695,0.1287156492471695,0.028683297336101532,0.10003235191106796
1676469259.576817,1421,1676469259,259119688,map,-127.2276840209961,-127.2276840209961,0.12870541214942932,0.12870541214942932,0.02866377681493759,0.10004163533449173
1676469259.5771282,1422,1676469259,359269152,map,-127.32809448242188,-127.32809448242188,0.128749281167984,0.128749281167984,0.028637610375881195,0.10011167079210281
1676469259.5774362,1423,1676469259,458093360,map,-127.30696105957031,-127.30696105957031,0.1288246214389801,0.1288246214389801,0.02865789085626602,0.10016673058271408
1676469259.5913603,1424,1676469259,558289568,map,-127.2276840209961,-127.2276840209961,0.12887033820152283,0.12887033820152283,0.02871745079755783,0.100152887403965
1676469259.6610727,1425,1676469259,659774032,map,-127.24353790283203,-127.24353790283203,0.12887698411941528,0.12887698411941528,0.02876903861761093,0.10010794550180435
1676469259.7599206,1426,1676469259,758301496,map,-127.43379211425781,-127.43379211425781,0.12887169420719147,0.12887169420719147,0.028782926499843597,0.10008876770734787
1676469259.861113,1427,1676469259,859778960,map,-127.29110717773438,-127.29110717773438,0.12884144484996796,0.12884144484996796,0.028764523565769196,0.10007692128419876
1676469259.9589148,1428,1676469259,957144424,map,-127.20655059814453,-127.20655059814453,0.12880384922027588,0.12880384922027588,0.028737835586071014,0.10006601363420486
1676469260.061207,1429,1676469260,59613888,map,-127.34923553466797,-127.34923553466797,0.128810316324234,0.128810316324234,0.028717242181301117,0.10009307414293289
1676469260.1600714,1430,1676469260,158081096,map,-127.18540954589844,-127.18540954589844,0.1288035362958908,0.1288035362958908,0.028694473206996918,0.10010906308889389
1676469260.2588058,1431,1676469260,257079816,map,-127.41265106201172,-127.41265106201172,0.12880291044712067,0.12880291044712067,0.02871423214673996,0.1000886783003807
1676469260.360269,1432,1676469260,358167536,map,-127.51305389404297,-127.51305389404297,0.12880991399288177,0.12880991399288177,0.028720475733280182,0.10008943825960159
1676469260.458936,1433,1676469260,457079256,map,-127.43379211425781,-127.43379211425781,0.12886875867843628,0.12886875867843628,0.02872271090745926,0.10014604777097702
1676469260.5610585,1434,1676469260,559096976,map,-127.45492553710938,-127.45492553710938,0.1289588063955307,0.1289588063955307,0.02873929589986801,0.10021951049566269
1676469260.6605315,1435,1676469260,658620696,map,-127.39151763916016,-127.39151763916016,0.1290397197008133,0.1290397197008133,0.028810493648052216,0.10022922605276108
1676469260.7592883,1436,1676469260,757073416,map,-127.37036895751953,-127.37036895751953,0.12910686433315277,0.12910686433315277,0.02887127548456192,0.10023558884859085
1676469260.86152,1437,1676469260,859257880,map,-127.39151763916016,-127.39151763916016,0.12919442355632782,0.12919442355632782,0.028907574713230133,0.10028684884309769
1676469260.9592774,1438,1676469260,957085600,map,-127.32809448242188,-127.32809448242188,0.1292729526758194,0.1292729526758194,0.028926990926265717,0.10034596174955368
