Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,type_mask,orientation.x,orientation.y,orientation.z,orientation.w,body_rate.x,body_rate.y,body_rate.z,thrust
1676469265.1092813,881,1676469265,107801198,base_footprint,7,-0.02015173021047762,-0.0027377429572610495,-5.518166994806924e-05,0.9997931833574418,0.0,0.0,0.0,0.15942591428756714
1676469265.1212986,882,1676469265,120745182,base_footprint,7,-0.02007164615376167,-0.0022338428658494397,-4.4846050022401915e-05,0.9997960476795058,0.0,0.0,0.0,0.1596151739358902
1676469265.128607,883,1676469265,127961397,base_footprint,7,-0.020046365079197524,-0.002189862754866143,-4.390771679345959e-05,0.9997966522350126,0.0,0.0,0.0,0.1595245599746704
1676469265.14761,884,1676469265,140145778,base_footprint,7,-0.019998698434555397,-0.002145063327529222,-4.290715455602859e-05,0.9997977039997745,0.0,0.0,0.0,0.15939901769161224
1676469265.151883,885,1676469265,150481462,base_footprint,7,-0.01950621002309251,-0.003481171879074825,-6.791780389650865e-05,0.9998036730278876,0.0,0.0,0.0,0.15991508960723877
1676469265.158816,886,1676469265,157829046,base_footprint,7,-0.01952823506346037,-0.003485346471443412,-6.807606059908057e-05,0.9998032285209576,0.0,0.0,0.0,0.15983863174915314
1676469265.1698055,887,1676469265,168789386,base_footprint,7,-0.01951283626277023,-0.003474380228845547,-6.780833228982025e-05,0.9998035673596278,0.0,0.0,0.0,0.15976281464099884
1676469265.1879745,888,1676469265,184634923,base_footprint,7,-0.020649520385611318,-0.004587909435278361,-9.475933231636181e-05,0.9997762446745405,0.0,0.0,0.0,0.159650057554245
1676469265.1930263,889,1676469265,192422866,base_footprint,7,-0.020638193907293524,-0.004570487291244718,-9.43476841664261e-05,0.9997765583852625,0.0,0.0,0.0,0.15956375002861023
1676469265.2012055,890,1676469265,200588703,base_footprint,7,-0.020643305889087655,-0.004559497197077393,-9.41441362673392e-05,0.9997765030466365,0.0,0.0,0.0,0.1594800353050232
1676469265.2096646,891,1676469265,208807706,base_footprint,7,-0.020650265474764794,-0.004545695878523355,-9.389081856253779e-05,0.9997764221911397,0.0,0.0,0.0,0.15941530466079712
1676469265.2212477,892,1676469265,219767808,base_footprint,7,-0.021576401762362647,-0.004804515611487184,-0.00010368949537287522,0.9997556525297652,0.0,0.0,0.0,0.1584266722202301
1676469265.2285635,893,1676469265,227866888,base_footprint,7,-0.02157336866006596,-0.004776444670888566,-0.00010306916584299896,0.9997558525548675,0.0,0.0,0.0,0.1583215743303299
1676469265.2382224,894,1676469265,237118959,base_footprint,7,-0.02158165629363301,-0.004755195828436973,-0.00010265007168987892,0.9997557750206895,0.0,0.0,0.0,0.1582365781068802
1676469265.249633,895,1676469265,248868465,base_footprint,7,-0.02199037862403782,-0.005495477474925818,-0.00012087868761259238,0.999743071175608,0.0,0.0,0.0,0.1580732762813568
1676469265.259806,896,1676469265,258344888,base_footprint,7,-0.021992042759688045,-0.005455081622509219,-0.00011999919738439956,0.9997432559112067,0.0,0.0,0.0,0.157954141497612
1676469265.2700014,897,1676469265,268775463,base_footprint,7,-0.021970032964726376,-0.005359813498234464,-0.00011778540222321801,0.9997442553860422,0.0,0.0,0.0,0.15780825912952423
1676469265.2812424,898,1676469265,279158592,base_footprint,7,-0.021993244284865446,-0.005360348279469142,-0.00011792166751539483,0.9997437421492716,0.0,0.0,0.0,0.15773184597492218
1676469265.2922475,899,1676469265,290257930,base_footprint,7,-0.022927824069025892,-0.005411813287464967,-0.0001241155490647049,0.9997224673656843,0.0,0.0,0.0,0.15935923159122467
1676469265.3003957,900,1676469265,298985004,base_footprint,7,-0.022966924041712036,-0.005398345128744413,-0.00012401790381125972,0.9997216427033541,0.0,0.0,0.0,0.15927451848983765
1676469265.308162,901,1676469265,307643413,base_footprint,7,-0.02301081582064319,-0.0053936569701884965,-0.00012414712656197066,0.9997206586878393,0.0,0.0,0.0,0.15920975804328918
1676469265.3211095,902,1676469265,319777011,base_footprint,7,-0.022886095503794408,-0.005639705453444172,-0.00012910670820944547,0.9997221632465929,0.0,0.0,0.0,0.16050143539905548
1676469265.3285713,903,1676469265,327794075,base_footprint,7,-0.02294785739901301,-0.005631391731157432,-0.0001292644657800514,0.9997207943014202,0.0,0.0,0.0,0.16045570373535156
1676469265.3410113,904,1676469265,339807271,base_footprint,7,-0.02300823687863823,-0.005622719581248619,-0.00012940516796095303,0.9997194553046118,0.0,0.0,0.0,0.16040459275245667
1676469265.3514917,905,1676469265,350446701,base_footprint,7,-0.02384605518039355,-0.005894535178193972,-0.00014060383767706256,0.9996982546438338,0.0,0.0,0.0,0.16111190617084503
1676469265.3618453,906,1676469265,360282421,base_footprint,7,-0.023920569227715623,-0.005883542732319662,-0.00014078041257034363,0.9996965391925764,0.0,0.0,0.0,0.16108345985412598
1676469265.3688488,907,1676469265,367822885,base_footprint,7,-0.0239868098958686,-0.00585565162944109,-0.00014050123905970353,0.9996951158000202,0.0,0.0,0.0,0.1610507220029831
1676469265.3835094,908,1676469265,382550001,base_footprint,7,-0.024120942132330996,-0.005815179046541883,-0.00014031079550121518,0.9996921246844881,0.0,0.0,0.0,0.16102734208106995
1676469265.3910365,909,1676469265,388415813,base_footprint,7,-0.028123149975696395,-0.004670384491132718,-0.00013139933117519686,0.9995935467370551,0.0,0.0,0.0,0.16084498167037964
1676469265.3998203,910,1676469265,397255420,base_footprint,7,-0.02824716120900385,-0.004653806762806565,-0.0001315107325185963,0.9995901273377875,0.0,0.0,0.0,0.1608220487833023
1676469265.4078887,911,1676469265,406872987,base_footprint,7,-0.028384519003622686,-0.004623225846149679,-0.00013128234311757828,0.999586378272861,0.0,0.0,0.0,0.1607970893383026
