Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1676469259.577659,8362,1676469259,153316175,world,-0.9981827735900879,-0.9214239716529846,0.1289406418800354,-0.019636545330286026,0.03893342241644859,0.016106711700558662,-0.9989190697669983
1676469259.5795097,8363,1676469259,153478245,world,-0.9981767535209656,-0.9214254021644592,0.12893326580524445,-0.01957062818109989,0.03893006220459938,0.016082314774394035,-0.9989208579063416
1676469259.5795307,8364,1676469259,163354327,world,-0.9981687664985657,-0.9214233756065369,0.12893526256084442,-0.019665051251649857,0.03905504196882248,0.01606162078678608,-0.9989144802093506
1676469259.5795794,8365,1676469259,163801540,world,-0.9981778264045715,-0.9214290380477905,0.12894023954868317,-0.0195033960044384,0.039158448576927185,0.016028236597776413,-0.9989140629768372
1676469259.5796032,8366,1676469259,163916926,world,-0.9981771111488342,-0.9214233160018921,0.12893489003181458,-0.019550548866391182,0.039011117070913315,0.016125895082950592,-0.9989174008369446
1676469259.5796142,8367,1676469259,173356629,world,-0.9981777667999268,-0.9214150905609131,0.128942608833313,-0.019481966271996498,0.038975734263658524,0.016029277816414833,-0.9989216923713684
1676469259.5796351,8368,1676469259,173454016,world,-0.9981788992881775,-0.9214221835136414,0.1289443075656891,-0.01932194083929062,0.039090901613235474,0.016025418415665627,-0.9989202618598938
1676469259.5796454,8369,1676469259,183324431,world,-0.9981769919395447,-0.9214209914207458,0.12894341349601746,-0.019535938277840614,0.039033450186252594,0.016096798703074455,-0.9989172220230103
1676469259.5796702,8371,1676469259,183468465,world,-0.998174786567688,-0.9214250445365906,0.12894132733345032,-0.01945439539849758,0.0391148179769516,0.016001645475625992,-0.9989171624183655
1676469259.579686,8372,1676469259,193328195,world,-0.9981706142425537,-0.9214197397232056,0.1289365291595459,-0.0195373073220253,0.03906179964542389,0.016029339283704758,-0.9989172220230103
1676469259.57971,8373,1676469259,193425341,world,-0.9981689453125,-0.9214228391647339,0.12894706428050995,-0.019434401765465736,0.03913424164056778,0.016025258228182793,-0.9989163875579834
1676469259.5797238,8374,1676469259,203369144,world,-0.998174250125885,-0.9214190244674683,0.1289387196302414,-0.019539974629878998,0.03902934119105339,0.016144011169672012,-0.9989166259765625
1676469259.5797334,8375,1676469259,203457087,world,-0.9981748461723328,-0.9214199781417847,0.12893085181713104,-0.01966262236237526,0.03896817937493324,0.016004297882318497,-0.9989187717437744
1676469259.5797508,8376,1676469259,213350909,world,-0.9981726408004761,-0.9214223623275757,0.12893564999103546,-0.01951965130865574,0.03895406424999237,0.01609957404434681,-0.9989206194877625
1676469259.5797758,8378,1676469259,213492128,world,-0.9981733560562134,-0.9214234948158264,0.12892107665538788,-0.020038677379488945,0.03878307342529297,0.016089746728539467,-0.9989171624183655
1676469259.579786,8379,1676469259,223346692,world,-0.9981696009635925,-0.9214298725128174,0.12892885506153107,-0.019735587760806084,0.038962118327617645,0.016182418912649155,-0.9989147782325745
1676469259.5797966,8380,1676469259,223514262,world,-0.998174250125885,-0.921421229839325,0.128951296210289,-0.01909894309937954,0.039165083318948746,0.015924513339996338,-0.9989233613014221
1676469259.5798135,8381,1676469259,233360623,world,-0.9981662631034851,-0.9214264154434204,0.1289338767528534,-0.019337572157382965,0.03910186141729355,0.016040120273828506,-0.9989193677902222
1676469259.5798264,8382,1676469259,233527619,world,-0.9981714487075806,-0.9214180111885071,0.12894076108932495,-0.019713204354047775,0.038993190973997116,0.016005149111151695,-0.9989168047904968
1676469259.5798392,8383,1676469259,233580285,world,-0.9981777667999268,-0.9214252829551697,0.12894701957702637,-0.019432367756962776,0.039092108607292175,0.016102103516459465,-0.9989169239997864
1676469259.5798552,8384,1676469259,243329795,world,-0.9981725215911865,-0.921417772769928,0.12894336879253387,-0.01954449899494648,0.03893059119582176,0.016178781166672707,-0.9989197254180908
1676469259.5798647,8385,1676469259,243499773,world,-0.998174250125885,-0.9214203357696533,0.12893149256706238,-0.01999662071466446,0.03890383243560791,0.016025293618440628,-0.9989143013954163
1676469259.579875,8386,1676469259,253341893,world,-0.9981707334518433,-0.9214187264442444,0.12892840802669525,-0.01941840350627899,0.03907845541834831,0.01599833555519581,-0.9989194273948669
1676469259.5798845,8387,1676469259,253527278,world,-0.9981714487075806,-0.9214207530021667,0.12893135845661163,-0.01979551464319229,0.038900114595890045,0.01610417291522026,-0.9989171624183655
1676469259.5799072,8388,1676469259,263327935,world,-0.9981788992881775,-0.9214314222335815,0.12893086671829224,-0.01976347528398037,0.0389208048582077,0.016148505732417107,-0.9989163875579834
1676469259.5799172,8389,1676469259,263500895,world,-0.9981762766838074,-0.9214263558387756,0.12894447147846222,-0.01935403048992157,0.03905397281050682,0.016065632924437523,-0.9989205598831177
1676469259.5799365,8390,1676469259,263555282,world,-0.9981690645217896,-0.9214226007461548,0.12894207239151,-0.01946835219860077,0.039122529327869415,0.016023730859160423,-0.9989162087440491
1676469259.5799527,8391,1676469259,273339663,world,-0.9981794357299805,-0.9214176535606384,0.12894748151302338,-0.019550319761037827,0.03900432586669922,0.01600469835102558,-0.9989195466041565
1676469259.57997,8392,1676469259,273498733,world,-0.998172402381897,-0.9214173555374146,0.12894514203071594,-0.019466547295451164,0.039017725735902786,0.015999387949705124,-0.9989207983016968
1676469259.5800345,8393,1676469259,283358982,world,-0.9981762170791626,-0.9214219450950623,0.12893252074718475,-0.019721945747733116,0.038968849927186966,0.01611957512795925,-0.9989157915115356
