Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,voltage,temperature,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,location,serial_number
1676104289.3610666,67,1676104289,360637020,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104291.3604429,68,1676104291,359428793,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104293.3605912,69,1676104293,360179224,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104295.3607292,70,1676104295,360305910,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104297.360156,71,1676104297,359566477,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104299.3585594,72,1676104299,357967566,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104301.3589878,73,1676104301,358246834,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104303.3598764,74,1676104303,359336660,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104305.3606744,75,1676104305,360227696,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104307.3607807,76,1676104307,360310754,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104309.359766,77,1676104309,359325191,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104311.360683,78,1676104311,360288668,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104313.3604777,79,1676104313,359416397,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104315.3591676,80,1676104315,358316358,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104317.3593276,81,1676104317,358732192,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104319.36085,82,1676104319,360396468,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104321.3598304,83,1676104321,359422477,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104323.359196,84,1676104323,358434213,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104325.3599648,85,1676104325,359518758,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104327.3601315,86,1676104327,359410370,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104329.3600411,87,1676104329,359639389,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104331.3601627,88,1676104331,359484843,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104333.3611248,89,1676104333,360588236,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104335.3615348,90,1676104335,360956646,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
1676104337.3590305,91,1676104337,358506787,,0.0,0.0,nan,nan,nan,nan,-0.009999999776482582,2,0,3,True,id0,
