Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1676104288.873089,548,1676104288,532254400,base_link,-0.0005289719843863548,-0.007931002550359766,-2.769034048390552e-05,0.001640671631321311,-0.001098131528124213,0.0009438050910830499
1676104288.8740299,549,1676104288,562254400,base_link,-0.0004414815969111608,-0.008047762242132177,-0.00016456771016027492,0.001216161297634244,-0.0005201692692935465,0.0014817062765359879
1676104288.8745086,550,1676104288,602256960,base_link,-0.0006256963201729627,-0.008172445281700693,-0.00029452030711510043,0.0018426957540214062,-0.0002377387136220932,4.401244223117831e-05
1676104288.8746474,551,1676104288,632256960,base_link,-0.0006379484373290472,-0.008401541709310732,-0.0004955199302759292,0.001626238925382495,0.0015153260901570318,-0.001819584518671036
1676104288.8747785,552,1676104288,662256960,base_link,-0.0007520590754463984,-0.00823604201172292,-0.0003987603458015114,0.0005186322377994657,0.0006711606401950118,-0.002379373647272587
1676104288.8748915,553,1676104288,702259008,base_link,-0.0008243621972746625,-0.007995882849421567,-7.937503418807687e-05,-0.0001466531539335847,-0.0002427869476377962,0.001522062812000513
1676104288.8750994,554,1676104288,732259008,base_link,-0.0011488739745601825,-0.008071601267047063,-0.0003797838798109892,0.001203418942168355,0.0005532724317163229,0.0002119773998856544
1676104288.8754942,555,1676104288,762259008,base_link,-0.0011167315100239707,-0.008252996621134056,-0.000308554159385462,-0.00024338223738595843,-0.00037475186400115506,-0.0014036907814443111
1676104288.875699,556,1676104288,802259520,base_link,-0.0010870110942081787,-0.007956407971438676,-0.00021768648115952808,0.0014602597802877426,0.0006990898400545117,-0.002405451610684395
1676104288.875952,557,1676104288,832259520,base_link,-0.0010306891922937159,-0.007797053203833625,-0.00010875931364845034,-0.00026211701333522797,-0.000695571885444224,-0.0009259437210857867
1676104288.879343,558,1676104288,872259520,base_link,-0.0008352483046470391,-0.007309875164654523,-5.688913220845106e-05,0.0014628401258960366,0.00010348437353968634,0.0011007068678736687
1676104288.91322,559,1676104288,902261824,base_link,-0.0007363513586671807,-0.007355635518524945,-9.657815587976673e-05,0.0008660705061629415,0.0014810925349593163,-0.0005516177043318751
1676104288.9489944,560,1676104288,932261824,base_link,-0.0009076639469569299,-0.007509882194395918,-5.691897460997615e-05,0.0014195481780916452,0.001434057019650936,-0.0017997371032834055
1676104288.9761188,561,1676104288,972261824,base_link,-0.0009617027938808003,-0.007561041868379416,-8.697582586721716e-05,0.0013285188470035791,-0.000252648489549756,0.00024660769850015646
1676104289.0097642,562,1676104289,2264384,base_link,-0.001079002942238797,-0.007735157638030025,-0.00020444963314154044,0.0007166631985455751,0.0008835345506668091,8.818646892905224e-05
1676104289.046166,563,1676104289,32264384,base_link,-0.001056909713401983,-0.007521978551094862,-0.00018002182383446017,0.002074031624943018,-0.0004811957478523256,-0.0015215100720524788
1676104289.0758493,564,1676104289,72264384,base_link,-0.001538483396714272,-0.007595582780820049,4.0453786294948904e-05,0.001683021429926157,0.0004828232340514661,0.0009933337569236755
1676104289.1085427,565,1676104289,102266944,base_link,-0.0018821048521623137,-0.0075407424525705145,6.85632409286731e-05,0.0001655064697843045,0.0004386554937809706,-0.0002041305415332318
1676104289.141157,566,1676104289,132266944,base_link,-0.0018218109900839312,-0.007557814955660112,0.0003512361201835031,0.0009650109568610787,0.0012395109515637162,0.0014881100505590437
1676104289.176691,567,1676104289,172266944,base_link,-0.001626335994097128,-0.007474377336720507,0.0003482455896756584,-8.19470442365855e-05,-3.701471723616104e-05,0.0015422534197568893
1676104289.2083845,568,1676104289,203269504,base_link,-0.0017679937636332303,-0.007447941290125564,0.00031128118850530853,-0.00010971687152050436,-0.0013915107119828463,0.0005922988057136538
1676104289.2410789,569,1676104289,233269504,base_link,-0.002033161922561806,-0.007479987595580627,0.0003597992110681696,0.0009533663978800178,-0.0003050735685974359,0.0006181644275784492
1676104289.2748806,570,1676104289,263269504,base_link,-0.0021857793829590565,-0.007428833876451039,0.00029124737456314446,0.00016383620095439255,-0.0004048177506774664,-6.219698116183276e-05
1676104289.307321,571,1676104289,303272064,base_link,-0.0022654247210962715,-0.007678042864518656,0.00022353347396557609,-7.362017640843987e-05,-0.0016535136383026838,-0.0001712036319077013
1676104289.3445423,572,1676104289,333272064,base_link,-0.002259563122056303,-0.007489515863341504,0.0002127439923178334,0.0002590589865576476,0.0016827965155243876,0.0011372244916856287
1676104289.3770046,573,1676104289,373272064,base_link,-0.002283865667971709,-0.0074090090520891085,0.0004982129209545713,0.0009641123469918966,-0.001245575724169612,-0.0004158546216785906
1676104289.4093337,574,1676104289,403274624,base_link,-0.002339020680855353,-0.0073622071363498055,0.0006406818126282015,0.0030752390157431364,0.0012290212325751781,2.0953360944986194e-05
1676104289.4443526,575,1676104289,433274624,base_link,-0.0022454484449219163,-0.0074444406816847435,0.0006030037209833585,-0.0004587755538523197,-0.0006971515249460938,-0.0018637068569660187
1676104289.4777403,576,1676104289,473274624,base_link,-0.0022614963563890597,-0.007284655664655547,0.00029695954071808946,-0.0014305104268714786,1.6772653907537528e-05,0.0005535841919481754
1676104289.511389,577,1676104289,503277440,base_link,-0.0025727194082384554,-0.0070181391469339395,0.0002630985134572209,0.0006889833603054285,0.0009253132157027722,0.0007441742345690726
1676104289.5403938,578,1676104289,533277440,base_link,-0.002789568560690029,-0.00671474018227058,8.238340385788431e-05,0.001185126486234367,0.0014369443524628878,-0.0004597390070557596
1676104289.575074,579,1676104289,563277440,base_link,-0.0025994260860814095,-0.006278204109878267,0.00010781047318675521,0.0026119721587747335,0.0004346994683146476,-0.0005732285790145397
1676104289.6078076,580,1676104289,603280000,base_link,-0.002657977787364315,-0.0060700637529935274,0.00042186895363809264,0.0007145279087126255,-0.00011735246516764154,0.0008023139089345932
1676104289.6407423,581,1676104289,633280000,base_link,-0.002807110249737342,-0.005987003760946837,0.0003218736295473675,0.0018672673031687737,-0.0003772126510739327,-0.00047054467722773547
1676104289.676563,582,1676104289,673280000,base_link,-0.002781060702159894,-0.00569940064657699,0.0009083213674878937,0.0002728858089540154,0.0006881162989884615,5.696434527635566e-05
1676104289.7079284,583,1676104289,703282304,base_link,-0.002815438764432142,-0.005655796573712584,0.0006945566392935902,-0.0011293018469586968,-0.0012618881883099675,-0.000807962380349636
1676104289.740415,584,1676104289,733282304,base_link,-0.002717855779844658,-0.005260346062081833,0.0006275111202594225,0.001994379097595811,0.0006327710580080747,-0.001079463865607977
1676104289.7746258,585,1676104289,763282304,base_link,-0.002638705552122068,-0.004986211840222143,0.0005868344880816585,-0.0006171585409902036,-0.0004701334983110428,-2.1932646632188762e-07
1676104289.8135066,586,1676104289,803286656,base_link,-0.002421075828788574,-0.004757527359082986,0.0004872067614771801,0.0018117320723831654,0.000139824580401182,-0.0014114337973296642
1676104289.8414428,587,1676104289,833286656,base_link,-0.002643174651681313,-0.00449415894339459,0.0004282849467734087,-0.0006856581312604249,0.000903921201825142,0.0005247448571026324
1676104289.875267,588,1676104289,864286656,base_link,-0.002534994200602032,-0.004500758218354839,0.0007561082552034644,-0.0010573141044005752,0.0013864627107977867,0.00066195847466588
1676104289.9081008,589,1676104289,904288960,base_link,-0.0025158129815191226,-0.004410780684099575,0.0010013976568569883,0.00041711845551617444,0.0015654065646231177,0.0010849926620721815
1676104289.9465432,590,1676104289,934288960,base_link,-0.002384914483575831,-0.004479507387454773,0.0011331593497073335,0.000504900817759335,0.00024005211889743791,-0.001135340891778469
1676104289.975525,591,1676104289,963288960,base_link,-0.0022465574934118497,-0.004065042162387667,0.0010247435756122595,0.0023844342213124037,-0.00044071255251765246,0.0005880841054022312
1676104290.010426,592,1676104290,3292032,base_link,-0.0018600772890441251,-0.003867214789510871,0.0013031735739619979,5.723375943489373e-05,-0.0006259636720642447,-0.0002160463482141494
1676104290.04101,593,1676104290,34292032,base_link,-0.001867868096012294,-0.003699058188350238,0.001395033005748158,2.4978333385661244e-05,-0.0001428050454705956,-0.002041976898908615
1676104290.0764835,594,1676104290,63292032,base_link,-0.001579901197797327,-0.0039038775634969293,0.0010916746507152683,0.0019441416952759027,0.001336829736828804,0.0004624612629413603
1676104290.1097753,595,1676104290,104294592,base_link,-0.0012778710959292997,-0.0040317174350511875,0.0013057176530732184,0.00034925653017126024,-0.0004430485423654316,0.0013283793814480305
1676104290.1422818,596,1676104290,134294592,base_link,-0.0011018310582953299,-0.0037866571257062437,0.0010561973837438512,-5.184594192542136e-05,0.00025609461590647703,0.0004368755035102367
1676104290.1762047,597,1676104290,164294592,base_link,-0.0008701234444946041,-0.003434978013873375,0.001219272398440831,0.0007167590083554387,-0.00020267022773623456,0.0009932671673595905
1676104290.210401,598,1676104290,204296896,base_link,-0.0006491039478040007,-0.0035314713139309845,0.001138421641364667,0.0014353664591908455,-0.00039684143848717224,-0.0009297640062868595
1676104290.2424803,599,1676104290,234296896,base_link,-0.0004470856162595582,-0.0034435441690514913,0.0008399028697030211,0.00017919493257068098,0.0007626316510140896,0.00039729056879878033
1676104290.2760212,600,1676104290,264296896,base_link,-0.0005427883696384255,-0.0033450603678408545,0.0008800225264278564,-0.00012865770258940756,0.0008301790803670882,-0.0005823536776006223
1676104290.309789,601,1676104290,304299456,base_link,-0.00027221805695942336,-0.0033986182345452738,0.0009400027902206951,0.0004459813644643873,-0.0008801047224551438,0.0005815443582832814
1676104290.3424942,602,1676104290,334299456,base_link,-0.00015003031719426017,-0.003503869455387369,0.0009455422045284516,-0.0003458054270595312,0.0010910797864198687,0.0013379282318055628
1676104290.3753605,603,1676104290,364299456,base_link,-3.208861542794872e-05,-0.003594331525219018,0.0010929210621785333,0.00039933048537932336,0.00029088277369737636,0.0007935385219752789
1676104290.4095669,604,1676104290,404302016,base_link,0.000190604725918075,-0.0034254503042508316,0.0008991705059877467,0.002752767177298665,-0.00012906803749501702,0.00013237399980425837
1676104290.441186,605,1676104290,434302016,base_link,0.00018775216411266352,-0.003481812719404901,0.0011650084709348952,-0.00031483639031648636,-4.0818704292178235e-05,-0.000682490412145853
1676104290.4754686,606,1676104290,464302016,base_link,0.00027979898948960895,-0.003413284180063286,0.0013901466787054674,-5.910819163545966e-05,-0.0008006246061995625,-0.0001233583316206931
1676104290.5085974,607,1676104290,504304576,base_link,0.0002482325076299974,-0.003324015649575645,0.0015929683295230583,0.0013745573814958334,-0.0003857391420751809,0.00103306258097291
1676104290.5409124,608,1676104290,534304576,base_link,-6.063685425315858e-05,-0.0036778114195454084,0.0012544103788145885,-0.00040358040132559836,-0.0006973823765292762,0.0014770952984690666
