Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,attitude_status_flag,velocity_horiz_status_flag,velocity_vert_status_flag,pos_horiz_rel_status_flag,pos_horiz_abs_status_flag,pos_vert_abs_status_flag,pos_vert_agl_status_flag,const_pos_mode_status_flag,pred_pos_horiz_rel_status_flag,pred_pos_horiz_abs_status_flag,gps_glitch_status_flag,accel_error_status_flag
1676104289.095646,673,1676104289,95212228,,True,True,True,True,True,True,True,False,True,True,False,False
1676104289.2950552,674,1676104289,294275646,,True,True,True,True,True,True,True,False,True,True,False,False
1676104289.496006,675,1676104289,495538964,,True,True,True,True,True,True,True,False,True,True,False,False
1676104289.6948128,676,1676104289,693368084,,True,True,True,True,True,True,True,False,True,True,False,False
1676104289.8955443,677,1676104289,894249375,,True,True,True,True,True,True,True,False,True,True,False,False
1676104290.0947473,678,1676104290,93196845,,True,True,True,True,True,True,True,False,True,True,False,False
1676104290.2957428,679,1676104290,293344443,,True,True,True,True,True,True,True,False,True,True,False,False
1676104290.4956996,680,1676104290,494581880,,True,True,True,True,True,True,True,False,True,True,False,False
1676104290.6938212,681,1676104290,693275667,,True,True,True,True,True,True,True,False,True,True,False,False
1676104290.895668,682,1676104290,895239435,,True,True,True,True,True,True,True,False,True,True,False,False
1676104291.095093,683,1676104291,94616455,,True,True,True,True,True,True,True,False,True,True,False,False
1676104291.2952724,684,1676104291,293168104,,True,True,True,True,True,True,True,False,True,True,False,False
1676104291.4956884,685,1676104291,494583635,,True,True,True,True,True,True,True,False,True,True,False,False
1676104291.6941955,686,1676104291,693314353,,True,True,True,True,True,True,True,False,True,True,False,False
1676104291.8933852,687,1676104291,893018969,,True,True,True,True,True,True,True,False,True,True,False,False
1676104292.0937924,688,1676104292,93258415,,True,True,True,True,True,True,True,False,True,True,False,False
1676104292.295702,689,1676104292,294442550,,True,True,True,True,True,True,True,False,True,True,False,False
1676104292.4960306,690,1676104292,493749332,,True,True,True,True,True,True,True,False,True,True,False,False
1676104292.6944969,691,1676104292,693292032,,True,True,True,True,True,True,True,False,True,True,False,False
1676104292.896504,692,1676104292,895800649,,True,True,True,True,True,True,True,False,True,True,False,False
1676104293.0958388,693,1676104293,95350230,,True,True,True,True,True,True,True,False,True,True,False,False
1676104293.2942681,694,1676104293,293277851,,True,True,True,True,True,True,True,False,True,True,False,False
1676104293.4947085,695,1676104293,494234813,,True,True,True,True,True,True,True,False,True,True,False,False
1676104293.6986513,696,1676104293,693325716,,True,True,True,True,True,True,True,False,True,True,False,False
1676104293.8956125,697,1676104293,895237929,,True,True,True,True,True,True,True,False,True,True,False,False
