Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1676104288.9991367,1332,1676104288,998713183,,350848208000,1676103938150349354,1676103938149264384,0.3076019883155823
1676104289.0993543,1333,1676104289,98974305,,350948343000,1676103938150375312,1676103938149266944,0.5044670104980469
1676104289.1994426,1334,1676104289,198972510,,351048384000,1676103938150316610,1676103938149269504,0.5373179912567139
1676104289.2994535,1335,1676104289,298916994,,351148340000,1676103938150328168,1676103938149272064,0.4920229911804199
1676104289.3995807,1336,1676104289,398952068,,351248423000,1676103938150345833,1676103938149274624,0.36037901043891907
1676104289.4996161,1337,1676104289,498968180,,351348267000,1676103938150424641,1676103938149277440,0.5470960140228271
1676104289.5993068,1338,1676104289,598831926,,351448302000,1676103938150326830,1676103938149280000,0.4004330039024353
1676104289.6993558,1339,1676104289,698900721,,351548365000,1676103938150340708,1676103938149282304,0.38474801182746887
1676104289.8058827,1340,1676104289,802656115,,351650453000,1676103938151042685,1676103938149286656,2.3144888877868652
1676104289.8993568,1341,1676104289,898863762,,351748329000,1676103938150320045,1676103938149288960,0.42476600408554077
1676104290.000123,1342,1676104289,999421506,,351848375000,1676103938150549612,1676103938149292032,0.9876390099525452
1676104290.0994365,1343,1676104290,98911200,,351948352000,1676103938150319234,1676103938149294592,0.4748939871788025
1676104290.1994581,1344,1676104290,198960472,,352048433000,1676103938150290016,1676103938149296896,0.4694119989871979
1676104290.2993069,1345,1676104290,298865822,,352148318000,1676103938150331800,1676103938149299456,0.4271549880504608
1676104290.3994226,1346,1676104290,398862169,,352248332000,1676103938150314842,1676103938149302016,0.4256170094013214
1676104290.499474,1347,1676104290,498856665,,352348326000,1676103938150320532,1676103938149304576,0.41471099853515625
1676104290.5996523,1348,1676104290,598935528,,352448363000,1676103938150322517,1676103938149307136,0.4947449862957001
1676104290.6992276,1349,1676104290,698760547,,352548249000,1676103938150307451,1676103938149309696,0.4030809998512268
1676104290.7995913,1350,1676104290,798896631,,352648336000,1676103938150341795,1676103938149312256,0.43230199813842773
1676104290.8996933,1351,1676104290,899192489,,352748639000,1676103938150176814,1676103938149314304,0.747534990310669
1676104291.0004625,1352,1676104291,43923,,352849456000,1676103938149777668,1676103938149315072,1.614361047744751
1676104291.0996673,1353,1676104291,98869630,,352948307000,1676103938150342590,1676103938149317632,0.43504300713539124
1676104291.2000747,1354,1676104291,199564451,,353048998000,1676103938149994912,1676103938149319168,1.1373569965362549
1676104291.299649,1355,1676104291,299219117,,353148456000,1676103938150368804,1676103938149321728,0.7819780111312866
1676104291.399946,1356,1676104291,399081980,,353248320000,1676103938150434110,1676103938149324544,0.6501849889755249
1676104291.499762,1357,1676104291,499027175,,353348477000,1676103938150306478,1676103938149327104,0.48069000244140625
1676104291.5992713,1358,1676104291,598901094,,353448342000,1676103938150334350,1676103938149329664,0.44380199909210205
1676104291.6994119,1359,1676104291,698797975,,353548239000,1676103938150337518,1676103938149332224,0.436616986989975
1676104291.7998066,1360,1676104291,799080752,,353648361000,1676103938150396511,1676103938149335040,0.6420000195503235
1676104291.8993397,1361,1676104291,898939634,,353748367000,1676103938150327317,1676103938149337600,0.48585599660873413
1676104291.9994562,1362,1676104291,998916847,,353848385000,1676103938150295001,1676103938149339904,0.4679870009422302
1676104292.099698,1363,1676104292,99267263,,353948698000,1676103938150143136,1676103938149341952,0.8466799855232239
1676104292.2002656,1364,1676104292,198974439,,354048410000,1676103938150285012,1676103938149344256,0.5537070035934448
1676104292.2996128,1365,1676104292,299027902,,354148477000,1676103938150252873,1676103938149346560,0.5911679863929749
1676104292.3998938,1366,1676104292,399154992,,354248596000,1676103938150206622,1676103938149348608,0.6996830105781555
1676104292.4996467,1367,1676104292,498909167,,354348309000,1676103938150362062,1676103938149351168,0.47163501381874084
1676104292.599762,1368,1676104292,598912390,,354448325000,1676103938150356887,1676103938149353728,0.4554319977760315
1676104292.699572,1369,1676104292,699147811,,354548483000,1676103938150271127,1676103938149356032,0.7814220190048218
1676104292.7996118,1370,1676104292,799167497,,354648583000,1676103938150219859,1676103938149358336,0.7224050164222717
1676104292.9005003,1371,1676104292,900066195,,354749447000,1676103938149803801,1676103938149359616,1.6248799562454224
1676104293.0002668,1372,1676104292,999423973,,354848771000,1676103938150150237,1676103938149361920,0.997842013835907
1676104293.1002362,1373,1676104293,99504298,,354948917000,1676103938150045230,1676103938149363712,1.0771369934082031
1676104293.2003102,1374,1676104293,199582364,,355048388000,1676103938150632621,1676103938149367040,1.116894006729126
1676104293.2993443,1375,1676104293,298909452,,355148360000,1676103938150312866,1676103938149369600,0.4679870009422302
1676104293.3997478,1376,1676104293,398918094,,355248367000,1676103938150309379,1676103938149372160,0.4781709909439087
1676104293.4999013,1377,1676104293,498958587,,355348375000,1676103938150322057,1676103938149374720,0.5184119939804077
1676104293.5994973,1378,1676104293,598912342,,355448304000,1676103938150369265,1676103938149377280,0.47230198979377747
1676104293.699949,1379,1676104293,699233661,,355548659000,1676103938150152839,1676103938149379328,0.8366609811782837
1676104293.7993472,1380,1676104293,798873850,,355648328000,1676103938150330523,1676103938149381888,0.4255799949169159
1676104293.9000487,1381,1676104293,899190558,,355748617000,1676103938150186106,1676103938149383936,0.7684969902038574
1676104293.9992874,1382,1676104293,998860673,,355848299000,1676103938150351206,1676103938149386496,0.4160439968109131
1676104294.0995567,1383,1676104294,98954657,,355948349000,1676103938150340469,1676103938149389056,0.5250589847564697
1676104294.1996167,1384,1676104294,199036660,,356048472000,1676103938150267955,1676103938149391360,0.5880759954452515
1676104294.3030472,1385,1676104294,298901540,,356148343000,1676103938150333851,1676103938149393920,0.4422290027141571
1676104294.3993251,1386,1676104294,398870972,,356248296000,1676103938150356969,1676103938149396480,0.430525004863739
1676104294.4998398,1387,1676104294,499038380,,356348283000,1676103938150447380,1676103938149399296,0.6077240109443665
1676104294.599353,1388,1676104294,598925704,,356448343000,1676103938150334025,1676103938149401856,0.491800993680954
1676104294.6994438,1389,1676104294,698852397,,356548308000,1676103938150302449,1676103938149404416,0.47822800278663635
1676104294.7995458,1390,1676104294,798884013,,356648286000,1676103938150370028,1676103938149406976,0.4511359930038452
1676104294.899709,1391,1676104294,898974312,,356748307000,1676103938150394283,1676103938149409792,0.5399659872055054
1676104294.999667,1392,1676104294,998961670,,356848361000,1676103938150328307,1676103938149412352,0.5398920178413391
1676104295.0995321,1393,1676104295,99125348,,356948548000,1676103938150228894,1676103938149414656,0.6917949914932251
1676104295.2000055,1394,1676104295,199211658,,357048440000,1676103938150388770,1676103938149417472,0.759738028049469
1676104295.2993572,1395,1676104295,298904831,,357148291000,1676103938150370755,1676103938149420032,0.48009800910949707
1676104295.399556,1396,1676104295,399043011,,357248448000,1676103938150284056,1676103938149422336,0.6163340210914612
1676104295.4994502,1397,1676104295,498896994,,357348331000,1676103938150334056,1676103938149424896,0.4590429961681366
1676104295.5994658,1398,1676104295,598830420,,357448289000,1676103938150340296,1676103938149427456,0.3971189856529236
1676104295.6998434,1399,1676104295,699187649,,357548606000,1676103938150174567,1676103938149429504,0.8076990246772766
1676104295.799526,1400,1676104295,799011652,,357648421000,1676103938150317455,1676103938149432064,0.5413190126419067
1676104295.899515,1401,1676104295,898931189,,357748350000,1676103938150323576,1676103938149434624,0.508948028087616
1676104295.9994597,1402,1676104295,998970260,,357848398000,1676103938150297342,1676103938149437184,0.5435220003128052
1676104296.0993476,1403,1676104296,98830753,,357948281000,1676103938150346999,1676103938149440000,0.3991369903087616
1676104296.1995718,1404,1676104296,198929815,,358048357000,1676103938150323830,1676103938149442816,0.4919680058956146
1676104296.3003292,1405,1676104296,298857640,,358148280000,1676103938150362516,1676103938149445632,0.42463600635528564
1676104296.4000142,1406,1676104296,399403448,,358248800000,1676103938150126313,1676103938149447680,0.9474359750747681
1676104296.4994428,1407,1676104296,498888749,,358348300000,1676103938150363968,1676103938149450496,0.44413599371910095
1676104296.5993397,1408,1676104296,598880498,,358448300000,1676103938150360810,1676103938149453056,0.4347279965877533
1676104296.6997006,1409,1676104296,699152555,,358548571000,1676103938150273332,1676103938149455360,0.6110939979553223
1676104296.7992973,1410,1676104296,798870534,,358648312000,1676103938150337800,1676103938149457920,0.4359320104122162
1676104296.8995883,1411,1676104296,898896339,,358748312000,1676103938150354020,1676103938149460480,0.45506200194358826
1676104296.99967,1412,1676104296,998867070,,358848299000,1676103938150349354,1676103938149463040,0.43248799443244934
1676104297.1000686,1413,1676104297,99253985,,358948649000,1676103938150190950,1676103938149465088,0.822754979133606
