Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,temperature,variance
1676104288.873166,2439,1676104288,561887400,base_link,23.34000015258789,0.0
1676104288.874473,2440,1676104288,596934960,base_link,23.350000381469727,0.0
1676104288.87469,2441,1676104288,662011960,base_link,23.34000015258789,0.0
1676104288.8750155,2442,1676104288,722085008,base_link,23.34000015258789,0.0
1676104288.8752482,2443,1676104288,757128008,base_link,23.350000381469727,0.0
1676104288.8758745,2444,1676104288,822205520,base_link,23.34000015258789,0.0
1676104288.886805,2445,1676104288,882278520,base_link,23.350000381469727,0.0
1676104288.949807,2446,1676104288,942353824,base_link,23.350000381469727,0.0
1676104288.9878113,2447,1676104288,982400824,base_link,23.34000015258789,0.0
1676104289.0469313,2448,1676104289,42475384,base_link,23.350000381469727,0.0
1676104289.1062021,2449,1676104289,102550944,base_link,23.350000381469727,0.0
1676104289.1647024,2450,1676104289,157616944,base_link,23.350000381469727,0.0
1676104289.2252917,2451,1676104289,217692504,base_link,23.350000381469727,0.0
1676104289.2657108,2452,1676104289,257739504,base_link,23.350000381469727,0.0
1676104289.3255892,2453,1676104289,317814064,base_link,23.350000381469727,0.0
1676104289.3913317,2454,1676104289,377887064,base_link,23.350000381469727,0.0
1676104289.426045,2455,1676104289,417936624,base_link,23.350000381469727,0.0
1676104289.486851,2456,1676104289,483016624,base_link,23.350000381469727,0.0
1676104289.5446887,2457,1676104289,538086440,base_link,23.35999870300293,0.0
1676104289.6049175,2458,1676104289,598163000,base_link,23.350000381469727,0.0
1676104289.6453676,2459,1676104289,638207000,base_link,23.35999870300293,0.0
1676104289.704947,2460,1676104289,698281304,base_link,23.350000381469727,0.0
1676104289.7658877,2461,1676104289,758354304,base_link,23.35999870300293,0.0
1676104289.8061714,2462,1676104289,798406656,base_link,23.35999870300293,0.0
1676104289.8850286,2463,1676104289,878503656,base_link,23.35999870300293,0.0
1676104289.9249942,2464,1676104289,918552960,base_link,23.35999870300293,0.0
1676104289.9856935,2465,1676104289,978626960,base_link,23.35999870300293,0.0
1676104290.0453358,2466,1676104290,38701032,base_link,23.35999870300293,0.0
