Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1676104288.8731706,2439,1676104288,561887400,base_link,101299.5,0.0
1676104288.875666,2440,1676104288,596934960,base_link,101299.75,0.0
1676104288.8759027,2441,1676104288,662011960,base_link,101298.25,0.0
1676104288.8778799,2442,1676104288,722085008,base_link,101299.25,0.0
1676104288.8779511,2443,1676104288,757128008,base_link,101303.25,0.0
1676104288.878028,2444,1676104288,822205520,base_link,101300.75,0.0
1676104288.886818,2445,1676104288,882278520,base_link,101299.75,0.0
1676104288.9498332,2446,1676104288,942353824,base_link,101301.25,0.0
1676104288.9878821,2447,1676104288,982400824,base_link,101298.25,0.0
1676104289.0471365,2448,1676104289,42475384,base_link,101299.75,0.0
1676104289.1063066,2449,1676104289,102550944,base_link,101302.25,0.0
1676104289.164721,2450,1676104289,157616944,base_link,101301.25,0.0
1676104289.225345,2451,1676104289,217692504,base_link,101298.75,0.0
1676104289.2659452,2452,1676104289,257739504,base_link,101303.25,0.0
1676104289.3256075,2453,1676104289,317814064,base_link,101301.0,0.0
1676104289.3917181,2454,1676104289,377887064,base_link,101302.0,0.0
1676104289.4261057,2455,1676104289,417936624,base_link,101303.0,0.0
1676104289.486983,2456,1676104289,483016624,base_link,101298.25,0.0
1676104289.544749,2457,1676104289,538086440,base_link,101300.25,0.0
1676104289.6050348,2458,1676104289,598163000,base_link,101301.4921875,0.0
1676104289.6454215,2459,1676104289,638207000,base_link,101301.25,0.0
1676104289.7049763,2460,1676104289,698281304,base_link,101299.5,0.0
1676104289.7659512,2461,1676104289,758354304,base_link,101300.75,0.0
1676104289.806186,2462,1676104289,798406656,base_link,101300.5,0.0
1676104289.8850863,2463,1676104289,878503656,base_link,101300.5,0.0
1676104289.925671,2464,1676104289,918552960,base_link,101302.25,0.0
1676104289.9857514,2465,1676104289,978626960,base_link,101300.25,0.0
1676104290.0453823,2466,1676104290,38701032,base_link,101301.0,0.0
1676104290.086737,2467,1676104290,78749032,base_link,101301.0,0.0
1676104290.1469545,2468,1676104290,138823592,base_link,101299.75,0.0
1676104290.2068799,2469,1676104290,198898896,base_link,101302.25,0.0
1676104290.2679157,2470,1676104290,258974896,base_link,101303.25,0.0
1676104290.306013,2471,1676104290,299021456,base_link,101300.0,0.0
1676104290.3648186,2472,1676104290,359095456,base_link,101300.5,0.0
1676104290.4257758,2473,1676104290,419170016,base_link,101299.25,0.0
1676104290.4671237,2474,1676104290,459217016,base_link,101300.5,0.0
1676104290.546519,2475,1676104290,539316576,base_link,101299.75,0.0
1676104290.5865743,2476,1676104290,579363576,base_link,101301.25,0.0
1676104290.6463873,2477,1676104290,639438136,base_link,101301.2421875,0.0
1676104290.7039335,2478,1676104290,699512696,base_link,101301.0,0.0
1676104290.7491512,2479,1676104290,739561696,base_link,101299.0,0.0
1676104290.8060427,2480,1676104290,799636256,base_link,101300.0,0.0
1676104290.8649814,2481,1676104290,859709256,base_link,101299.5,0.0
1676104290.9260879,2482,1676104290,919784304,base_link,101298.75,0.0
1676104290.9656656,2483,1676104290,959831304,base_link,101300.0,0.0
1676104291.0259473,2484,1676104291,19904072,base_link,101301.0,0.0
1676104291.0845666,2485,1676104291,79978072,base_link,101299.25,0.0
1676104291.1257489,2486,1676104291,120026632,base_link,101300.2421875,0.0
1676104291.205871,2487,1676104291,200128168,base_link,101298.75,0.0
1676104291.2446904,2488,1676104291,240173168,base_link,101300.0,0.0
1676104291.303693,2489,1676104291,300247728,base_link,101301.0,0.0
1676104291.3651476,2490,1676104291,360319728,base_link,101301.5,0.0
1676104291.4061635,2491,1676104291,400371544,base_link,101300.75,0.0
1676104291.466242,2492,1676104291,460443544,base_link,101302.75,0.0
1676104291.5260444,2493,1676104291,520518104,base_link,101298.5,0.0
1676104291.5853524,2494,1676104291,580590104,base_link,101300.4921875,0.0
1676104291.6262045,2495,1676104291,620641664,base_link,101299.0,0.0
1676104291.6880512,2496,1676104291,680713664,base_link,101298.25,0.0
1676104291.7460058,2497,1676104291,740788224,base_link,101302.5,0.0
1676104291.7866795,2498,1676104291,780836224,base_link,101300.9921875,0.0
1676104291.84622,2499,1676104291,840912040,base_link,101300.5,0.0
1676104291.9066026,2500,1676104291,900986600,base_link,101302.25,0.0
1676104291.9656615,2501,1676104291,961058600,base_link,101301.25,0.0
1676104292.0260766,2502,1676104292,16128904,base_link,101299.75,0.0
1676104292.067474,2503,1676104292,61181904,base_link,101300.25,0.0
1676104292.1261814,2504,1676104292,121256952,base_link,101299.5,0.0
1676104292.184902,2505,1676104292,176321952,base_link,101300.25,0.0
1676104292.2462733,2506,1676104292,241403256,base_link,101302.0,0.0
1676104292.2875159,2507,1676104292,281451256,base_link,101299.25,0.0
1676104292.3459022,2508,1676104292,341526560,base_link,101299.0,0.0
1676104292.4060736,2509,1676104292,401599608,base_link,101300.0,0.0
1676104292.446347,2510,1676104292,441648608,base_link,101300.25,0.0
1676104292.524641,2511,1676104292,521748168,base_link,101301.25,0.0
1676104292.56616,2512,1676104292,561795168,base_link,101299.9921875,0.0
1676104292.6260931,2513,1676104292,621872728,base_link,101298.5,0.0
1676104292.6874113,2514,1676104292,681947728,base_link,101299.75,0.0
1676104292.7247396,2515,1676104292,716989032,base_link,101299.5,0.0
1676104292.7861502,2516,1676104292,782065032,base_link,101298.25,0.0
1676104292.8453586,2517,1676104292,842140336,base_link,101300.5,0.0
1676104292.9065287,2518,1676104292,902213616,base_link,101302.0,0.0
1676104292.9450414,2519,1676104292,937256616,base_link,101301.0,0.0
1676104293.0056665,2520,1676104292,997329920,base_link,101300.75,0.0
1676104293.066288,2521,1676104293,62408920,base_link,101303.0,0.0
1676104293.1041384,2522,1676104293,97452712,base_link,101298.5,0.0
1676104293.165659,2523,1676104293,157525712,base_link,101300.0,0.0
1676104293.2245302,2524,1676104293,217600040,base_link,101301.2421875,0.0
1676104293.2868626,2525,1676104293,277672040,base_link,101299.5,0.0
1676104293.346056,2526,1676104293,337747600,base_link,101302.25,0.0
1676104293.38891,2527,1676104293,377796600,base_link,101302.0,0.0
1676104293.445421,2528,1676104293,437870160,base_link,101300.25,0.0
1676104293.5048735,2529,1676104293,497951720,base_link,101299.5,0.0
1676104293.5650687,2530,1676104293,558017720,base_link,101299.0,0.0
1676104293.6047697,2531,1676104293,598069280,base_link,101300.75,0.0
1676104293.6647723,2532,1676104293,658140280,base_link,101298.0,0.0
1676104293.725628,2533,1676104293,718215328,base_link,101299.75,0.0
1676104293.7651837,2534,1676104293,758264328,base_link,101300.0,0.0
1676104293.8258805,2535,1676104293,818338888,base_link,101300.25,0.0
1676104293.8858428,2536,1676104293,878410888,base_link,101300.25,0.0
1676104293.9460073,2537,1676104293,938487936,base_link,101299.5,0.0
1676104294.0048158,2538,1676104293,998560496,base_link,101300.25,0.0
1676104294.0505683,2539,1676104294,38608496,base_link,101292.4921875,0.0
1676104294.1068513,2540,1676104294,98683056,base_link,101292.25,0.0
