Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,type_mask,orientation.x,orientation.y,orientation.z,orientation.w,body_rate.x,body_rate.y,body_rate.z,thrust
1676104288.8759253,1072,1676104288,827259520,,0,-0.004279513948088687,0.00017287353097384072,0.0403623087980943,-0.9991759698504925,0.9077107310295105,-0.2596164345741272,-0.006221890449523894,0.057575758546590805
1676104288.9556742,1073,1676104288,952261824,,0,-0.005349382886215508,0.00021609067894633394,0.04036197162330624,-0.9991708279349741,0.9249613881111145,-0.25947633385658264,-0.006120072212070195,0.057575758546590805
1676104289.0807395,1074,1676104289,77264384,,0,-0.005349383050851635,0.00021608129468709492,0.04036024360251729,-0.9991708700818226,0.9245513081550598,-0.2594579756259918,-0.00610540062189099,0.057575758546590805
1676104289.2067301,1075,1676104289,202269504,,0,-0.00534938552039354,0.0002160248244955354,0.04034966474354113,-0.9991713336971563,0.9249363541603088,-0.2593536078929901,-0.00611705472692844,0.057575758546590805
1676104289.3311613,1076,1676104289,328272064,,0,-0.004279519381080878,0.00017273573053554542,0.04033015075268059,-0.9991772764027963,0.9081583023071289,-0.2592985928058624,-0.006233082152903048,0.057575758546590805
1676104289.4564993,1077,1676104289,448274624,,0,-0.004279520698169894,0.00017270379112690833,0.04032269076049408,-0.9991775714307359,0.9080854058265686,-0.2593388259410858,-0.006251532584428755,0.057575758546590805
1676104289.580341,1078,1676104289,573277440,,0,-0.00534939045947735,0.00021590068885578057,0.04032648397686005,-0.9991722609278235,0.9081193208694458,-0.25994783639907837,-0.006291657686233488,0.057575758546590805
1676104289.7079687,1079,1676104289,703282304,,0,-0.004279519216444751,0.0001727352366271642,0.04033002431213505,-0.9991772342559477,0.9084768891334534,-0.2598283290863037,-0.006249641999602286,0.057575758546590805
1676104289.8315148,1080,1676104289,828286656,,0,-0.0053493902948412225,0.0002159048047589557,0.040327284766981816,-0.9991722187809751,0.9085298776626587,-0.2599736452102661,-0.006246448494493929,0.057575758546590805
1676104289.9567797,1081,1676104289,953288960,,0,-0.005349388483843826,0.00021595534804994335,0.04033668351419972,-0.9991718394593384,0.9259691834449768,-0.25997719168663025,-0.00613411236554381,0.057575758546590805
1676104290.081634,1082,1676104290,78292032,,0,-0.005349387166754809,0.00021597773856321485,0.04034089819905083,-0.9991716708719444,0.926222562789917,-0.2598297894001007,-0.00612331088632342,0.057575758546590805
1676104290.2059221,1083,1676104290,198296896,,0,-0.0042795187225363705,0.00017275054778697488,0.04033360679425844,-0.9991771078154023,0.9259322285652161,-0.2596365809440613,-0.006089285016059843,0.057575758546590805
1676104290.3303072,1084,1676104290,324299456,,0,-0.0053493889777522065,0.00021593509780632258,0.0403329324446823,-0.9991719658998839,0.9258182048797607,-0.25976186990737915,-0.006134985480457512,0.057575758546590805
1676104290.455977,1085,1676104290,449302016,,0,-0.004279521685986656,0.00017267251026277904,0.040315357208853264,-0.9991778243118269,0.9087926149368286,-0.2595844268798828,-0.006255482323467699,0.057575758546590805
1676104290.580291,1086,1676104290,574304576,,0,-0.005349392764383128,0.00021584372475584026,0.04031586297103532,-0.9991726823963086,0.92560213804245,-0.2593512237071991,-0.00611190218478438,0.057575758546590805
1676104290.7056615,1087,1676104290,699309696,,0,-0.005349393587563762,0.000215819852517426,0.0403113954050932,-0.9991728509837027,0.9254723191261292,-0.25953707098960876,-0.006139393895864455,0.057575758546590805
1676104290.8302078,1088,1676104290,824312256,,0,-0.005349394081472144,0.0002158055291743771,0.04030869800678844,-0.9991729352773997,0.9251853823661804,-0.25955161452293396,-0.006093958392739264,0.057575758546590805
1676104290.9575777,1089,1676104290,949314304,,0,-0.005349390624113477,0.00021589723149711387,0.04032585177413244,-0.9991723030746721,0.9251834750175476,-0.2596016526222229,-0.006090159993618695,0.057575758546590805
1676104291.0803084,1090,1676104291,75315072,,0,-0.005349389965568969,0.00021591764637686142,0.04032964499049838,-0.9991721344872779,0.9252269268035889,-0.259530633687973,-0.0061219064518809,0.057575758546590805
1676104291.207716,1091,1676104291,200319168,,0,-0.005349384532576778,0.00021604820282556888,0.04035400586893771,-0.9991711229629138,0.9252325892448425,-0.2594522535800934,-0.006127502769231764,0.057575758546590805
1676104291.3306444,1092,1676104291,325321728,,0,-0.004279514441997068,0.00017285821981403006,0.040358726315970914,-0.999176096291038,0.9253246188163757,-0.25965070724487305,-0.006119736470282046,0.057575758546590805
1676104291.4557233,1093,1676104291,450324544,,0,-0.004279513618816433,0.00017287517733511067,0.0403626881197309,-0.9991759277036439,0.9081733822822571,-0.2592681050300598,-0.006244449876248804,0.057575758546590805
1676104291.5805726,1094,1676104291,575327104,,0,-0.005349381075218111,0.00021613397824773377,0.04037006381822037,-0.999170490760186,0.9251595735549927,-0.25938013195991516,-0.006081529427319733,0.057575758546590805
1676104291.7058735,1095,1676104291,700332224,,0,-0.005349380252037476,0.00021614863086303623,0.04037280336337353,-0.9991703643196406,0.9253678321838379,-0.25942108035087585,-0.006089869886636702,0.057575758546590805
1676104291.8302994,1096,1676104291,825335040,,0,-0.005349376959314936,0.00021623555873808985,0.04038902990005023,-0.9991697321169128,0.925479531288147,-0.2594667077064514,-0.0061043426394462265,0.057575758546590805
1676104291.9559498,1097,1676104291,951337600,,0,-0.005349376465406555,0.0002162511991701543,0.04039193803259755,-0.9991696056763673,0.9252866506576538,-0.2591601610183716,-0.00610127020627257,0.057575758546590805
1676104292.0826762,1098,1676104292,76339904,,0,-0.005349376630042682,0.00021624379054443967,0.040390589333445144,-0.9991696899700643,0.9253897070884705,-0.2594769299030304,-0.0061268359422683395,0.057575758546590805
1676104292.2068102,1099,1676104292,201344256,,0,-0.005349377453223317,0.00021622386957307333,0.040386838263927714,-0.9991698164106099,0.9251846075057983,-0.2592874765396118,-0.006110166199505297,0.057575758546590805
1676104292.3297865,1100,1676104292,326346560,,0,-0.0053493790995845876,0.00021618271054132425,0.040379167537498754,-0.999170153585398,0.9250151515007019,-0.25944751501083374,-0.006111559458076922,0.057575758546590805
1676104292.4564524,1101,1676104292,451348608,,0,-0.0053493843679406515,0.0002160496845507116,0.0403543430437258,-0.9991711229629138,0.9251499772071838,-0.25926274061203003,-0.0061412760987877525,0.057575758546590805
1676104292.587089,1102,1676104292,576351168,,0,-0.005349387989935445,0.00021595979322537205,0.04033756859801846,-0.9991717973124898,0.9249386787414551,-0.2591061294078827,-0.006084260065108506,0.057575758546590805
