Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,group_mix,controls_0,controls_1,controls_2,controls_3,controls_4,controls_5,controls_6,controls_7
1676104290.8513467,4082,1676104290,848659256,,0,0.0741669163107872,0.020730534568428993,0.0011474326020106673,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104290.8852975,4083,1676104290,881197256,,0,0.0743204653263092,0.0208444707095623,0.0011405906407162547,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104290.9190683,4084,1676104290,914992304,,0,0.07379375398159027,0.020746562629938126,0.0011832824675366282,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104290.9520714,4085,1676104290,948782304,,0,0.07401131093502045,0.02078961580991745,0.001037190668284893,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104290.9867485,4086,1676104290,982571304,,0,0.0738595500588417,0.020975567400455475,0.0012857107212767005,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.0197015,4087,1676104291,16365072,,0,0.07389156520366669,0.02052265964448452,0.0015514529077336192,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.0508597,4088,1676104291,47654072,,0,0.0739661231637001,0.02091902308166027,0.0008742136997170746,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.0865176,4089,1676104291,83949072,,0,0.07425500452518463,0.020544301718473434,0.0011860332451760769,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.1190577,4090,1676104291,116492632,,0,0.07296814024448395,0.02081497386097908,0.0013955006143078208,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.1506233,4091,1676104291,147772632,,0,0.07394217699766159,0.020462358370423317,0.0012417151592671871,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.187213,4092,1676104291,182815632,,0,0.07365947216749191,0.020986411720514297,0.0013044759398326278,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.219085,4093,1676104291,216607168,,0,0.07424025237560272,0.021011311560869217,0.0014280792092904449,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.2521145,4094,1676104291,249148168,,0,0.07222957164049149,0.020828543230891228,0.0013440868351608515,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.285628,4095,1676104291,282940168,,0,0.07266047596931458,0.02068314515054226,0.001434996142052114,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.3183548,4096,1676104291,315478728,,0,0.07382021099328995,0.020921314135193825,0.0013207405572757125,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.3512204,4097,1676104291,348019728,,0,0.07288824021816254,0.020630864426493645,0.0008767351391725242,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.3861544,4098,1676104291,381811728,,0,0.07261264324188232,0.020862434059381485,0.0009973123669624329,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.416956,4099,1676104291,414352544,,0,0.07373558729887009,0.02071542851626873,0.0011072405613958836,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.4502635,4100,1676104291,446890544,,0,0.07260840386152267,0.020551351830363274,0.0009714453481137753,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.487375,4101,1676104291,483187544,,0,0.07398780435323715,0.02070031501352787,0.0014546375023201108,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.5200794,4102,1676104291,516988104,,0,0.07349979877471924,0.020837653428316116,0.0012290757149457932,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.5524921,4103,1676104291,549516104,,0,0.07386250793933868,0.020919308066368103,0.0012983967317268252,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.5864599,4104,1676104291,583309104,,0,0.07455600798130035,0.020724644884467125,0.0013356148265302181,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.62013,4105,1676104291,617110664,,0,0.0726681724190712,0.02083362266421318,0.0013517814222723246,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.651549,4106,1676104291,648390664,,0,0.07415002584457397,0.020830858498811722,0.0011753103462979198,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.6875787,4107,1676104291,682186664,,0,0.07231008261442184,0.020736679434776306,0.0012574346037581563,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.7187836,4108,1676104291,715976224,,0,0.07399317622184753,0.020782848820090294,0.001288889441639185,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.7544343,4109,1676104291,749761224,,0,0.07232437282800674,0.020751291885972023,0.0013290132628753781,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.786126,4110,1676104291,782304224,,0,0.07381000369787216,0.020943455398082733,0.0010405232897028327,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.8185558,4111,1676104291,816114040,,0,0.0739019438624382,0.020498240366578102,0.0008637755527161062,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.8511698,4112,1676104291,848635040,,0,0.07253587245941162,0.02086089923977852,0.001335545675829053,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.8851602,4113,1676104291,881172040,,0,0.07418469339609146,0.02057391032576561,0.0012336624786257744,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.9189873,4114,1676104291,916227600,,0,0.07386656850576401,0.020479489117860794,0.0011470201425254345,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.9541535,4115,1676104291,950010600,,0,0.07391152530908585,0.02065884694457054,0.0012859003618359566,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104291.9863544,4116,1676104291,983800600,,0,0.07408540695905685,0.020691554993391037,0.0012486729538068175,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.0168693,4117,1676104292,13839904,,0,0.07257436215877533,0.02094641886651516,0.001368416124023497,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.053364,4118,1676104292,50133904,,0,0.07414539903402328,0.020730502903461456,0.0010844654170796275,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.0857263,4119,1676104292,82670904,,0,0.07387659698724747,0.020749585703015327,0.0012693521566689014,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.1197977,4120,1676104292,116463952,,0,0.07402173429727554,0.0207077469676733,0.0015541677130386233,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.150363,4121,1676104292,147751952,,0,0.07422230392694473,0.020538227632641792,0.001242272206582129,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.1867392,4122,1676104292,184045952,,0,0.07414890825748444,0.02067861706018448,0.0013511752476915717,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.2187686,4123,1676104292,215334256,,0,0.07370703667402267,0.021106891334056854,0.0012351578334346414,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.2512646,4124,1676104292,247877256,,0,0.07258354872465134,0.021132171154022217,0.0014358202461153269,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.2855809,4125,1676104292,282916256,,0,0.07401906698942184,0.02081897296011448,0.0013516474282369018,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.320297,4126,1676104292,316710560,,0,0.07344403117895126,0.021079065278172493,0.0009794178185984492,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.3514342,4127,1676104292,347999560,,0,0.0731211006641388,0.020670192316174507,0.0012369533069431782,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.3854918,4128,1676104292,381786560,,0,0.07404759526252747,0.020707733929157257,0.0014158057747408748,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.4170015,4129,1676104292,414329608,,0,0.0738716870546341,0.02038108929991722,0.0015037800185382366,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.4512682,4130,1676104292,448122608,,0,0.0737670511007309,0.020481154322624207,0.001473159878514707,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.4855065,4131,1676104292,481908608,,0,0.07401484251022339,0.020674973726272583,0.0013649942120537162,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.5186467,4132,1676104292,515703168,,0,0.07380706071853638,0.020439598709344864,0.0014383193338289857,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.5525367,4133,1676104292,549496168,,0,0.07385292649269104,0.020588314160704613,0.0014474359340965748,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.5872958,4134,1676104292,583285168,,0,0.07420666515827179,0.020592762157320976,0.001161998021416366,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.619839,4135,1676104292,617084728,,0,0.07388903945684433,0.020522473379969597,0.001162938540801406,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.6529877,4136,1676104292,649617728,,0,0.07405760139226913,0.021090472117066383,0.0012619703775271773,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.685669,4137,1676104292,682162728,,0,0.0744185596704483,0.02082936093211174,0.001469841692596674,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.7181728,4138,1676104292,715951032,,0,0.07395240664482117,0.02031491883099079,0.0007753240060992539,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.7516968,4139,1676104292,748490032,,0,0.07416477799415588,0.02079463005065918,0.0015725888079032302,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.7853985,4140,1676104292,782278032,,0,0.07359862327575684,0.020963607355952263,0.0011539794504642487,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.8195035,4141,1676104292,814820336,,0,0.07418573647737503,0.02091786079108715,0.0013050149427726865,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.8516083,4142,1676104292,848610336,,0,0.07260717451572418,0.020868612453341484,0.0013239135732874274,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.8855226,4143,1676104292,881150336,,0,0.07430192828178406,0.020948005840182304,0.0012039317516610026,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.9171326,4144,1676104292,914943616,,0,0.07256202399730682,0.02075117640197277,0.0011417265050113201,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.950782,4145,1676104292,947481616,,0,0.07340896129608154,0.02098947949707508,0.0009243680397048593,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104292.9872518,4146,1676104292,983773616,,0,0.07440502941608429,0.020539946854114532,0.0012720255181193352,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.019821,4147,1676104293,16315920,,0,0.07370824366807938,0.0205173771828413,0.0013216356746852398,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.050642,4148,1676104293,47611920,,0,0.07391883432865143,0.020807430148124695,0.000996263581328094,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.0865397,4149,1676104293,81393920,,0,0.07220038771629333,0.020262105390429497,0.0014459381345659494,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.1183689,4150,1676104293,115193712,,0,0.07401593774557114,0.0208987258374691,0.001052366686053574,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.1539392,4151,1676104293,150230712,,0,0.07429295778274536,0.020599311217665672,0.0011129097547382116,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.1880665,4152,1676104293,182766712,,0,0.07375313341617584,0.020677000284194946,0.0011607909109443426,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.2179735,4153,1676104293,215311040,,0,0.07362652570009232,0.020927807316184044,0.0011305272346362472,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.2512038,4154,1676104293,247857040,,0,0.07232094556093216,0.020234324038028717,0.0011684636119753122,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.2855139,4155,1676104293,281640040,,0,0.0740666389465332,0.02111475169658661,0.001211071154102683,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.3193722,4156,1676104293,316686600,,0,0.07411578297615051,0.020777367055416107,0.0013438764726743102,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.352335,4157,1676104293,349227600,,0,0.07207692414522171,0.02064152993261814,0.0013053501024842262,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.386488,4158,1676104293,381762600,,0,0.07381643354892731,0.020613420754671097,0.0013826818903908134,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.4178445,4159,1676104293,414307160,,0,0.07370313256978989,0.020555077120661736,0.001205253298394382,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.4553497,4160,1676104293,450599160,,0,0.07434948533773422,0.02081158012151718,0.0016099214553833008,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.4864564,4161,1676104293,483140160,,0,0.07440809160470963,0.020482277497649193,0.0013270167401060462,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.5194862,4162,1676104293,516932720,,0,0.07375376671552658,0.020541736856102943,0.001565149868838489,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.552093,4163,1676104293,549476720,,0,0.0738699659705162,0.020693758502602577,0.0010800379095599055,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.5853133,4164,1676104293,582009720,,0,0.0729350820183754,0.02076260931789875,0.0014366201357915998,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.6192276,4165,1676104293,615803280,,0,0.07370363175868988,0.020843148231506348,0.00140257622115314,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.652266,4166,1676104293,649595280,,0,0.07380910962820053,0.02044421248137951,0.001398117165081203,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.6862712,4167,1676104293,682135280,,0,0.07408475875854492,0.020770074799656868,0.0011436830973252654,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.7188752,4168,1676104293,715937328,,0,0.07401657849550247,0.020956160500645638,0.0011132723884657025,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.7515283,4169,1676104293,748465328,,0,0.07392356544733047,0.020676854997873306,0.001308780862018466,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.7841258,4170,1676104293,781005328,,0,0.0736456960439682,0.020481184124946594,0.001300190924666822,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.8188436,4171,1676104293,814802888,,0,0.07370302081108093,0.020703691989183426,0.0014337165048345923,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.8516166,4172,1676104293,848590888,,0,0.07392401993274689,0.020697185769677162,0.00100963213481009,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.8854752,4173,1676104293,881124888,,0,0.07419746369123459,0.020752988755702972,0.001435956684872508,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.945789,4174,1676104293,939966936,,0,0.06389817595481873,0.024279814213514328,-0.04470193386077881,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104293.9780822,4175,1676104293,973741936,,0,0.07574040442705154,0.02981508895754814,-0.012706108391284943,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104294.0105586,4176,1676104294,6282496,,0,0.07275861501693726,0.04628387838602066,-0.0028542757499963045,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104294.0501375,4177,1676104294,42576496,,0,0.02769160270690918,0.03525795042514801,-0.008495558053255081,0.057575758546590805,0.0,0.0,0.0,-1.0
1676104294.0780828,4178,1676104294,75117496,,0,0.005059656221419573,0.011047996580600739,-0.001197531120851636,0.057575758546590805,0.0,0.0,0.0,-1.0
