Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15,channels_16,channels_17
1676104290.867196,1362,1676104290,853312256,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104290.966832,1363,1676104290,958314304,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.0703218,1364,1676104291,65315072,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.1670172,1365,1676104291,161317632,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.2672093,1366,1676104291,253319168,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.3669624,1367,1676104291,361321728,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.4665713,1368,1676104291,453324544,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.5700088,1369,1676104291,561327104,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.6658466,1370,1676104291,653329664,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.767629,1371,1676104291,761332224,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.8689365,1372,1676104291,857335040,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104291.9670374,1373,1676104291,961337600,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.0676668,1374,1676104292,53339904,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.1665142,1375,1676104292,161341952,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.2685633,1376,1676104292,257344256,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.3663552,1377,1676104292,361346560,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.466819,1378,1676104292,457348608,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.5674338,1379,1676104292,561351168,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.6672986,1380,1676104292,657353728,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.765929,1381,1676104292,761356032,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.866581,1382,1676104292,857358336,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104292.96665,1383,1676104292,961359616,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.0680175,1384,1676104293,57361920,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.166953,1385,1676104293,153363712,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.266628,1386,1676104293,258367040,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.3709033,1387,1676104293,353369600,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.4667003,1388,1676104293,461372160,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.5671196,1389,1676104293,553374720,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.6672814,1390,1676104293,661377280,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.7670145,1391,1676104293,753379328,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1065,1514,1542,1514,1514,1514,1514,998,998
1676104293.866797,1392,1676104293,861381888,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104293.9674683,1393,1676104293,953383936,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.0665948,1394,1676104294,61386496,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.166962,1395,1676104294,154389056,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.266612,1396,1676104294,261391360,,255,1503,1495,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.3684669,1397,1676104294,353393920,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.4658358,1398,1676104294,461396480,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.5685773,1399,1676104294,565399296,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.6690495,1400,1676104294,661401856,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.7668257,1401,1676104294,753404416,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.8700497,1402,1676104294,861406976,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104294.9653049,1403,1676104294,953409792,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.0717235,1404,1676104295,61412352,,255,1502,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.167996,1405,1676104295,157414656,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.2685235,1406,1676104295,261417472,,255,1503,1496,1066,1495,1065,1065,1499,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.3672743,1407,1676104295,357420032,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.4676566,1408,1676104295,449422336,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.5686016,1409,1676104295,557424896,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.667105,1410,1676104295,649427456,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.7678192,1411,1676104295,757429504,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.8677,1412,1676104295,849432064,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104295.9663782,1413,1676104295,957434624,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.066363,1414,1676104296,49437184,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.1668725,1415,1676104296,157440000,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.2681055,1416,1676104296,253442816,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.3661337,1417,1676104296,357445632,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.4697225,1418,1676104296,449447680,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.5688381,1419,1676104296,557450496,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.6674829,1420,1676104296,653453056,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.7663147,1421,1676104296,757455360,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.8684752,1422,1676104296,865457920,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104296.9673965,1423,1676104296,957460480,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.067137,1424,1676104297,53463040,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.167454,1425,1676104297,161465088,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.2669115,1426,1676104297,253467136,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.370851,1427,1676104297,361469440,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.469132,1428,1676104297,453472000,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.5682847,1429,1676104297,561474560,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.6691504,1430,1676104297,653477120,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.7672963,1431,1676104297,761479680,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.869989,1432,1676104297,853482240,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104297.9672587,1433,1676104297,961484800,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.068901,1434,1676104298,53487360,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.1682734,1435,1676104298,161490176,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.2675154,1436,1676104298,253492736,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.3689117,1437,1676104298,361495552,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.4674933,1438,1676104298,453498112,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.5666173,1439,1676104298,561500928,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.6686757,1440,1676104298,657503488,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.7674408,1441,1676104298,761506048,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.8667667,1442,1676104298,857508608,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104298.9685268,1443,1676104298,961511168,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.0671427,1444,1676104299,57513472,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.1678665,1445,1676104299,149515520,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.2669582,1446,1676104299,257518080,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.3681366,1447,1676104299,365520640,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.4673316,1448,1676104299,457523200,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.5658555,1449,1676104299,549526016,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.667595,1450,1676104299,657528576,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.768872,1451,1676104299,765531392,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.867827,1452,1676104299,857534208,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104299.9672568,1453,1676104299,953536768,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.0672476,1454,1676104300,57539584,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.1673045,1455,1676104300,149541632,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.267047,1456,1676104300,257544192,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.3689816,1457,1676104300,365547008,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.4677272,1458,1676104300,457549824,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.5664217,1459,1676104300,554552384,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.6678655,1460,1676104300,661555200,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.7685633,1461,1676104300,765557760,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.867794,1462,1676104300,861560576,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104300.9673653,1463,1676104300,953563136,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.0682302,1464,1676104301,61565696,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.1679897,1465,1676104301,153567744,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.2663825,1466,1676104301,261570048,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.3687391,1467,1676104301,353571840,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.4675987,1468,1676104301,461574656,,255,1503,1495,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.5675027,1469,1676104301,553577216,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.6672597,1470,1676104301,661579520,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.7665637,1471,1676104301,753580544,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.8672123,1472,1676104301,861583360,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104301.9676704,1473,1676104301,953586176,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.0688143,1474,1676104302,61588992,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.1671224,1475,1676104302,153591808,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.267667,1476,1676104302,261594624,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.3665402,1477,1676104302,357597440,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.4683723,1478,1676104302,461600000,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.5673006,1479,1676104302,557602560,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.666239,1480,1676104302,649605376,,255,1503,1495,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.7663975,1481,1676104302,757608192,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.868091,1482,1676104302,849610752,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104302.9668915,1483,1676104302,957613568,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.0669928,1484,1676104303,53616384,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.1664605,1485,1676104303,157619456,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.2674696,1486,1676104303,250622272,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.3664331,1487,1676104303,357625088,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.4678948,1488,1676104303,465627648,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.568258,1489,1676104303,557630208,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.6671875,1490,1676104303,653633024,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.768415,1491,1676104303,757635840,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.8674188,1492,1676104303,853638656,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104303.9668581,1493,1676104303,962641216,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.0681899,1494,1676104304,53643776,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.1673346,1495,1676104304,157646592,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.2681377,1496,1676104304,253649408,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.3674836,1497,1676104304,361652224,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.4669933,1498,1676104304,453654784,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.5678976,1499,1676104304,561656832,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.6675541,1500,1676104304,653659392,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.7678015,1501,1676104304,761662208,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.8663328,1502,1676104304,853665024,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104304.966223,1503,1676104304,962667840,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.0677998,1504,1676104305,54670656,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.1667216,1505,1676104305,161673472,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.2674103,1506,1676104305,253676288,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.368367,1507,1676104305,361679104,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.4667366,1508,1676104305,457681664,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.5684545,1509,1676104305,561683712,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.6673913,1510,1676104305,657686528,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.7676957,1511,1676104305,761689344,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.8695567,1512,1676104305,857691904,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104305.96753,1513,1676104305,962694720,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.0677202,1514,1676104306,57697536,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.1677356,1515,1676104306,161700352,,255,1503,1495,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.270505,1516,1676104306,257703168,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.3689985,1517,1676104306,361705984,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.4681733,1518,1676104306,457708288,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.5658326,1519,1676104306,561710848,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.668065,1520,1676104306,657713408,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.7678864,1521,1676104306,761715712,,255,1503,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
1676104306.8663013,1522,1676104306,857718272,,255,1502,1496,1066,1495,1065,1065,1065,1580,1065,1933,1514,1542,1514,1514,1514,1514,998,998
