Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1676104288.873098,6399,1676104288,541895400,base_link,1.383715718984604e-05,1.8273234367370603e-05,-3.313155770301819e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8731582,6400,1676104288,561887400,base_link,1.3887083530426026e-05,1.827665865421295e-05,-3.333213329315186e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8744755,6401,1676104288,576906400,base_link,1.3844478130340577e-05,1.823378205299377e-05,-3.314769566059113e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8746054,6402,1676104288,596934960,base_link,1.38324111700058e-05,1.824076324701309e-05,-3.3140134811401366e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8746622,6403,1676104288,616956960,base_link,1.3900953531265259e-05,1.8255966901779173e-05,-3.3429965376853945e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8747132,6404,1676104288,636979960,base_link,1.353924572467804e-05,1.8260836601257323e-05,-3.357936143875122e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8748057,6405,1676104288,662011960,base_link,1.3836643099784852e-05,1.8335163593292233e-05,-3.3602946996688845e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.874882,6406,1676104288,677030960,base_link,1.4000567793846131e-05,1.8336217105388638e-05,-3.3579266071319584e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.875004,6407,1676104288,697054008,base_link,1.3570013642311097e-05,1.833887696266174e-05,-3.34449827671051e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.875124,6408,1676104288,722085008,base_link,1.3582079112529756e-05,1.833189725875854e-05,-3.345254063606262e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8752365,6409,1676104288,737103008,base_link,1.371242105960846e-05,1.830766201019287e-05,-3.3484527468681336e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8772378,6410,1676104288,757128008,base_link,1.3832727074623109e-05,1.8304884433746336e-05,-3.328797221183777e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8777843,6411,1676104288,797175520,base_link,1.390158087015152e-05,1.8313512206077573e-05,-3.358505368232727e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8788016,6412,1676104288,822205520,base_link,1.3643789291381837e-05,1.830535531044006e-05,-3.3214622735977176e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.8799434,6413,1676104288,857248520,base_link,1.372980773448944e-05,1.8309757113456724e-05,-3.3092552423477176e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.886788,6414,1676104288,882278520,base_link,1.3676786422729493e-05,1.8298786878585812e-05,-3.305749297142029e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.9130533,6415,1676104288,897297824,base_link,1.3891935348510743e-05,1.828721016645431e-05,-3.366887867450714e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676104288.9482117,6416,1676104288,917321824,base_link,1.388106793165207e-05,1.825764626264572e-05,-3.3284878730773925e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
