Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,type_mask,orientation.x,orientation.y,orientation.z,orientation.w,body_rate.x,body_rate.y,body_rate.z,thrust
1676104289.0821078,770,1676104289,79716920,base_footprint,7,-0.20797615405299355,-0.24163727933513646,-0.05310503074405359,0.9463282730059964,0.0,0.0,0.0,0.42731937766075134
1676104289.0951352,771,1676104289,93313217,base_footprint,7,-0.20828346540346743,-0.2416200206103108,-0.053183500214696616,0.94626068236227,0.0,0.0,0.0,0.427317351102829
1676104289.1012685,772,1676104289,100821495,base_footprint,7,-0.20825191424529205,-0.24162179376628032,-0.05317544388135137,0.9462676266037836,0.0,0.0,0.0,0.4273156225681305
1676104289.1098635,773,1676104289,108733415,base_footprint,7,-0.20806025807760103,-0.24163255867566172,-0.05312650602727928,0.9463097854053228,0.0,0.0,0.0,0.4273197054862976
1676104289.1184149,774,1676104289,116835355,base_footprint,7,-0.20801428155154986,-0.24163513953164248,-0.0531147662927863,0.946319892856416,0.0,0.0,0.0,0.4273110330104828
1676104289.1282883,775,1676104289,127571344,base_footprint,7,-0.20802012905659636,-0.24163481131975273,-0.05311625940595923,0.9463186074744929,0.0,0.0,0.0,0.4273145794868469
1676104289.1384187,776,1676104289,137154340,base_footprint,7,-0.20807502188345314,-0.24163172979424627,-0.05313027584583009,0.9463065392426424,0.0,0.0,0.0,0.42731213569641113
1676104289.1486268,777,1676104289,148123025,base_footprint,7,-0.20804105481845722,-0.24163363670816448,-0.053121602630195795,0.9463140073227332,0.0,0.0,0.0,0.42725658416748047
1676104289.1585736,778,1676104289,157870054,base_footprint,7,-0.2080189159037587,-0.241634879413039,-0.05311594963718293,0.9463188741494123,0.0,0.0,0.0,0.42726024985313416
1676104289.1685758,779,1676104289,167934656,base_footprint,7,-0.20805663039838465,-0.24163276233429798,-0.0531255797286986,0.9463105829971765,0.0,0.0,0.0,0.42725637555122375
1676104289.1785226,780,1676104289,177892684,base_footprint,7,-0.208018346675165,-0.24163491136323545,-0.053115804289260195,0.9463189992765215,0.0,0.0,0.0,0.42726051807403564
1676104289.1895058,781,1676104289,188945055,base_footprint,7,-0.20808217528406725,-0.24163132816012348,-0.05313210240888617,0.9463049663159531,0.0,0.0,0.0,0.4272591173648834
1676104289.1974947,782,1676104289,196851015,base_footprint,7,-0.20808270843537355,-0.24163129822528337,-0.053132238544765016,0.9463048490816189,0.0,0.0,0.0,0.42726144194602966
1676104289.2129178,783,1676104289,211073875,base_footprint,7,-0.20804531963679032,-0.24163339729881683,-0.053122691617102626,0.9463130697197476,0.0,0.0,0.0,0.42726776003837585
1676104289.2193296,784,1676104289,217850923,base_footprint,7,-0.20804531963679032,-0.24163339729881683,-0.053122691617102626,0.9463130697197476,0.0,0.0,0.0,0.42726776003837585
1676104289.2303278,785,1676104289,229358196,base_footprint,7,-0.2080647647575661,-0.2416323056645628,-0.05312765677159989,0.9463087945335629,0.0,0.0,0.0,0.42726635932922363
1676104289.2382073,786,1676104289,237139225,base_footprint,7,-0.2079979083432401,-0.24163605848437666,-0.05311058552631994,0.9463234917669662,0.0,0.0,0.0,0.4272688329219818
1676104289.248485,787,1676104289,247022867,base_footprint,7,-0.20801593508717026,-0.24163504672209188,-0.053115188509748425,0.9463195293847615,0.0,0.0,0.0,0.4272555708885193
1676104289.2583437,788,1676104289,257392406,base_footprint,7,-0.20809284007414822,-0.241630729348998,-0.05313482557687486,0.9463026211815443,0.0,0.0,0.0,0.4272552728652954
1676104289.2703469,789,1676104289,269106864,base_footprint,7,-0.20796427766119055,-0.24163794578175155,-0.053101998203353436,0.9463308830224476,0.0,0.0,0.0,0.42725446820259094
1676104289.278347,790,1676104289,277394771,base_footprint,7,-0.20804992896690422,-0.24163313854421054,-0.053123868572309454,0.9463120563545898,0.0,0.0,0.0,0.4272686839103699
1676104289.2901971,791,1676104289,289393424,base_footprint,7,-0.20804200779968204,-0.2416335832121673,-0.05312184596625263,0.9463137978154305,0.0,0.0,0.0,0.42726919054985046
1676104289.2983108,792,1676104289,297407388,base_footprint,7,-0.20799075273323595,-0.24163646007198125,-0.05310875839911398,0.9463250645114755,0.0,0.0,0.0,0.427269846200943
1676104289.3091285,793,1676104289,307196378,base_footprint,7,-0.2080819493031708,-0.24163134084824595,-0.05313204470648991,0.9463050160066674,0.0,0.0,0.0,0.4272700548171997
1676104289.3176641,794,1676104289,316842317,base_footprint,7,-0.2079612983638968,-0.24163811295948442,-0.05310123746385855,0.946331537743506,0.0,0.0,0.0,0.4272781014442444
1676104289.3311346,795,1676104289,329863786,base_footprint,7,-0.2079612983638968,-0.24163811295948442,-0.05310123746385855,0.946331537743506,0.0,0.0,0.0,0.4272781014442444
1676104289.3401568,796,1676104289,339046955,base_footprint,7,-0.20801135406640936,-0.24163530384346052,-0.05311401878310618,0.9463205363536422,0.0,0.0,0.0,0.42727547883987427
1676104289.3493087,797,1676104289,348513603,base_footprint,7,-0.20797006373489868,-0.24163762109980166,-0.05310347563053039,0.9463296114648894,0.0,0.0,0.0,0.4272816777229309
1676104289.3573391,798,1676104289,356812715,base_footprint,7,-0.20807920788777773,-0.2416314947690187,-0.05313134470821657,0.9463056188092626,0.0,0.0,0.0,0.42728206515312195
1676104289.3682299,799,1676104289,367206573,base_footprint,7,-0.20807920788777773,-0.2416314947690187,-0.05313134470821657,0.9463056188092626,0.0,0.0,0.0,0.42728206515312195
1676104289.379827,800,1676104289,378882884,base_footprint,7,-0.20807920788777773,-0.2416314947690187,-0.05313134470821657,0.9463056188092626,0.0,0.0,0.0,0.42728206515312195
1676104289.3968837,801,1676104289,395096302,base_footprint,7,-0.2080768835374881,-0.24163162527139648,-0.05313075120414803,0.9463061298979907,0.0,0.0,0.0,0.42722561955451965
